Region,Province,year,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price
Tongren,Guizhou,2021,58.152,87.2304529,406.67,610.0290612,85.05588489,85.8604772,15.1843,146.26474,8.5715,44440,NA,0.233,36684.07,NA,6.7062,44.16536,4.41292,65.80358474,13.78952,14.57935,NA,NA,NA,NA,11.825,3.175,7.565,4.76138,520600,520000,NA,NA
Turpan,Xinjiang,2016,23.3675,23.36746774,138.54,138.5407441,5.17742,6.006,43.0231,22.15653,5.5,35333,2.08,0.02147,28201,6.472,3.27874,7.62089,1.89261,57.72369874,0.45837,0.46044,NA,NA,NA,NA,1.58983,0.11206,0.2,NA,650400,650000,NA,NA
Turpan,Xinjiang,2017,20.21,20.21004302,130.65,130.6470151,5.39921,6.509,40.8321,26.71548,9.8,42417,2.715,0.00926,30550,11.129,3.61769,8.85991,2.49906,69.07888736,0.51498,0.21061,NA,NA,NA,NA,NA,NA,NA,NA,650400,650000,NA,2714.94
Turpan,Xinjiang,2018,22.7997,22.79965022,142.65,142.6505485,7.08143,8.069,38.1717,31.05938,7.4,49279,1.793,0.032437,33177,13.38,4.19208,10.98218,3.04882,72.72809679,0.7571,1.91541,NA,NA,NA,NA,NA,NA,NA,NA,650400,650000,NA,1793
Turpan,Xinjiang,2019,26.7989,35.11506997,175.7,230.2181392,10.30366,11.2022,40.8994,38.44809,5.9,60985,1.951,0.0139,35466,12.646,4.55712,11.14227,3.11957,68.45485745,1.22935,2.85672,NA,NA,NA,NA,NA,NA,NA,NA,650400,650000,NA,1950.97
Turpan,Xinjiang,2020,41.5366,49.20145911,276.08,326.7392758,15.51033,16.389,42.3678,37.34134,3,NA,3.045,0.0195,35545,NA,4.70972,11.11626,2.50823,53.25645686,0.90826,5.66592,NA,NA,NA,NA,NA,NA,NA,NA,650400,650000,3618.48,NA
Turpan,Xinjiang,2021,44.09,49.57593249,313.52,352.4812197,19.107,20.599,45.7459,43.335,6.3,62115,NA,0.026,37489,NA,5.124,11.201,3.082,60.14832162,0.971,3.177,NA,NA,NA,NA,1.36,0.563,3.19,3.111,650400,650000,NA,2491
Urumqi,Xinjiang,2016,35.0894,69.99121373,184.57,368.1477595,86.284,94.01,88.5318,245.89766,3.6,69565,34.47099,4.90258,34190,50.844,36.96734,41.75602,28.26415,76.45708347,9.72324,10.32004,NA,NA,2.7922608,NA,17.65705,0,14.6827,1.23,650100,650000,5773.459,36249.75
Urumqi,Xinjiang,2017,31.7554,94.51773414,138.5,412.2269266,87.131,95.49,87.3952,274.38202,8.1,77756,42.27395,6.80712,36993,60.281,40.07781,45.85812,30.00637,74.87028358,22.71405,9.88654,NA,NA,6.9636017,6.3036017,9.20095,0.4,13.533,0.77,650100,650000,6143.508,42873.55
Urumqi,Xinjiang,2018,31.7927,95.28162992,123,368.62319660000003,98.55,108.157,69.4582,309.97659,7.8,87196,65.91507,7.75947,40101,NA,45.82753,65.97858,32.13658,70.12505365,34.20357,39.70408,NA,NA,2.3083348,0.0483348,5.76579,0.26778,20.077,13.3636,650100,650000,7692.65,66109.9
Urumqi,Xinjiang,2019,31.8266,94.17399769,156.31,462.5040686,109.80508,122.2892,76.1698,345.01,6.5,96723,54.41344,7.43812,42748,67.503,47.24647,62.02786,30.08485,63.67639741,18.76497,34.61289,NA,NA,1.6247796,NA,NA,NA,NA,NA,650100,650000,NA,55385
Urumqi,Xinjiang,2020,35.6256,107.357749,179.9,542.1160639,118.89404,138.0572,73.0888,333.732,0.3,93030,55.04005,6.54942,42770,66.948,39.26378,53.72063,24.72189,62.96360157,26.25893,32.03441,NA,NA,2.1108534,0.4788534,NA,NA,NA,NA,650100,650000,7906.667,NA
Urumqi,Xinjiang,2021,36.1762,108.9914325,221.43,485.7709472,133.547,148.457,86.9597,369.157,6.1,NA,53.77692,5.975,46142,78.253,60.31,69.354,27.895,46.25269441,22.483,27.015,NA,NA,1.48,-0.3397315,10.332,-0.986,18.16,7.125,650100,650000,NA,NA
Weifang,Shandong,2016,18.2593,24.5383,95.47,128.301733,100.84,100.97,81.7966,552.268,7.951022,59275,44.32931,18.82433,33608.86372,NA,52.15369,63.76024,39.795,76.3033258,33.25009,37.20015,NA,NA,7.0363944,6.5450944,19.6375,0.56923,19.2115,2.5882,370700,370000,4213.997,44329.31
Weifang,Shandong,2017,17.8627,30.59346043,87.4525,149.7796187,104.58508,107.02,79.4697,585.493,6.972615,60539,50.41173,21.4854194,36286.263,NA,53.91188,67.83951,40.757,75.59929277,42.97015,46.78232,NA,NA,15.16038036,10.45578136,17.218,0.73,15.435,3.84912,370700,370000,4806.281,50411.73
Weifang,Shandong,2018,18.6383,33.70857459,72.9159,131.8732326,114.75178,115.66,77.683,615.678,6.5,62553,65.02082,24.60974866,39042.4,NA,56.97998,73.34934,45.82525,80.4234224,60.75757,67.00045,NA,NA,2.2940934,-3.9356966,12.752,0.09774,12.237,6.21758,370700,370000,5842.286,65020.82
Weifang,Shandong,2019,22.2193,48.82047784,76.3934,167.8523702,126.39455,128.0042,73.4099,568.85,3.67,60760,76.26382,25.89832,41663.77,NA,57.10571,77.79024,43.55814,76.27633034,70.44621,78.40048,NA,NA,8.756039096,5.796817396,4.277,NA,15.76,7.88836,370700,370000,6544.526,76263.82
Weifang,Shandong,2020,24.4487,64.45959851,85.3018,224.8998264,143.56787,149.87191,72.0866,587.22,3.6,62524,83.07503,27.51025,43084.76706,NA,57.38966,79.61207,42.61028,74.24731215,75.30609,87.61574,NA,NA,14.49202698,8.914090283,11.845,-0.254,15.096,14.975,370700,370000,6734.656,83075.03
Weifang,Shandong,2021,23.8621,71.0219573,90.6466,269.7961383,167.28757,170.11813,74.6616,701.06,9.7,74606,87.52202,41.25809,46616.37372,NA,65.69006,87.9837,49.95734,76.05007516,82.46066,98.37014,NA,NA,12.93851262,5.151551307,13.24,-0.753,33.345,19.714,370700,370000,NA,87520
Weihai,Shandong,2016,14.7656,19.69964299,64.45,85.98603198,47.43,49.01,76.933,321.22,8,114220,21.50701,17.76986,39363.2155,NA,26.04969,33.86024,20.89653,80.21796037,24.56431,26.75734,NA,NA,3.5767546,NA,10.727,0.71,10.9815,1.58,371000,370000,4758.953,21507.01
Weihai,Shandong,2017,14.5293,20.84018142,73.5089,105.4381791,51.04,52.91,75.9477,351.291,8.1,117340,27.54353,20.6797382,42703.28573,NA,27.30775,35.956,21.66227,79.32645494,24.548,28.044,NA,NA,1.52106,NA,4.395,0.5,5.007,3.4,371000,370000,5293.886,27543.53
Weihai,Shandong,2018,15.4347,24.10301971,70.45,110.0148259,56.205,58.2,78.1783,364.148,6.7,124463,34.52699,21.06755908,45895.6,NA,28.44414,36.3837,23.03302,80.97632764,29.91689,35.14669,NA,NA,0.331579,-0.0872384,8.481,-0.00639,8.718,5.23,371000,370000,6354.99,34526.99
Weihai,Shandong,2019,21.5964,43.04383824,77.0968,153.6615365,64.006,66.132,72.808,296.373,3.6,104615,38.32249,20.35167,49043.89,NA,24.98531,34.3167,19.49747,78.0357338,39.50629,45.93336,NA,NA,0.22,-2.317,2.351,-0.20083,10.097,7.9007,371000,370000,7851.391,38322.49
Weihai,Shandong,2020,24.3476,54.40821506,81.7743,182.7362592,73.476,75.14,72.0257,301.779,3,104065,39.35143,23.34547,50424.24236,NA,25.23921,35.04195,18.97673,75.18749596,43.79858,51.09128,NA,NA,2.525696325,NA,3.399,0.08862,9.556,9.4765,371000,370000,7923.759,39351.43
Weihai,Shandong,2021,22.943,62.49548987,86.7839,236.3943595,79.473,81.944,77.6945,346.393,7.5,118925,38.24927,31.45973,54264.03539,NA,26.68789,34.34977,19.88041,74.49225098,40.2603,44.30402,NA,NA,2.7362397,0.0910374,6.28,-0.26616,11.214,6.29955,371000,370000,NA,38250
Weinan,Shaanxi,2016,16.4803,29.90813558,300.09,544.6031093,24.53293,25.32,18.6357,148.862,7.5,27743,9.69542,NA,27485,NA,6.5693,35.25107,4.14645,63.11859711,1.6025,2.23799,NA,NA,0.2602592,NA,5.94826,1.88586,NA,NA,610500,610000,2979.15,9695.42
Weinan,Shaanxi,2017,15.8986,31.17718994,231.76,454.491408,26.24256,28.17,18.0504,165.0626,8.3,30697,11.38089,0.19732,29808,NA,7.35824,40.76491,5.40346,73.43413642,3.96054,3.69018,NA,NA,2.0393725,NA,4.89138,2.79599,4.03437,0.13,610500,610000,3291.61,11380.89
Weinan,Shaanxi,2018,18.8037,32.61315054,198.84,344.8608328,33.23955,35.82203,20.3852,176.771,7.1,33009,15.41473,0.224,31133,NA,9.0913,44.59756,6.97211,76.68991233,7.62123,8.12206,NA,NA,2.2471794,NA,9.0913,6.86129,4.56546,1.25,610500,610000,4010.05,15414.73
Weinan,Shaanxi,2019,17.9179,31.11315653,196.87,306.2637593,32.76229,34.95295,18.4048,182.847,4.2,34481,28.48819,0.204,33674,NA,8.60083,46.73138,6.46384,75.15367703,9.97449,11.00281,NA,NA,1.5980631,NA,NA,NA,NA,NA,610500,610000,4669.819,28488.19
Weinan,Shaanxi,2020,21.8427,34.25398303,228.56,358.4362726,40.76435,44.55236,15.6514,186.627,0.2,39207,39.72219,0.235,35304,NA,7.60297,48.57691,5.37127,70.64699716,10.12294,14.12086,NA,NA,2.168686,1.3641504,NA,NA,NA,NA,610500,610000,4930.188,39722.19
Weinan,Shaanxi,2021,23.06,39.62017555,240.15,412.6081733,48.13095,52.93836,20.3773,208.7207,8.2,44785,37.80977,0.256,37772,NA,9.53989,46.81619,7.27053,76.21188504,10.43411,13.50935,NA,NA,0.668388,-0.3077403,NA,NA,NA,NA,610500,610000,5190.021,37809.77
Wenzhou,Zhejiang,2016,NA,NA,NA,NA,NA,NA,65.9729,510.156,8.4,55779,90.201,18.082,47785,114.98,43.98744,66.675,37.13776,84.42810039,47.337,48.481,NA,NA,4.4373454,1.6484354,13.459,4.87,22.19,2.4,330300,330000,14149.228,90201
Wenzhou,Zhejiang,2017,16.5997,51.82004744,50.8071,158.6063906,89.831,90.668,61.1009,541.159,8.4,58854,102.42,19.585,51866,108.71,46.53504,76.161,39.11527,84.05552031,74.037,94.42,NA,NA,4.88535,-0.95515,7.08,3.4,17.14,9.92,330300,330000,13983.973,102416.15
Wenzhou,Zhejiang,2018,9.911,47.81232932,31.435,151.6473549,59.527238,111.067,58.8921,600.616,7.8,65055,117.657,22.852,56097,99.62,51.47998,87.414,43.81436,85.10951247,81.288,90.786,NA,NA,4.192209922,3.867209922,NA,NA,20.36943,11.68,330300,330000,14393.854,117657
Wenzhou,Zhejiang,2019,10.3865,51.7333256,23.548,117.2883507,68.6143701,128.819,53.4047,660.611,8.2,71225,119.985,27.574,60957,110.93,57.89706,108.412,47.4595,81.97221068,160.816,141.987,NA,NA,5.68446,2.14746,NA,NA,NA,NA,330300,330000,15775.857,119985.3
Wenzhou,Zhejiang,2020,23.2831,80.70009697,59.7241,207.0059456,159.9758699,168.519,58.6058,687.09,3.4,71766,121.816,31.746,63481,110.65,60.19815,102.717,51.01018,84.73712232,135.06,150.776,NA,NA,7.8841613,7.4066613,NA,NA,NA,NA,330300,330000,17080.735,121816
Wenzhou,Zhejiang,2021,14.4614,74.1762044,30.4639,156.2571064,109.69,109.98,61.6372,758.502,7.7,78879,144.1229,37.374,69678,131.96,65.75549,106.68151,54.94709,83.5627413,209.89426,209.89426,NA,NA,1.1964286,-3.6855714,14.63,1.97815,51.869,42.41454,330300,330000,20126.59,144122.9
Wuhai,Inner Mongolia,2016,28.0216,28.02158223,186.06,186.0400278,16.03479,14.368,63.2052,57.223,6.791,102725,2.20991,0.09,36515,NA,8.156,12.904,3.36239,41.22596861,0.463,0.393,NA,NA,NA,NA,6.091,2.139,NA,NA,150300,150000,3616.784,2209.91
Wuhai,Inner Mongolia,2017,NA,NA,327.83,327.8268819,16.10066,15.544,41.8121,NA,5.3,NA,2.04816,0.061,39400,NA,3.77944,9.03911,3.29216,87.10708465,1.13189,0.34859,NA,NA,NA,NA,1.522,0.021,0.518,0.045,150300,150000,4227.6,2048.16
Wuhai,Inner Mongolia,2018,34.8708,34.87076962,364.04,364.0404759,17.29367,17.614,37.414,49.5936,13,88041,2.96527,0.11219,42301,NA,4.07958,10.90389,3.23599,79.32164586,0.6709,1.16866,NA,NA,NA,NA,3.636,0.541,0.801,0.282,150300,150000,3346.083,2965.27
Wuhai,Inner Mongolia,2019,34.444,34.4440177,374.08,374.080017,18.97678,19.98,45.3792,55.09456,9.505,97564.2988,2.60093,0.08455,45010,NA,4.64823,10.24309,4.07757,87.72306878,0.42469,0.93738,NA,NA,NA,NA,NA,NA,NA,NA,150300,150000,3689.93,2600.93
Wuhai,Inner Mongolia,2020,40.5895,40.58948041,380.09,380.0813454,22.85756,22.9,47.5942,56.314,2.9,101238,2.49324,0.086,45497,NA,5.40206,11.35024,4.4592,82.5462879,0.61163,3.03662,NA,NA,NA,NA,NA,NA,2.85748,2.55999,150300,150000,4832.478,2493.24
Wuhai,Inner Mongolia,2021,34.0768,34.07680534,307.14,307.1426242,24.491,25.4,55.878,71.87,5.1,128923,2.01647,0.235,48637,NA,6.33284,11.33334,5.03177,79.45518914,1.64073,2.76219,NA,NA,NA,NA,NA,NA,NA,NA,150300,150000,5766.633,2016.47
Wuhan,Hubei,2016,16.4456,45.23789518,82.4,226.6742165,195.91021,208.423,86.7131,1191.261,7.8,111469,251.7435,23.78093,39737,NA,132.2096,152.4679,109.1901,82.58863199,105.5331,97.17226,NA,NA,17.3081852,15.3081852,NA,NA,NA,NA,420100,420000,9819.485,251743.5
Wuhan,Hubei,2017,13.06,48.78981347,59.56,227.9807072,170.928,NA,81.6312,1341.034,8,120880,268.63358,28.59709,43405,NA,140.29265,171.86158,117.87654,84.02189281,146.70005,158.08483,NA,NA,9.9458874,9.1158874,NA,NA,NA,NA,420100,420000,11453.474,268633.58
Wuhan,Hubei,2018,17.8482,56.18431717,77.39,243.6095859,264.998,271.44,79.226,1484.729,8,135877,278.00098,32.519,47359,NA,152.86984,192.95415,129.42148,84.66122552,189.5571,208.22173,NA,NA,22.19414971,16.10414971,NA,NA,NA,NA,420100,420000,NA,278000.98
Wuhan,Hubei,2019,20.814,62.29322802,102.06,305.4535762,337.67,344.745,69.8841,1622.321,7.4,145545,296.6206,35.315,51706,NA,156.41163,223.81585,132.03391,84.41438146,174.43934,211.86718,NA,NA,31.0828627,27.8309494,NA,NA,NA,NA,420100,420000,NA,296620.6
Wuhan,Hubei,2020,29.1609,79.63902025,164.49,449.2160994,455.37875,468.71625,51.0958,1561.606,-4.728318,131441,277.71514,39.151,50361.644,NA,123.02897,240.78114,104.10561,84.61877719,152.90224,229.81668,NA,NA,18.9726292,3.206128693,NA,NA,NA,NA,420100,420000,NA,277715.14
Wuhan,Hubei,2021,31.4602,74.85067307,156.85,373.16968,557.37308,563.34779,71.2397,1771.676,12.2,135251,325.46233,51.959,55297,NA,157.8649,221.59673,135.05758,85.55263393,196.4804,235.29678,NA,NA,11.0555861,-3.8862052,39.925,NA,118.579,NA,420100,420000,NA,325462.33
Wuhu,Anhui,2016,21.5387,42.86536398,138.04,275.2328301,58.14241,60.31475,72.9573,269.944,9.7,73715,40.80965,5.70917,32315,147.859,29.87167,40.94405,20.37303,68.20184476,12.15,13.39,NA,NA,1.2189397,1.052273,7.0628,1.20329,6.31,1.36,340200,340000,5230.718,40809.65
Wuhu,Anhui,2017,20.2642,41.2762909,192.94,392.9971393,60.04796,62.9153,67.1768,296.326,8.9,80458,45.7372,6.37683,35175,NA,31.12297,46.32994,21.39811,68.75343195,NA,NA,NA,NA,1.8437632,NA,9.21931,1.05851,NA,NA,340200,340000,6501.35,45737.2
Wuhu,Anhui,2018,18.7764,36.80020353,193.51,379.2669174,61.55902,64.7625,69.603,327.853,8.4,88085,49.32473,6.87565,38397,NA,31.81152,45.70422,23.2501,73.0870452,NA,NA,NA,NA,NA,NA,10.6916,0.14334,NA,NA,340200,340000,7259.15,49324.73
Wuhu,Anhui,2019,20.1068,38.17626032,226.08,345.3359095,72.7515,76.08471,64.0412,361.826,8.2,96154,48.4255,7.20366,42064,NA,32.17921,50.24765,22.66543,70.43501068,7.82,NA,NA,NA,NA,NA,2.6721,0.28238,NA,NA,340200,340000,8431.704,48425.5
Wuhu,Anhui,2020,21.3494,40.49119361,158.36,259.4940102,80.12467,85.7522,68.2343,375.302,3.8,102964,48.84133,8.428,44588.2,NA,33.13709,48.56366,23.15625,69.88015544,25.23467,27.62,NA,NA,0.18,NA,6.72,0.20762,11.48,8.6,340200,340000,8792.621,48841.33
Wuhu,Anhui,2021,21.3659,38.65501447,135.97,245.9964871,91.929642,94.44609,71.7378,430.263,11.6,117526,55.48468,11.52008,48668,NA,36.12,50.35,NA,NA,31.29,36.04,NA,NA,0.15,-0.8052881,8.325,0.432,10.708,7.549,340200,340000,9761.801,55484.68
Wuwei,Gansu,2016,13.6769,29.76621243,124.56,271.096684,6.315,6.821,17.679,46.17272,8.5,25396,4.1621,NA,23611.76551,8.852,3.11034,17.59339,1.46531,47.11092678,1.95939,2.43228,NA,NA,NA,NA,0.84131,0.39975,0.84607,0.45,620600,620000,3433.416,4162.1
Wuwei,Gansu,2017,17.092,36.94211771,136.03,293.4696891,7.357,8.115,14.1563,43.0435933,-3.061791,23617.23591,5.79854,0.01896,25571.5,4.47,2.86177,20.21554,1.39665,48.80371239,2.5465,3.20848,NA,NA,NA,NA,1.9943,0.34,0.77379,0.77,620600,620000,4532.537,5798.54
Wuwei,Gansu,2018,20.6752,43.24936346,168.35,352.1658085,9.70215,10.46818,15.14,46.92652,4.8,25691,4.38313,0.019,27668,4.378,3.04466,20.11004,1.57718,51.80151478,2.71837,4.08147,NA,NA,NA,NA,1.13238,0.81,1.4,1.396,620600,620000,4892.853,4383.13
Wuwei,Gansu,2019,27.5369,49.40195031,191.42,351.7046172,13.45052,13.59859,13.8682,48.8455,4,26744,5.70261,0.033,30048,NA,2.83739,20.45965,1.51034,53.22990495,4.02366,6.6936,NA,NA,NA,NA,0.76554,NA,2.6633,NA,620600,620000,5708.512,5702.61
Wuwei,Gansu,2020,29.9585,50.18000989,198.65,332.7333881,15.7705742,17.206,14.7433,52.641422,4.3,35571,5.294,0.061,31580.09973,NA,3.20002,21.70496,1.57367,49.17688014,4.73561,7.07589,NA,NA,NA,NA,1.207,0.73186,0.02616,-0.9033,620600,620000,6251.256,5294
Wuwei,Gansu,2021,31.37,31.3732158,364.31,364.3064423,18.831,20.016,15.8462,60.0225368,8.054589,41360.85593,6.31574,0.072,33791,NA,3.232,20.396,1.67316,51.76856436,1.937,4.481,NA,NA,NA,NA,NA,NA,NA,NA,620600,620000,NA,NA
Wuxi,Jiangsu,2016,2.62,47.29328717,21.13,375.9320434,24.479,NA,100.8811,921.002,7.5,141258,103.36226,69.805,48628,307.549,87.50005,86.73579,70.60386,80.69007961,27.57195,27.24656,NA,NA,25.0976341,18.3130041,8.36,NA,24.58038,3.73,320200,320000,NA,103362.26
Wuxi,Jiangsu,2017,9.35,54.09671135,62.39,367.8148184,96.456,NA,94.1619,1051.18,7.4,160706,120.18903,81.253367,52659,338.277,93.00017,98.76625,75.23955,80.90259405,56.41726,61.92934,NA,NA,5.22,-2.78134,12.199,1.095,15.439,8.1,320200,320000,NA,120189.03
Wuxi,Jiangsu,2018,7.1524,51.14035339,61.77,334.067019,81.814,82.9,95.8653,1143.862,7.41357,174270,131.486,93.44408,56989,361.871,101.22782,105.59376,86.05091,85.00717491,73.1308,77.73859,NA,NA,5.9269693,-7.5194052,6.325,1.40695,11.944,10.3157,320200,320000,NA,131486
Wuxi,Jiangsu,2019,10.1665,55.92052957,64.22,353.2235381,120.497,123.56,92.7347,1185.232,6.672477,180044,135.82905,92.43,61915,375.319,103.63313,111.75225,87.02075,83.97001036,79.73288,81.16703,NA,NA,3.5159496,-3.4144104,5.04,1.34313,NA,NA,320200,320000,14252.141,135829.05
Wuxi,Jiangsu,2020,11.4857,60.01531898,53.0173,277.0263858,142.084,148.19,88.5325,1237.048,3.70026,165850.8071,135.00232,87.78467,64714,396.88,107.56994,121.50337,88.91207,82.65512652,98.79535,111.17471,NA,NA,3.0884224,-17.6270906,NA,NA,NA,NA,320200,320000,NA,135002.32
Wuxi,Jiangsu,2021,11.4835,59.56318194,65.01,337.1912533,160.806,168.094,88.4083,1400.324,8.758879,187415,156.80594,105.701,70483,492.642,120.05009,135.79056,98.38679,81.95478237,122.57692,126.13559,NA,NA,1.0656045,-8.5059333,NA,NA,NA,NA,320200,320000,NA,156806
Wuzhong,Ningxia,2016,26.22,29.96736434,356.24,311.8892025,11.599,12.37,18.4598,44.2428298,9.039059,32039.01054,6.47121,0.07105,23351.46563,NA,3.26,17.66,2.13,65.33742331,0.991,1.718,NA,NA,NA,NA,NA,NA,NA,NA,640300,640000,3271.943,6471.21
Wuzhong,Ningxia,2017,16.64,20.87382653,199.17,261.5605048,8.455,9.607,16.6451,50.811,8,36394,7.35207,0.12303,25364,NA,3.25292,19.54277,2.11,64.8647984,0.80205,1.0615,NA,NA,NA,NA,4.21422,1.13673,0.03408,-1.09858,640300,640000,3446.418,7352.07
Wuzhong,Ningxia,2018,16.5,16.50410751,188.41,307.2925375,8.822,NA,19.5907,53.453360000000004,6.6,37922,6.06,0.119,27478,NA,1.64549,8.39934,2.22,134.9142201,1.22539,2.08168,NA,NA,NA,NA,2.35234,0.97836,0.75123,0.66436,640300,640000,3616.708,6057.02
Wuzhong,Ningxia,2019,16.6281,16.62813034,172.32,333.5079095,9.64745,11.14055,17.7935,58.01885,7.1,40889,5.1137,0.033,29616,NA,1.65362,9.29337,2.181,131.8924541,1.236,2.653,NA,NA,NA,NA,NA,NA,NA,NA,640300,640000,4024.024,5113.7
Wuzhong,Ningxia,2020,17.2257,17.22566222,196.66,388.9302457,10.7104,12.28197,16.7141,62.177,6.2,44971,5.3123,0.041,31159.5,NA,1.60885,9.62571,2.1042,130.7890729,1.14362,1.60504,NA,NA,NA,NA,NA,NA,NA,NA,640300,640000,4685.848,5312.3
Wuzhong,Ningxia,2021,27.77,27.7690743,334.99,626.0737403,21.173,25.108,18.1097,76.24669,8.3,54933,7.12894,0.074,33589.9,NA,1.73918,9.6036,1.13778,65.42048552,1.63995,1.57193,NA,NA,NA,NA,0.361,0.136,0.289,-0.076,640300,640000,NA,7130
Wuzhou,Guangxi,2016,15.4536,23.8194953,64.86,99.14462583,18.168,NA,41.886,117.565,7.6,39072,6.437,0.61037,27260,61.03,9.56071,22.82556,4.92353,51.49753522,1.61871,1.53847,NA,NA,NA,NA,6.37374,3.64856,1.33469,0,450400,450000,3668.304,6436.83
Wuzhou,Guangxi,2017,14.7067,21.2040109,63.9,92.13136038,19.679,20.532,34.9163,133.81,6.7,44193,6.64,0.89221,29359,71.28,8.45516,24.21548,4.52572,53.52613079,3.93441,2.0397,NA,NA,NA,NA,0.65102,-0.84476,1.85712,0,450400,450000,3999.881,6639.98
Wuzhou,Guangxi,2018,21.5644,29.1077263,55.17,74.55126456,22.208,23.053,30.5394,102.9846991,1.8,33774,7.629,0.767,31209,NA,7.99575,26.18179,4.18572,52.34931057,10.18108,8.56578,NA,NA,NA,NA,3.80614,1.051,2.51526,1.47021,450400,450000,4788.192,7628.66
Wuzhou,Guangxi,2019,26.5604,39.17714665,61.49,90.69601361,26.332,27.293,28.8139,99.14,4.2,32303,11.829,0.955,33518,NA,8.46156,29.36628,3.97995,47.035653,11.36926,7.89523,NA,NA,NA,NA,1.43163,0.62705,3.497,NA,450400,450000,4932.363,11828.72
Wuzhou,Guangxi,2020,27.733,42.94342554,71.33,110.4583941,29.9888,30.428,26.345,108.134,8,38214,13.671,NA,34591,NA,7.60026,28.849,4.11661,54.16406807,10.27533,10.39159,NA,NA,NA,NA,1.525,-0.04621,0.04808,-0.1025,450400,450000,4824.81,13671
Wuzhou,Guangxi,2021,26.0689,39.52951025,81.6728,123.8442772,35.698,34.97395,30.475,136.937,10,48463,13.682,1.253,37185,NA,7.88736,25.88139,4.32961,54.8930187,14.30878,10.50515,NA,NA,NA,NA,1.6,0.02223,5.67,4.98968,450400,450000,4472.427,13682
Xiamen,Fujian,2016,12.6577,21.07687227,37.94,63.18552347,47.9,53.8,85.4103,378.42662,7.9,99273,76.5797,77.17681,46254,145.05031,64.79223,75.86,52.79385,81.48176101,46.41,46.13,NA,NA,1.45,0.25,17.49,2.37,17.43,4.82,350200,350000,25250.589,76579.7
Xiamen,Fujian,2017,12.8777,21.12956415,43.55,71.45696676,56.04,63.5,87.4146,435.17,7.6,109753,87.98628,85.81126,50019,159.42331,69.67818,79.71,56.34298,80.86172744,45.35,48.85,NA,NA,1.205,0.754,1.8,0.7,7.9,NA,350200,350000,28052.59,87986.28
Xiamen,Fujian,2018,13.3013,21.70226082,49.28,80.40039862,63.732,73.5,84.5415,479.14131,7.7,118015,88.45759,91.03411,54401,178.81701,75.45331,89.25,60.308,79.92757375,39.91,44.47,NA,NA,0.795,-0.205,4.2,2.6,5.8,NA,350200,350000,33715.428,88457.59
Xiamen,Fujian,2019,13.1469,22.56016676,59.13,101.4605405,78.816,88.7,84.1535,599.504,7.9,142739,89.95349,93.024,59018,184.8943,76.83217,91.3,59.94817,78.02482996,40,45.81,NA,NA,0.79,0.37,5.6,1.49,13.6,NA,350200,350000,33829.739,89953.49
Xiamen,Fujian,2020,17.4203,28.22454936,61.62,99.84904058,111.2113673,121.5,80.2432,638.40233,5.7,123962,105.57575,100.197,61331,189.21778,78.39,97.69054,59.27421,75.6145044,82.16275,103.5919,NA,NA,0.075,-1.26,4.86,3.38,32.34,29.02,350200,350000,33778.652,105576
Xiamen,Fujian,2021,20.2761,31.8997274,66.66,105.0465722,142.62,153.4,83.1094,703.389,8.1,134491,106.96582,137.241,67197,218.49094,88.09611,106.00015,67.62742,76.76550077,107.11079,125.16037,NA,NA,0.275,-0.825,8.49,2.85,37.28,28.56,350200,350000,31424.592,106965.82
Xiangtan,Hunan,2016,15.6397,67.78033473,210.84,913.6928006,29.196,28.589,48.5373,186.679,8.4,65946,12.96088,2.1498581,31607.07095,NA,12.53538,25.82628,6.10915,48.73525972,1.297,1.45,NA,NA,11.4476832,11.1913332,4.701,1.067,8.239,0.108,430300,430000,3883.99,12960.88
Xiangtan,Hunan,2017,9.914,70.12923224,115.87,819.620557,19.88,NA,45.0324,200.525,8.3,70481,17.28505,2.7377373,34167.28649,NA,12.66019,28.11352,7.00118,55.30074983,4.43134,3.00728,NA,NA,6.858,-1.76555,3.834,1.753,6.394,0,430300,430000,4633.89,17285.05
