Region,Province,year,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price
NA,Jilin,2021,47.2917,76.04838269,112.5448,180.9799867,625.93,666.81,30.9457,1323.55152,6.6,55450,154.09158,23.24,35645.81,NA,114.4,369.68,80.94,70.75174825,93.84,159.54,15.346,0.066,10.2713404,1.3272429,48.87,23.15,90.66,74.03,      220000,220000,NA,NA
NA,Jilin,2021,30.212,101.4334647,492.79,464.1428846,46.8279586,48.7217361,40.9584,154.99802,7,43333,11.95203,1.28,33479,NA,114.4,369.68,80.94,70.75174825,93.84,159.54,NA,NA,NA,NA,2.643,0.954,7.908,7.133,      220000,220000,NA,NA
NA,Shanghai,2016,15.9181,21.97973084,43.69,60.32758095,448.55,651.85,92.5884,2817.865,6.9,116562,370.903,433.805,57691.66936,NA,640.61,691.89,562.59,87.82098313,229.5,268.75,28.06,5.99,1.963,1.783,103.3,17.07,116.7,27.39,      310000,310000,25910.003,370903
NA,Shanghai,2017,15.324,20.9032111,44.77,61.06560778,469.42,711.15,88.0055,3063.299,6.9,126634.15,385.653,476.123,62595.73758,NA,664.23,754.76,586.55,88.30525571,196.06,204.49,11.8,-20.753,0.8656,0.6656,27.39,14.58,50.92,40.08,      310000,310000,24866.132,385653
NA,Shanghai,2018,13.9813,18.93752443,44.6001,60.41055195,503.491,770.35,85.1117,3601.182,6.8,134982,403.318,515.649,68033.62414,NA,710.81,835.15,628.5,88.42025295,209.54,235.19,21.4,-14.818,0.026946,NA,38.21,20.86,32.38,26.33,      310000,310000,28981.106,403318
NA,Shanghai,2019,14.9969,23.01428907,49.6038,76.12240058,572.21,857.71,87.6004,3815.532,6,157279,423.138,493.803,73615,NA,716.51,817.93,621.63,86.75803548,241.81,258,21.68,1.5875,1.55445,NA,46.17,15.7,80.58,57.24,      310000,310000,32925.759,423137.61
NA,Shanghai,2020,17.8072,32.43196389,54.4477,99.16456478,689.15,972.31,86.9688,3870.058,1.7,155768.08,469.875,503.189,76437,NA,704.63,810.21,584.19,82.90734144,317.5,369.78,66.81,46.973,1.12,-0.18945,54.04,21.17,121.44,95.79,      310000,310000,36740.536,469875
NA,Shanghai,2021,17.0238,31.82775321,54.1511,101.2411271,735.68,1060.31,92.1823,4321.485,8.1,173630,503.518,628.603,82429,NA,777.18,843.09,660.67,85.00862091,376.9,356.85,74.56,48.617812,4.37,2.472,44.31,2.17,76.8,34.42,      310000,310000,40974.194,503518
NA,Tianjin,2016,16.2856,121.8215861,63.18,472.5784901,291.274,295.55,73.6195,1788.539,9.1,115053,230.00107,102.651,37109.57286,680.513,272.3499,369.94261,162.42214,59.63730481,91.87961,69.71366,113.54,48.565,43.5727734,12.3579834,35,31.5,1.4,1.4,      120000,120000,12869.799,230001
NA,Tianjin,2017,18.4589,122.4851824,67.31,446.6131004,342.398,346.25,70.3831,1854.919,3.6414,118943.5683,223.33936,112.945,40277.53931,686.398,231.03552,328.25404,161.19575,69.77098154,122.95012,129.11151,66.9,-8.329,36.55183672,14.15426112,21,17.3,29.7,29.7,      120000,120000,15138.673,223339.36
NA,Tianjin,2018,30.52,171.6460626,104.8433,589.6443857,407.836,415.85,67.8741,1336.292,3.6,120710.8,242.44892,122.511,42976.25264,696.271,210.62397,310.31579,162.48898,77.14648053,116.04537,165.26792,125.43,45.973,23.10262668,2.370094284,8.3,2.513,61.298,59.338,      120000,120000,15907.004,245849.08
NA,Tianjin,2019,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99
NA,Tianjin,2020,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78
NA,Tianjin,2021,50.2199,155.4105405,186.011,575.6294997,788.20391,798.213,67.9152,1569.50458,6.6,113732,276.99822,132.565,51486,522.457,214.10606,315.25478,162.18935,75.75187269,112.64963,168.38509,187.658,-75.2080756,39.42353019,4.044524047,23.6,-1.751,176.638,127.786,      120000,120000,16370.233,276998
Nanchang,Jiangxi,2016,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8
Nanchang,Jiangxi,2017,13.6679,37.24838983,74.71,203.6151002,68.383,72.838,63.8596,500.31896,9,88967,79.06914,9.841,37675.47759,NA,41.708,65.312,32.62,78.21041527,49.592,52.365,NA,NA,4.299,3.943,NA,NA,NA,NA,360100,360000,8106.44,79069.14
Nanchang,Jiangxi,2018,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96
Nanchang,Jiangxi,2019,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59
Nanchang,Jiangxi,2020,19.7147,65.77578606,101.79,339.619897,113.271,129.953,57.735,574.551,3.6,92697.38282,97.15664,16.615,46796.49919,NA,48.386,83.807,37.02,76.50973422,62.6,61.88,NA,NA,10.0073471,6.0893471,NA,NA,NA,NA,360100,360000,10865.646,NA
Nanchang,Jiangxi,2021,20.6826,62.91545251,153.09,465.6713307,137.55,156.78,55.7276,665.053,8.7,104788,97.58427,19.965,50447,NA,48.48354,87.001,34.44975,71.05452696,41.10487,53.00637,NA,NA,0.7673445,-10.8626555,8.006,4.262,23.847,20.023,360100,360000,10575.993,NA
Nanchong,Sichuan,2016,36.9979,45.77307145,409.63,506.7723047,61.09827,64.289,22.0843,165.14,7.8,25871,21.66442,0.1609,25993,NA,9.43388,42.71765,5.563,58.9683142,5.19092,8.01039,NA,NA,0.33,NA,10.72008,1.11254,13.545,2.16888,511300,510000,3988.884,21664
Nanchong,Sichuan,2017,35.8219,49.27562963,317.37,436.5785681,65.48,69.253,22.4274,182.793,8.5,28516,21.23899,0.29065,28333.024,NA,10.32555,46.03999,5.77901,55.96805981,10.26528,11.02207,NA,NA,0.6434346,NA,8.238,2.78398,7.40905,2.17905,511300,510000,4492.683,21238.99
Nanchong,Sichuan,2018,33.2498,47.78523216,93.93,134.7940442,66.7,74.1,22.9991,200.603,9,31203,31.003,0.15291,30810,NA,11.38963,49.52197,7.0768,62.13371286,20.27723,18.08275,NA,NA,NA,NA,6.78808,1.74607,6.83928,2.59596,511300,510000,5437.908,31003.03
Nanchong,Sichuan,2019,30.6187,44.05940256,80.98,116.5235257,71.10342,79.30082,22.2075,232.222,8,36073,38.325920000000004,0.92397,33749,NA,12.3295,55.51943,7.5297,61.07060303,28.7122,23.56421,NA,NA,0.1,-0.23,3.92991,0.45161,7.95907,3.89807,511300,510000,5747.634,38325.92
Nanchong,Sichuan,2020,33.0165,47.488991,89.94,129.3490415,79.27536,84.41364,23.3342,240.108,3.8,42482,42.0576,0.50894,36057.24256,NA,13.39323,57.39734,7.7925,58.1823802,27.05952,29.9928,NA,NA,NA,NA,6.4945,0.98253,11.81931,7.1969900000000004,511300,510000,5811.178,42057.6
Nanchong,Sichuan,2021,34.063,47.93339124,111.61,147.707965,88.63134,94.5298,28.1108,260.198,7.8,46589,47.35943,0.80658,39280.21182,NA,14.48719,51.53605,8.10708,55.96033461,21.49268,25.69777,NA,NA,0.5,NA,6.309,0.89926,12.506,8.445,511300,510000,NA,NA
Nanjing,Jiangsu,2016,21.6877,119.9516415,84.94,469.778647,227.78687,249.62,97.3383,1050.302,8,127264,184.56004,50.21406,49997,NA,114.26007,117.38444,95.66197,83.72301015,152.24962,147.92456,NA,NA,29.067263,14.065514,28.591919999999998,2.0346,NA,NA,320100,320000,17883.871,184560.04
Nanjing,Jiangsu,2017,20.121,117.1868521,78.63,457.9637767,235.72,261.1,93.9312,1171.51,8.1,141103,217.02088,61.187275,54538,NA,127.19111,135.40873,104.46058,82.12883746,170.6398,161.18456,NA,NA,17.8843405,8.5564973,19.15354,2.095,33.98125,8.8,320100,320000,15258.591,217020.88
Nanjing,Jiangsu,2018,18.8765,121.0405847,78.07,500.5924253,242.004,275.52,95.9092,1282.04,8,152886,235.41664,65.49106,59308,309.183,147.00152,153.27156,124.24931,84.52246616,161.46176,158.98945,NA,NA,17.6637573,8.4271979,20.587,-1.44759,32.745,10.05456,320100,320000,19737.797,235776.61
Nanjing,Jiangsu,2019,18.428,127.0193184,78.36,540.083733,258.547,281.927,95.2933,1403.015,7.8,165681,250.12573,69.96024,64372,309.226,158.0026,165.80669,137.3827,86.94964513,170.46652,194.62676,NA,NA,27.9492029,17.586035,8.36,2.44684,27.21,19.11199,320100,320000,19428.17,250125.73
Nanjing,Jiangsu,2020,19.0206,136.3150837,72.92,522.6214051,281.847,301.087,93.3447,1481.795,4.6,159321.6603,263.13994,77.179,67553,298.184,163.77,175.44647,139.55647,85.214917260000007,220.83966,218.79396,NA,NA,30.213239,5.6264318,22.84,2.24939,39.049,21.18057,320100,320000,25174.6,263139.94
Nanjing,Jiangsu,2021,17.6694,136.4329405,68.06,525.507053,289,320.89,95.1392,1635.6,7.5,174520,271.98034,98.53,73593,354.396,172.9518,181.78821,147.33148,85.18643923,249.31414,219.08571,NA,NA,17.3122178,-12.4197228,NA,NA,NA,NA,320100,320000,NA,271980
Nanning,Guangxi,2016,27.2105,102.4357801,91.75,345.4146449,100.77117,103.452,53.2754,370.33897,7,52723,85.39976,6.26641,30728,102.855,31.27615,58.70654,23.29089,74.46853273,28.36316,22.29486,NA,NA,0.412,-3.363,13.34203,0.13416,10.72154,1,450100,450000,6767.378,85400
Nanning,Guangxi,2017,23.3456,92.31217247,83.48,330.0819275,96.1566382,106.668,51.3917,411.88292,8,57948,95.80867,8.97,33217,115.908,33.215,64.631,24.8103,74.69607105,33.96,23.571,NA,NA,1.3609733,-0.1390267,13.16736,2.87298,18.38445,1,450100,450000,7700.355,95808.67
Nanning,Guangxi,2018,25.2523,106.217119,74.89,314.688363,101.68872,112.501,51.4315,402.69053,5.4,55901,110.63588,11.164,35276,NA,35.89559,69.793,26.13813,72.8171065,47.61,41.682,NA,NA,2.8974192,2.6174192,14.67679,2.25622,9.51332,3.62332,450100,450000,7697.271,110635.88
Nanning,Guangxi,2019,23.6989,103.2847058,73.46,320.1669582,106.8007,119.15498,47.0897,450.656,5,61738,146.10763,10.84,37675,NA,37.093,78.771,27.121,73.11622139,54.318,42.775,NA,NA,0.3415291,-0.8863609,3.44183,0.12583,6.18,5.141,450100,450000,8573.831,146107.63
Nanning,Guangxi,2020,25.1768,116.101179,71.8,331.0666362,118.99395,126.65,45.4043,472.634,3.7,54669,137.82011,14.295,38542,NA,37.22519,81.986,26.36054,70.81371512,63.865,64.352,NA,NA,3.4615276,3.3135276,9.8125,0.10485,15.05,12.20694,450100,450000,9199.9,137820.11
Nanning,Guangxi,2021,24.0414,120.2334582,72.7138,363.6484113,123.1148,132.663,50.5247,512.094,6.1,58241,135.99484,19.095,41394,NA,39.17708,77.54039,27.79482,70.94663512,74.77515,74.77515,NA,NA,0.1100562,-0.0519438,39.17708,32.18753,0.54203,-6.30234,450100,450000,8959.852,135995
Nanping,Fujian,2016,14.6766,21.38866016,177.98,259.3717621,21.39461,23.00644,33.2124,145.774,6.8,55009,15.779,1.2597,27818,47.619,8.2971800000000009,24.98214,5.08861,61.32939143,3.70793,4.14043,NA,NA,0.9545747,NA,6.18678,3.5971,4.83623,0,350700,350000,NA,15779
Nanping,Fujian,2017,15.4667,21.84206957,74.65,105.4208442,25.15037,27.01344,30.6994,162.61,7.6,60903,16.227,1.44451,30070,53.322,8.70769,28.36435,5.651,64.89666031,5.46154,5.44152,NA,NA,12.8854756,12.7369756,5.38217,3.73439,2.11257,0,350700,350000,5723.943,16226.89
Nanping,Fujian,2018,17.1625,29.02046902,75.978,128.4727274,30.764,32.858,31.8857,179.251,6.6,66760,19.06125,1.69654,32484,NA,9.45155,29.64198,6.30019,66.65774397,8.95805,11.6122,NA,NA,0.0041691,-0.4958309,2.78645,1.8999,4.12117,3.69395,350700,350000,NA,19061.25
Nanping,Fujian,2019,18.5683,26.05938755,90.0899,126.4354436,36.98,39.323,31,199.157,6,74036,21.753,1.7675399999999999,35148,NA,9.62277,31.04115,6.26967,65.15452411,8.30757,9.66607,NA,NA,1.2198483,NA,NA,NA,3.966,3.96597,350700,350000,NA,21752.62
Nanping,Fujian,2020,24.6274,34.10097108,105.5151,146.1043266,49.437,52.875,29.4327,200.74,0.3,74903,23.563,1.8055,36492,NA,9.81767,33.35636,5.86977,59.78781116,11.34926,18.75228,NA,NA,1.52,0.7914565,3.643,2.42778,11.218,10.02345,350700,350000,NA,23563
Nanping,Fujian,2021,27.4336,47.90833742,131.1596,229.0487128,58.093,63.091,33.1584,211.75827,6.5,79162,23.197,2.369,39353,NA,10.22955,30.85052,6.62006,64.71506567,8.79498,16.07783,NA,NA,1.46,0.5525688,NA,NA,NA,NA,350700,350000,NA,23197.3
Nantong,Jiangsu,2016,3.39,57.59135996,23.73,381.0466881,24.27,NA,138.1026,676.82,9.3,92702,58.41356,30.85921,39247,333.036,59.01793,42.73485,45.67714,77.39536104,42.73485,46.37042,NA,NA,24.569643,20.383073,NA,NA,NA,NA,320600,320000,NA,58413.56
Nantong,Jiangsu,2017,17.57,78.32286669,119.96,514.827028,141.157,148.8,72.9067,773.464,7.8,105903,60.99519,34.819924,42756,331.843,59.06026,81.00803,46.25086,78.31130442,57.97785,64.55382,NA,NA,15.2709373,10.2729024,NA,NA,NA,NA,320600,320000,NA,60995.19
Nantong,Jiangsu,2018,17.8087,85.16599873,104.32,498.8892694,150.074,159.6,69.1061,842.7,7.158714,115320,75.952,38.59114,46321,NA,60.61875,87.71843,50.39837,83.13990308,82.85225,88.26385,NA,NA,5.140104,-1.6486547,NA,NA,NA,NA,320600,320000,NA,75952
Nantong,Jiangsu,2019,16.6538,85.23646899,98.77,505.5108163,156.269,167.321,63.668,938.339,6.150123,128294,91.43861,36.57146,50217,NA,61.92602,97.26391,50.75525,81.96110456,94.82882,87.2292,NA,NA,25.4625534,19.3551039,NA,NA,NA,NA,320600,320000,NA,91438.61
Nantong,Jiangsu,2020,16.7811,97.268778,85,492.6752186,168.42,185.08,59.1616,1003.630979,4.699968,129899.6892,125.71038,37.943,52484,NA,63.93,108.06,52.32305,81.84428281,133.33,124.89,NA,NA,16.23054936,5.982223762,14.537,-0.614,20.838,12.764,320600,320000,NA,125710.38
Nantong,Jiangsu,2021,16.8923,99.25443693,86.34,507.3314681,186.27,203.033,63.2828,1102.694,8.86091,142642,117.19397,52.712,57289,NA,71.01806,112.22329,57.28989,80.66946633,144.18158,133.13607,NA,NA,4.2580428,-31.66415016,12.722,2.474,27.833,15.376,320600,320000,NA,NA
Nanyang,Henan,2016,8.15,10.53507819,90.79,117.3056738,25.4,NA,30.4433,311.49653,8.436776,31010.20167,18.443,1.623,26898.1,93.169,16.70678,54.87831,10.56402,63.23193338,11.25589,12.78896,NA,NA,1.6754062,NA,7.79734,2.0932,4.29481,1.93,411300,410000,3432.928,18443
Nanyang,Henan,2017,8.7143,10.65458348,100.8,123.2432881,29.152,35.536,29.9345,334.52983,6.807145,33255.28036,20.892,1.9503,29127.98,NA,17.48352,58.40598,11.00096,62.92188301,11.41961,14.20494,NA,NA,NA,NA,NA,NA,5.32205,3.82564,411300,410000,3578.838,20891.54
Nanyang,Henan,2018,10.5992,12.60958532,111.33,132.4500154,37.103,43.716,28.0426,350.056,7.2,35554.64,22.012,2.562,31312.6,NA,18.1898,64.86481,12.21763,67.16747848,15.11437,19.50722,NA,NA,NA,NA,3.24958,2.06488,6.24334,5.87979,411300,410000,4177.331,22012
Nanyang,Henan,2019,12.2829,16.24296003,113.09,149.5441005,46.8592,54.003,27.9239,381.4979468,7,38063.77587,23.641,2.546,33442,NA,19.61463,70.24315,13.54426,69.05182509,21.77414,26.43116,NA,NA,3.59852,NA,NA,NA,NA,NA,411300,410000,4551.64,23641.4
Nanyang,Henan,2020,15.9323,20.75952177,144.46,188.217357,62.548,70.891,27.1495,392.5857533,2.17867,40314.82371,22.708,1.864,33910,NA,20.21276,74.44983,14.00291,69.27757516,22.99295,41.599850000000004,NA,NA,2.5517,NA,NA,NA,NA,NA,411300,410000,5080.585,22708
Nanyang,Henan,2021,19.2487,24.77197198,176.89,227.6693434,83.582,90.718,30.1139,434.2218629,8.989196,44894.0373,27.296,2.567,36182,NA,22.48,74.65,15.573,69.27491103,24.23,39.63,NA,NA,0.8014,-2.29712,5.487,2.093,18.659,17.114,411300,410000,NA,NA
Neijiang,Sichuan,2016,25.3773,27.46851596,91.5,99.0357862,32.93139,34.153,26.8094,129.767,7.8,34667,12.28068,0.13253,27986,NA,5.36799,20.0228,3.44338,64.14654275,2.94197,3.26556,NA,NA,NA,NA,12.295,11.859,2.655,0.683,511000,510000,3751.624,12281
Neijiang,Sichuan,2017,23.1338,25.18840636,123.89,121.3173481,30.81624,35.847,25.7899,133.209,7.1,35521,11.5049,0.14204,30392.6874,NA,5.60961,21.7512,3.43198,61.18036726,4.71977,4.31267,NA,NA,NA,NA,6.209,0.232,2.10835,1.45135,511000,510000,4205.628,11504.9
Neijiang,Sichuan,2018,25.5132,30.42345526,103.9,123.8921911,36.01819,38.90198,25.3488,141.175,7.8,37885,15.556,0.21524,32982,NA,6.16958,24.33876,4.06054,65.81550122,9.43051,8.06236,NA,NA,NA,NA,4.31817,0.87777,2.2274,1.92943,511000,510000,5272.31,15556.22
Neijiang,Sichuan,2019,27.9076,32.72310527,103.89,121.822402,40,43.452,23.3915,143.33,7.8,38743,15.97038,0.205,36059,NA,6.36352,27.20437,3.96511,62.31001081,10.0152,9.22202,NA,NA,1.4373,1.103967,4.51176,0.62763,4.1576,3.362,511000,510000,6064.215,15970.38
Neijiang,Sichuan,2020,31.74,40.38168014,117.16,149.05442,46.527,49.899,23.9878,146.588,3.9,46228,19.17222,0.287,38336.55707,NA,6.63379,27.6548,3.9099,58.93915846,10.44744,13.94905,NA,NA,NA,NA,4.5349,0.45787,6.96978,6.0707,511000,510000,5992.923,19172.22
Neijiang,Sichuan,2021,33.8517,50.76351289,114.74,200.8141309,54.35,56.47,28.4803,160.553,8.5,51377,20.44027,0.46,41755.65997,NA,7.24959,25.45471,4.38834,60.53225079,11.24876,12.73865,NA,NA,NA,NA,6.719,-0.22656,6.864,6.0684,511000,510000,NA,NA
Ningbo,Zhejiang,2016,15.55,65.24520808,62.12,252.2665048,139.572,189.5,86.4481,868.64911,7.1,110656,127.03341,94.92322,51560,279.91,111.45409,128.92601,92.42194,82.92377606,77.46594,69.64412,NA,NA,9.9662734,4.2172969,2.9,2.2,0.3,0.3,330200,330000,11737.882,127033.41
Ningbo,Zhejiang,2017,15.6836,76.57626897,64.2589,313.7478699,154.36,194.7,88.2804,984.21,7.8,124017,137.44702,112.19657,55656,326.67,124.5288,141.06049,104.3954,83.83233437,74.83105,70.04513,NA,NA,8.5561024,4.035402642,27.10423,2.1,16.1045,3.1,330200,330000,14144.921,137447.02
Ningbo,Zhejiang,2018,16.8192,77.73364981,63.23,294.127315,180.72998,203.7,86.6576,1074.54632,7,132603,158.74687,130.10408,60134,495.37,137.96649,159.20874,117.86626,85.43107823,99.92404,97.39022,NA,NA,11.2650593,6.3475363,25.91595,0.5608,16.548,7.8,330200,330000,16201.226,158515.36
Ningbo,Zhejiang,2019,16.0324,76.89174314,45.6136,218.764042,192.14991,215.835,83.0656,1198.51,6.8,143157,170.35861,133.07639,64886,399.15,146.85072,176.78895,121.7579,82.9127021,195.15739,171.3618,NA,NA,17.6119836,13.1546645,8.1087,0.76,14.45298,11,330200,330000,15956.107,170358.61
Ningbo,Zhejiang,2020,17.419,84.05157761,51.3713,247.8804526,216.14776,242.735,86.726,1240.87,3.3,132614,181.88785,141.27714,68008,504.56,151.08432,174.20878,125.70216,83.20000381,183.67893,166.00084,NA,NA,9.8300426,3.2609795,18.34382,2.3,30.32877,21.8842,330200,330000,17657.267,237270
Ningbo,Zhejiang,2021,17.4627,80.53464647,49.8778,230.0275395,254.86611,273.335,88.6199,1459.492,8.2,153922,207.55857,184.53,73869,629.75,172.31388,194.44158,146.85224,85.22368599,244.40865,244.40865,NA,NA,8.3283522,-1.9825017,21.64034,1.2,37.99735,26.381,330200,330000,21151.877,207558.57
Ningde,Fujian,2016,15.3897,17.59306428,174.3,199.2478081,24.9791529,25.823,37.8289,162.311,8,56358,17.904,3.852,28164,70.27066,10.09731,26.69204,6.53368,64.70713487,4.20096,4.86877,NA,NA,0.25,0.2,6.5603,4.25703,5.0199,-0.0028,350900,350000,NA,17904.11
Ningde,Fujian,2017,16.3892,18.75659676,67.2741,76.99160939,29.40013,29.75067,37.1561,179.387,5.3,61964,16.964,4.53016,30502,70.673,11.03835,29.70803,7.74452,70.16012357,7.7422,7.31818,NA,NA,0.0024,-0.4976,5.10869,4.07109,1.4878,0.14128,350900,350000,NA,16964.44
Ningde,Fujian,2018,17.9422,19.85455889,77.4843,85.74304277,34.85804,36.65668,40.271,194.28,8.1,66878,18.936,5.34748,32921,NA,12.04181,29.90193,9.16205,76.08532272,8.90295,12.86473,NA,NA,0.1484493,-0.8015507,2.2351,1.50703,6.71334,4.17525,350900,350000,NA,18936
Ningde,Fujian,2019,17.4939,25.43395458,76.9952,111.9415329,42.88975,44.87207,37.3559,245.17,9.2,84251,22.61,6.18451,35887,NA,12.68005,33.94394,10.01588,78.98927843,14.73299,17.2499,NA,NA,0.1495721,-0.1019279,NA,NA,NA,NA,350900,350000,NA,22610.11
Ningde,Fujian,2020,20.257,31.34933019,89.23,138.0911159,53.053,61.214,38.5898,261.9,6,83541,24.722,7.35469,37121,NA,13.77924,35.70698,10.45784,75.89562269,15.15988,19.96597,NA,NA,NA,NA,NA,NA,NA,NA,350900,350000,NA,24722
Ningde,Fujian,2021,21.3695,30.59694436,115.38,165.2016427,67.337,73.281,45.9866,315.10798,13.3,100034,27.51,14.047,40615,NA,15.80483,34.36831,11.70831,74.0805817,12.84111,21.32611,NA,NA,0.6812847,NA,NA,NA,NA,NA,350900,350000,NA,27509.65
Nyingchi,Tibet,2016,NA,NA,NA,NA,NA,NA,12.3833,11.577,10.1,NA,0.39738,NA,24452,NA,1.061,8.568,0.834,78.60508954,NA,NA,NA,NA,NA,NA,0.27994,NA,NA,NA,540400,540000,NA,NA
Nyingchi,Tibet,2017,4.52,4.515179117,40.04,40.03990688,0.602,NA,13.1022,13.3328044,10.064467,NA,0.5495,0.013,26946,NA,1.29647,9.89503,0.81479,62.8468071,0.20176,0.18123,NA,NA,NA,NA,0.327,NA,NA,NA,540400,540000,NA,NA
Nyingchi,Tibet,2018,3.7873,3.787252971,35.03,35.02832828,0.596,0.615,11.5903,15.737,9.3,65053,0.58317,NA,29680,NA,1.38011,11.90747,0.91003,65.9389469,0.31669,0.62921,NA,NA,NA,NA,NA,NA,0.004,NA,540400,540000,NA,583.17
Nyingchi,Tibet,2019,4.7315,4.731521472,55.51,55.51367533,0.81594,0.895,8.0817,17.2447701,8.102419,73224,0.3948,0.001,33041,NA,0.99618,12.32636,0.63087,63.32891646,0.46887,0.31493,NA,NA,NA,NA,0.27994,0.21994,NA,NA,540400,540000,NA,394.8
Nyingchi,Tibet,2020,8.299,8.299048814,89.1,89.09798905,1.58794,1.667,10.6104,19.134,7.880722,NA,NA,NA,36480,NA,1.42958,13.47341,0.73896,51.69070636,0.34945,1.4774,NA,NA,NA,NA,0.76,NA,0.012,NA,540400,540000,NA,NA
Nyingchi,Tibet,2021,11.45,11.45399742,137.45,137.3990599,2.394,2.484,14.5039,20.901,6.9,NA,NA,0.001,41346,NA,1.50237,10.35838,0.807,53.71513009,0.238,0.484,NA,NA,NA,NA,NA,NA,NA,NA,540400,540000,NA,NA
Panjin,Liaoning,2016,61.3115,111.7345124,437.31,796.9607756,62.08,64.279,54.8727,101.25344,-4.1,70486,8.73281,2.1519926,34322.09807,NA,10.04831,18.31204,8.22419,81.84649956,3.29535,3.51666,NA,NA,NA,NA,26.03,0.51,2.5,0,211100,210000,3481.258,8732.81
Panjin,Liaoning,2017,56.6418,96.27008212,309.57,526.1376877,61.581,64.279,64.3844,108.72,5.9,75682,8.13629,1.6061155,36484.39025,NA,11.88642,18.46166,10.03214,84.40001279,4.65448,4.42734,NA,NA,NA,NA,9.5034,0,2.6105,0,211100,210000,3610.508,8136.29
Panjin,Liaoning,2018,51.6755,74.64374324,396.21,572.3104877,62.86724,65.91044,66.0279,121.6578,5.9,84602,6.84193,2.55699,39111.266,NA,13.56942,20.55103,10.8979,80.312202,2.12125,2.59156,NA,NA,NA,NA,9.97816,0.6,0.87526,0.764,211100,210000,3837.219,6841.93
Panjin,Liaoning,2019,51.2317,62.95303031,287.36,353.1072368,65.62296,68.72117,63.5263,128.09065,9,88983,7.23984,3.09383,41575,NA,14.79627,23.29156,11.59508,78.3648852,8.01599,6.84632,NA,NA,NA,NA,8.80162,0.59998,2.33323,0.4,211100,210000,3987.546,7239.84
Panjin,Liaoning,2020,52.0986,59.57663997,277.31,317.1156977,67.91568,78.667,64.8644,130.36,3.1,93802,7.40513,2.95439,42787.92403,NA,15.83723,24.41591,11.74083,74.13436567,6.37743,7.94128,NA,NA,NA,NA,7.6598,0.49996,2.66152,1.94599,211100,210000,4533.493,7405.13
Panjin,Liaoning,2021,55.784,59.06085651,353.61,374.3859111,77.163,79.987,80.7203,138.32465,0.5,99442.59526,8.17999,4.97963,45397.9874,NA,15.85561,19.64266,10.66605,67.26988113,3.67832,2.14854,NA,NA,NA,NA,18.038,0.437,3.971,0.58,211100,210000,NA,NA
Panzhihua,Sichuan,2016,16.3776,18.29397653,263.94,294.8226002,16.618,17.293,46.5101,101.468,8,82221,5.50348,0.20993,32860,68.54,5.67573,12.20322,3.41112,60.10011047,0.61164,1.28638,NA,NA,NA,NA,4.44123,0.45923,1.293,0.522,510400,510000,3950.642,5503
