Region,Province.Code,Carbon Emissions,year,Province,Statistical_Division_Code,Latitude,Longitude
Ankang,610000,NA,1997,Shaanxi,610900,32.68,109.02
Ankang,610000,5.011514283,2011,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,1995,Shaanxi,610900,32.68,109.02
Ankang,610000,5.90150648,2018,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,1998,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,1999,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2017,Shaanxi,610900,32.68,109.02
Ankang,610000,5.655353339,2010,Shaanxi,610900,32.68,109.02
Ankang,610000,5.578357917,2019,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2006,Shaanxi,610900,32.68,109.02
Ankang,610000,4.869802337,2016,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2000,Shaanxi,610900,32.68,109.02
Ankang,610000,4.532366991,2009,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2005,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2001,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2003,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2004,Shaanxi,610900,32.68,109.02
Ankang,610000,5.348094502,2012,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2007,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2008,Shaanxi,610900,32.68,109.02
Ankang,610000,NA,2002,Shaanxi,610900,32.68,109.02
Ankang,610000,4.603765305,2015,Shaanxi,610900,32.68,109.02
Ankang,610000,5.035934224,2013,Shaanxi,610900,32.68,109.02
Ankang,610000,4.815123879,2014,Shaanxi,610900,32.68,109.02
Anqing,340000,6.270876475,2002,Anhui,340800,30.53,117.05
Anqing,340000,33.70059056,2017,Anhui,340800,30.53,117.05
Anqing,340000,4.964461156,2000,Anhui,340800,30.53,117.05
Anqing,340000,30.85658395,2018,Anhui,340800,30.53,117.05
Anqing,340000,11.75636607,2005,Anhui,340800,30.53,117.05
Anqing,340000,NA,1999,Anhui,340800,30.53,117.05
Anqing,340000,22.57917031,2015,Anhui,340800,30.53,117.05
Anqing,340000,20.47543179,2011,Anhui,340800,30.53,117.05
Anqing,340000,NA,1998,Anhui,340800,30.53,117.05
Anqing,340000,NA,1995,Anhui,340800,30.53,117.05
Anqing,340000,30.42722139,2019,Anhui,340800,30.53,117.05
Anqing,340000,7.700936052,2003,Anhui,340800,30.53,117.05
Anqing,340000,28.7068552,2016,Anhui,340800,30.53,117.05
Anqing,340000,21.56914162,2012,Anhui,340800,30.53,117.05
Anqing,340000,22.12271223,2014,Anhui,340800,30.53,117.05
Anqing,340000,17.26491207,2010,Anhui,340800,30.53,117.05
Anqing,340000,15.97483043,2008,Anhui,340800,30.53,117.05
Anqing,340000,9.42353917,2004,Anhui,340800,30.53,117.05
Anqing,340000,20.39128506,2013,Anhui,340800,30.53,117.05
Anqing,340000,4.848285627,2001,Anhui,340800,30.53,117.05
Anqing,340000,NA,1997,Anhui,340800,30.53,117.05
Anqing,340000,16.00361279,2009,Anhui,340800,30.53,117.05
Anqing,340000,14.41591801,2007,Anhui,340800,30.53,117.05
Anqing,340000,12.50636515,2006,Anhui,340800,30.53,117.05
Anshan,210000,NA,2000,Liaoning,210300,41.1,122.98
Anshan,210000,101.1637259,2012,Liaoning,210300,41.1,122.98
Anshan,210000,NA,2015,Liaoning,210300,41.1,122.98
Anshan,210000,102.5374867,2013,Liaoning,210300,41.1,122.98
Anshan,210000,98.33492946,2011,Liaoning,210300,41.1,122.98
Anshan,210000,90.2573349,2009,Liaoning,210300,41.1,122.98
Anshan,210000,87.85476961,2007,Liaoning,210300,41.1,122.98
Anshan,210000,83.25045288,2006,Liaoning,210300,41.1,122.98
Anshan,210000,61.15609961,2002,Liaoning,210300,41.1,122.98
Anshan,210000,NA,1997,Liaoning,210300,41.1,122.98
Anshan,210000,NA,1995,Liaoning,210300,41.1,122.98
Anshan,210000,NA,1998,Liaoning,210300,41.1,122.98
Anshan,210000,96.48920245,2010,Liaoning,210300,41.1,122.98
Anshan,210000,NA,2008,Liaoning,210300,41.1,122.98
Anshan,210000,NA,2019,Liaoning,210300,41.1,122.98
Anshan,210000,76.78473197,2005,Liaoning,210300,41.1,122.98
Anshan,210000,62.03488151,2003,Liaoning,210300,41.1,122.98
Anshan,210000,56.87192365,2001,Liaoning,210300,41.1,122.98
Anshan,210000,NA,2004,Liaoning,210300,41.1,122.98
Anshan,210000,NA,2017,Liaoning,210300,41.1,122.98
Anshan,210000,105.7047322,2018,Liaoning,210300,41.1,122.98
Anshan,210000,NA,1999,Liaoning,210300,41.1,122.98
Anshan,210000,108.6688879,2014,Liaoning,210300,41.1,122.98
Anshan,210000,NA,2016,Liaoning,210300,41.1,122.98
Anshun,520000,NA,2010,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2011,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2009,Guizhou,520400,26.25,105.95
Anshun,520000,NA,1998,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2016,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2014,Guizhou,520400,26.25,105.95
Anshun,520000,NA,1995,Guizhou,520400,26.25,105.95
Anshun,520000,NA,1997,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2013,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2008,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2018,Guizhou,520400,26.25,105.95
Anshun,520000,15.45765277,2015,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2000,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2012,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2005,Guizhou,520400,26.25,105.95
Anshun,520000,14.3663638,2019,Guizhou,520400,26.25,105.95
Anshun,520000,NA,1999,Guizhou,520400,26.25,105.95
Anshun,520000,16.52139577,2017,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2001,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2002,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2003,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2007,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2006,Guizhou,520400,26.25,105.95
Anshun,520000,NA,2004,Guizhou,520400,26.25,105.95
Anyang,410000,NA,1998,Henan,410500,36.1,114.365
Anyang,410000,NA,1995,Henan,410500,36.1,114.365
Anyang,410000,106.7061464,2016,Henan,410500,36.1,114.365
Anyang,410000,NA,2002,Henan,410500,36.1,114.365
Anyang,410000,99.90732888,2013,Henan,410500,36.1,114.365
Anyang,410000,NA,1997,Henan,410500,36.1,114.365
Anyang,410000,92.92917776,2019,Henan,410500,36.1,114.365
Anyang,410000,NA,2010,Henan,410500,36.1,114.365
Anyang,410000,84.00959439,2011,Henan,410500,36.1,114.365
Anyang,410000,82.9446957,2012,Henan,410500,36.1,114.365
Anyang,410000,NA,2000,Henan,410500,36.1,114.365
Anyang,410000,42.40259193,2001,Henan,410500,36.1,114.365
Anyang,410000,85.7687372,2015,Henan,410500,36.1,114.365
Anyang,410000,NA,1999,Henan,410500,36.1,114.365
Anyang,410000,74.57992196,2006,Henan,410500,36.1,114.365
Anyang,410000,94.57440636,2009,Henan,410500,36.1,114.365
Anyang,410000,44.76220405,2003,Henan,410500,36.1,114.365
Anyang,410000,53.5489697,2005,Henan,410500,36.1,114.365
Anyang,410000,92.11218209,2018,Henan,410500,36.1,114.365
Anyang,410000,87.39888996,2008,Henan,410500,36.1,114.365
Anyang,410000,50.66292138,2004,Henan,410500,36.1,114.365
Anyang,410000,NA,2017,Henan,410500,36.1,114.365
Anyang,410000,86.88505416,2007,Henan,410500,36.1,114.365
Anyang,410000,106.5478971,2014,Henan,410500,36.1,114.365
Baicheng,220000,NA,2002,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2003,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2001,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,1999,Jilin,220800,45.6196,122.8387
Baicheng,220000,9.743891262,2014,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2005,Jilin,220800,45.6196,122.8387
Baicheng,220000,9.983259112,2016,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,1997,Jilin,220800,45.6196,122.8387
Baicheng,220000,10.16384223,2013,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,1995,Jilin,220800,45.6196,122.8387
Baicheng,220000,9.767483632,2017,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2004,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,1998,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2000,Jilin,220800,45.6196,122.8387
Baicheng,220000,9.990190436,2012,Jilin,220800,45.6196,122.8387
Baicheng,220000,5.248824559,2009,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2018,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2019,Jilin,220800,45.6196,122.8387
Baicheng,220000,9.67116157,2015,Jilin,220800,45.6196,122.8387
Baicheng,220000,10.24712122,2011,Jilin,220800,45.6196,122.8387
Baicheng,220000,6.186331822,2008,Jilin,220800,45.6196,122.8387
Baicheng,220000,4.717223203,2007,Jilin,220800,45.6196,122.8387
Baicheng,220000,8.256149745,2010,Jilin,220800,45.6196,122.8387
Baicheng,220000,NA,2006,Jilin,220800,45.6196,122.8387
Baise,450000,23.95748416,2012,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2003,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2007,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2006,Guangxi,451000,23.9022,106.6184
Baise,450000,24.4263451,2011,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2016,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2015,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2019,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,1997,Guangxi,451000,23.9022,106.6184
Baise,450000,22.15994309,2008,Guangxi,451000,23.9022,106.6184
Baise,450000,26.43803767,2014,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2005,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2002,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2001,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2017,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2009,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,1995,Guangxi,451000,23.9022,106.6184
Baise,450000,26.93087599,2013,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,1998,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2018,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2004,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,2000,Guangxi,451000,23.9022,106.6184
Baise,450000,24.35089735,2010,Guangxi,451000,23.9022,106.6184
Baise,450000,NA,1999,Guangxi,451000,23.9022,106.6184
Baishan,220000,NA,2009,Jilin,220600,41.93,126.42
Baishan,220000,NA,2008,Jilin,220600,41.93,126.42
Baishan,220000,NA,2002,Jilin,220600,41.93,126.42
Baishan,220000,NA,2018,Jilin,220600,41.93,126.42
Baishan,220000,NA,2017,Jilin,220600,41.93,126.42
Baishan,220000,NA,2003,Jilin,220600,41.93,126.42
Baishan,220000,NA,2006,Jilin,220600,41.93,126.42
Baishan,220000,NA,2010,Jilin,220600,41.93,126.42
Baishan,220000,NA,1998,Jilin,220600,41.93,126.42
Baishan,220000,NA,1999,Jilin,220600,41.93,126.42
Baishan,220000,NA,2019,Jilin,220600,41.93,126.42
Baishan,220000,NA,2001,Jilin,220600,41.93,126.42
Baishan,220000,NA,2007,Jilin,220600,41.93,126.42
Baishan,220000,NA,2016,Jilin,220600,41.93,126.42
Baishan,220000,NA,1997,Jilin,220600,41.93,126.42
Baishan,220000,NA,2004,Jilin,220600,41.93,126.42
Baishan,220000,NA,2005,Jilin,220600,41.93,126.42
Baishan,220000,2.456040104,2011,Jilin,220600,41.93,126.42
Baishan,220000,NA,2013,Jilin,220600,41.93,126.42
Baishan,220000,NA,2000,Jilin,220600,41.93,126.42
Baishan,220000,NA,2014,Jilin,220600,41.93,126.42
Baishan,220000,NA,1995,Jilin,220600,41.93,126.42
Baishan,220000,NA,2015,Jilin,220600,41.93,126.42
Baishan,220000,2.359148786,2012,Jilin,220600,41.93,126.42
Baiyin,620000,NA,1998,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,1997,Gansu,620400,36.5447,104.1377
Baiyin,620000,22.77672844,2011,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2000,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2019,Gansu,620400,36.5447,104.1377
Baiyin,620000,20.22317771,2012,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,1999,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2018,Gansu,620400,36.5447,104.1377
Baiyin,620000,21.67500432,2010,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2005,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2006,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2017,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2003,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,1995,Gansu,620400,36.5447,104.1377
Baiyin,620000,13.83798884,2009,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2001,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2007,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2004,Gansu,620400,36.5447,104.1377
Baiyin,620000,21.60675198,2013,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2002,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2008,Gansu,620400,36.5447,104.1377
Baiyin,620000,20.74984239,2014,Gansu,620400,36.5447,104.1377
Baiyin,620000,NA,2016,Gansu,620400,36.5447,104.1377
Baiyin,620000,16.79923003,2015,Gansu,620400,36.5447,104.1377
Baoding,130000,31.58544939,2009,Hebei,130600,38.87,115.47
Baoding,130000,32.06950397,2010,Hebei,130600,38.87,115.47
Baoding,130000,38.05047528,2008,Hebei,130600,38.87,115.47
Baoding,130000,29.38395416,2017,Hebei,130600,38.87,115.47
Baoding,130000,11.94976109,2001,Hebei,130600,38.87,115.47
Baoding,130000,24.04301868,2018,Hebei,130600,38.87,115.47
Baoding,130000,38.79720956,2012,Hebei,130600,38.87,115.47
Baoding,130000,35.39363275,2011,Hebei,130600,38.87,115.47
Baoding,130000,28.46805519,2016,Hebei,130600,38.87,115.47
Baoding,130000,NA,1998,Hebei,130600,38.87,115.47
Baoding,130000,NA,2019,Hebei,130600,38.87,115.47
Baoding,130000,24.96235535,2014,Hebei,130600,38.87,115.47
Baoding,130000,NA,1995,Hebei,130600,38.87,115.47
Baoding,130000,33.91774027,2007,Hebei,130600,38.87,115.47
Baoding,130000,12.97175976,2002,Hebei,130600,38.87,115.47
Baoding,130000,NA,1999,Hebei,130600,38.87,115.47
Baoding,130000,24.48056747,2015,Hebei,130600,38.87,115.47
Baoding,130000,36.51691281,2006,Hebei,130600,38.87,115.47
Baoding,130000,40.87311699,2005,Hebei,130600,38.87,115.47
Baoding,130000,32.63740911,2004,Hebei,130600,38.87,115.47
Baoding,130000,14.63013202,2003,Hebei,130600,38.87,115.47
Baoding,130000,27.36781546,2013,Hebei,130600,38.87,115.47
Baoding,130000,14.26696812,2000,Hebei,130600,38.87,115.47
Baoding,130000,NA,1997,Hebei,130600,38.87,115.47
Baoji,610000,NA,2006,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,1999,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2000,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2001,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2007,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2018,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2004,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2005,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2017,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,1997,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,1998,Shaanxi,610300,34.37,107.13
Baoji,610000,28.27122212,2011,Shaanxi,610300,34.37,107.13
Baoji,610000,28.82870592,2012,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2002,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2003,Shaanxi,610300,34.37,107.13
Baoji,610000,31.82053787,2014,Shaanxi,610300,34.37,107.13
Baoji,610000,28.89524701,2015,Shaanxi,610300,34.37,107.13
Baoji,610000,25.55084867,2016,Shaanxi,610300,34.37,107.13
Baoji,610000,28.17165445,2009,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2019,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,2008,Shaanxi,610300,34.37,107.13
Baoji,610000,24.83075958,2010,Shaanxi,610300,34.37,107.13
Baoji,610000,33.21706299,2013,Shaanxi,610300,34.37,107.13
Baoji,610000,NA,1995,Shaanxi,610300,34.37,107.13
Baoshan,530000,NA,2003,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2015,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2006,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2000,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2002,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2001,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,1998,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,1999,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2013,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2014,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2005,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2016,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2007,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,1997,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2009,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2010,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2018,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2004,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2012,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2017,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2019,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2008,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,2011,Yunnan,530500,25.12,99.17
Baoshan,530000,NA,1995,Yunnan,530500,25.12,99.17
Baotou,150000,NA,2001,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,1998,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,2002,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,2000,Inner Mongolia,150200,40.65,109.83
Baotou,150000,74.7731342,2008,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,1997,Inner Mongolia,150200,40.65,109.83
Baotou,150000,51.82153453,2006,Inner Mongolia,150200,40.65,109.83
Baotou,150000,116.048537,2013,Inner Mongolia,150200,40.65,109.83
Baotou,150000,133.8129326,2019,Inner Mongolia,150200,40.65,109.83
Baotou,150000,67.29201347,2007,Inner Mongolia,150200,40.65,109.83
Baotou,150000,124.473521,2017,Inner Mongolia,150200,40.65,109.83
Baotou,150000,79.04958564,2009,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,1999,Inner Mongolia,150200,40.65,109.83
Baotou,150000,129.1046088,2012,Inner Mongolia,150200,40.65,109.83
Baotou,150000,43.85674888,2005,Inner Mongolia,150200,40.65,109.83
Baotou,150000,123.7198704,2016,Inner Mongolia,150200,40.65,109.83
Baotou,150000,96.09630698,2011,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,1995,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,2004,Inner Mongolia,150200,40.65,109.83
Baotou,150000,146.7023375,2015,Inner Mongolia,150200,40.65,109.83
Baotou,150000,NA,2003,Inner Mongolia,150200,40.65,109.83
Baotou,150000,115.681576,2010,Inner Mongolia,150200,40.65,109.83
Baotou,150000,122.1119639,2014,Inner Mongolia,150200,40.65,109.83
Baotou,150000,141.5890186,2018,Inner Mongolia,150200,40.65,109.83
Bayannur,150000,NA,2000,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,45.68306969,2015,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,1999,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,36.37377297,2011,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2008,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2004,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,1998,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,44.85747173,2014,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2018,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,29.41735394,2010,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2002,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2005,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,1997,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,13.98619698,2006,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,36.26148605,2012,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,42.21077251,2013,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2003,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,1995,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,15.51485931,2007,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2001,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,NA,2019,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,36.93371089,2017,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,41.39218836,2016,Inner Mongolia,150800,40.75,107.42
Bayannur,150000,23.07551279,2009,Inner Mongolia,150800,40.75,107.42
Bazhong,510000,NA,2012,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2015,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2001,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2011,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2002,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2003,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2000,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2014,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,1998,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,1999,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2017,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2013,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2005,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2016,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2006,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2004,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2010,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2019,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,1995,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2007,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2018,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2008,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,1997,Sichuan,511900,31.85,106.77
Bazhong,510000,NA,2009,Sichuan,511900,31.85,106.77
Beihai,450000,NA,2008,Guangxi,450500,21.48,109.12
Beihai,450000,23.59931693,2013,Guangxi,450500,21.48,109.12
Beihai,450000,8.505491722,2007,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2014,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2006,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2005,Guangxi,450500,21.48,109.12
Beihai,450000,7.07480653,2011,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2018,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2015,Guangxi,450500,21.48,109.12
Beihai,450000,22.12191756,2012,Guangxi,450500,21.48,109.12
Beihai,450000,8.062091689,2017,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2004,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2002,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2016,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2003,Guangxi,450500,21.48,109.12
Beihai,450000,NA,1997,Guangxi,450500,21.48,109.12
Beihai,450000,NA,1998,Guangxi,450500,21.48,109.12
Beihai,450000,5.655442658,2009,Guangxi,450500,21.48,109.12
Beihai,450000,6.105435128,2010,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2000,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2001,Guangxi,450500,21.48,109.12
Beihai,450000,NA,1995,Guangxi,450500,21.48,109.12
Beihai,450000,NA,1999,Guangxi,450500,21.48,109.12
Beihai,450000,NA,2019,Guangxi,450500,21.48,109.12
Beijing,110000,68.21906263,2000,Beijing,      110000,39.9,116.4
Beijing,110000,105.0396713,2010,Beijing,      110000,39.9,116.4
Beijing,110000,97.99804428,2012,Beijing,      110000,39.9,116.4
Beijing,110000,88.4090731,2018,Beijing,      110000,39.9,116.4
Beijing,110000,94.07097644,2013,Beijing,      110000,39.9,116.4
Beijing,110000,102.8899215,2007,Beijing,      110000,39.9,116.4
Beijing,110000,96.66792509,2006,Beijing,      110000,39.9,116.4
Beijing,110000,99.20893921,2008,Beijing,      110000,39.9,116.4
Beijing,110000,61.91811515,1997,Beijing,      110000,39.9,116.4
Beijing,110000,89.98180725,2016,Beijing,      110000,39.9,116.4
Beijing,110000,92.76299625,2015,Beijing,      110000,39.9,116.4
Beijing,110000,88.15542679,2019,Beijing,      110000,39.9,116.4
Beijing,110000,85.56048441,2017,Beijing,      110000,39.9,116.4
Beijing,110000,63.61280914,1998,Beijing,      110000,39.9,116.4
Beijing,110000,NA,1995,Beijing,      110000,39.9,116.4
Beijing,110000,77.8847813,2002,Beijing,      110000,39.9,116.4
Beijing,110000,77.35516565,2001,Beijing,      110000,39.9,116.4
Beijing,110000,81.95178762,2003,Beijing,      110000,39.9,116.4
Beijing,110000,92.12050897,2005,Beijing,      110000,39.9,116.4
Beijing,110000,95.31082402,2011,Beijing,      110000,39.9,116.4
Beijing,110000,100.3872987,2009,Beijing,      110000,39.9,116.4
Beijing,110000,93.25544947,2014,Beijing,      110000,39.9,116.4
Beijing,110000,66.60420759,1999,Beijing,      110000,39.9,116.4
Beijing,110000,88.13363243,2004,Beijing,      110000,39.9,116.4
Bengbu,340000,6.214778017,2007,Anhui,340300,32.92,117.38
Bengbu,340000,NA,2003,Anhui,340300,32.92,117.38
Bengbu,340000,NA,2001,Anhui,340300,32.92,117.38
Bengbu,340000,NA,2004,Anhui,340300,32.92,117.38
Bengbu,340000,15.09560235,2018,Anhui,340300,32.92,117.38
Bengbu,340000,NA,1998,Anhui,340300,32.92,117.38
Bengbu,340000,13.48609248,2014,Anhui,340300,32.92,117.38
Bengbu,340000,17.4500456,2019,Anhui,340300,32.92,117.38
Bengbu,340000,12.32866095,2017,Anhui,340300,32.92,117.38
Bengbu,340000,12.12716313,2016,Anhui,340300,32.92,117.38
Bengbu,340000,13.48686188,2011,Anhui,340300,32.92,117.38
Bengbu,340000,3.852501443,2005,Anhui,340300,32.92,117.38
Bengbu,340000,NA,1997,Anhui,340300,32.92,117.38
Bengbu,340000,NA,1995,Anhui,340300,32.92,117.38
Bengbu,340000,NA,2006,Anhui,340300,32.92,117.38
Bengbu,340000,13.93888229,2015,Anhui,340300,32.92,117.38
