Region,Province,year,GDP: Industry,GDP,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Latitude,Longitude
Ningde,Fujian,2017,SI - Industry,NA,NA,16964.44,16.3892,18.75659676,67.2741,76.99160939,29.40013,29.75067,37.1561,179.387,5.3,61964,16.964,4.53016,30502,70.673,11.03835,29.70803,7.74452,70.16012357,7.7422,7.31818,NA,NA,0.0024,-0.4976,5.10869,4.07109,1.4878,0.14128,350900,350000,26.67,119.52
Ningde,Fujian,2017,Secondary Industry,87.649,NA,16964.44,16.3892,18.75659676,67.2741,76.99160939,29.40013,29.75067,37.1561,179.387,5.3,61964,16.964,4.53016,30502,70.673,11.03835,29.70803,7.74452,70.16012357,7.7422,7.31818,NA,NA,0.0024,-0.4976,5.10869,4.07109,1.4878,0.14128,350900,350000,26.67,119.52
Ningde,Fujian,2017,SI - Construction,NA,NA,16964.44,16.3892,18.75659676,67.2741,76.99160939,29.40013,29.75067,37.1561,179.387,5.3,61964,16.964,4.53016,30502,70.673,11.03835,29.70803,7.74452,70.16012357,7.7422,7.31818,NA,NA,0.0024,-0.4976,5.10869,4.07109,1.4878,0.14128,350900,350000,26.67,119.52
Ningde,Fujian,2017,Total,179.387,NA,16964.44,16.3892,18.75659676,67.2741,76.99160939,29.40013,29.75067,37.1561,179.387,5.3,61964,16.964,4.53016,30502,70.673,11.03835,29.70803,7.74452,70.16012357,7.7422,7.31818,NA,NA,0.0024,-0.4976,5.10869,4.07109,1.4878,0.14128,350900,350000,26.67,119.52
Ningde,Fujian,2017,Primary Industry,30.191,NA,16964.44,16.3892,18.75659676,67.2741,76.99160939,29.40013,29.75067,37.1561,179.387,5.3,61964,16.964,4.53016,30502,70.673,11.03835,29.70803,7.74452,70.16012357,7.7422,7.31818,NA,NA,0.0024,-0.4976,5.10869,4.07109,1.4878,0.14128,350900,350000,26.67,119.52
Ningde,Fujian,2018,Primary Industry,29.5,NA,18936,17.9422,19.85455889,77.4843,85.74304277,34.85804,36.65668,40.271,194.28,8.1,66878,18.936,5.34748,32921,NA,12.04181,29.90193,9.16205,76.08532272,8.90295,12.86473,NA,NA,0.1484493,-0.8015507,2.2351,1.50703,6.71334,4.17525,350900,350000,26.67,119.52
Ningde,Fujian,2018,SI - Industry,NA,NA,18936,17.9422,19.85455889,77.4843,85.74304277,34.85804,36.65668,40.271,194.28,8.1,66878,18.936,5.34748,32921,NA,12.04181,29.90193,9.16205,76.08532272,8.90295,12.86473,NA,NA,0.1484493,-0.8015507,2.2351,1.50703,6.71334,4.17525,350900,350000,26.67,119.52
Ningde,Fujian,2018,Total,194.28,NA,18936,17.9422,19.85455889,77.4843,85.74304277,34.85804,36.65668,40.271,194.28,8.1,66878,18.936,5.34748,32921,NA,12.04181,29.90193,9.16205,76.08532272,8.90295,12.86473,NA,NA,0.1484493,-0.8015507,2.2351,1.50703,6.71334,4.17525,350900,350000,26.67,119.52
Ningde,Fujian,2018,Secondary Industry,96.895,NA,18936,17.9422,19.85455889,77.4843,85.74304277,34.85804,36.65668,40.271,194.28,8.1,66878,18.936,5.34748,32921,NA,12.04181,29.90193,9.16205,76.08532272,8.90295,12.86473,NA,NA,0.1484493,-0.8015507,2.2351,1.50703,6.71334,4.17525,350900,350000,26.67,119.52
Ningde,Fujian,2018,Tertiary Industry,67.885,NA,18936,17.9422,19.85455889,77.4843,85.74304277,34.85804,36.65668,40.271,194.28,8.1,66878,18.936,5.34748,32921,NA,12.04181,29.90193,9.16205,76.08532272,8.90295,12.86473,NA,NA,0.1484493,-0.8015507,2.2351,1.50703,6.71334,4.17525,350900,350000,26.67,119.52
Ningde,Fujian,2018,SI - Construction,NA,NA,18936,17.9422,19.85455889,77.4843,85.74304277,34.85804,36.65668,40.271,194.28,8.1,66878,18.936,5.34748,32921,NA,12.04181,29.90193,9.16205,76.08532272,8.90295,12.86473,NA,NA,0.1484493,-0.8015507,2.2351,1.50703,6.71334,4.17525,350900,350000,26.67,119.52
Ningde,Fujian,2019,SI - Industry,NA,NA,22610.11,17.4939,25.43395458,76.9952,111.9415329,42.88975,44.87207,37.3559,245.17,9.2,84251,22.61,6.18451,35887,NA,12.68005,33.94394,10.01588,78.98927843,14.73299,17.2499,NA,NA,0.1495721,-0.1019279,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2019,Primary Industry,31.333,NA,22610.11,17.4939,25.43395458,76.9952,111.9415329,42.88975,44.87207,37.3559,245.17,9.2,84251,22.61,6.18451,35887,NA,12.68005,33.94394,10.01588,78.98927843,14.73299,17.2499,NA,NA,0.1495721,-0.1019279,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2019,Tertiary Industry,88.236,NA,22610.11,17.4939,25.43395458,76.9952,111.9415329,42.88975,44.87207,37.3559,245.17,9.2,84251,22.61,6.18451,35887,NA,12.68005,33.94394,10.01588,78.98927843,14.73299,17.2499,NA,NA,0.1495721,-0.1019279,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2019,SI - Construction,NA,NA,22610.11,17.4939,25.43395458,76.9952,111.9415329,42.88975,44.87207,37.3559,245.17,9.2,84251,22.61,6.18451,35887,NA,12.68005,33.94394,10.01588,78.98927843,14.73299,17.2499,NA,NA,0.1495721,-0.1019279,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2019,Secondary Industry,125.601,NA,22610.11,17.4939,25.43395458,76.9952,111.9415329,42.88975,44.87207,37.3559,245.17,9.2,84251,22.61,6.18451,35887,NA,12.68005,33.94394,10.01588,78.98927843,14.73299,17.2499,NA,NA,0.1495721,-0.1019279,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2019,Total,245.17,NA,22610.11,17.4939,25.43395458,76.9952,111.9415329,42.88975,44.87207,37.3559,245.17,9.2,84251,22.61,6.18451,35887,NA,12.68005,33.94394,10.01588,78.98927843,14.73299,17.2499,NA,NA,0.1495721,-0.1019279,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2020,SI - Industry,108.91,NA,24722,20.257,31.34933019,89.23,138.0911159,53.053,61.214,38.5898,261.9,6,83541,24.722,7.35469,37121,NA,13.77924,35.70698,10.45784,75.89562269,15.15988,19.96597,NA,NA,NA,NA,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2020,Total,261.9,NA,24722,20.257,31.34933019,89.23,138.0911159,53.053,61.214,38.5898,261.9,6,83541,24.722,7.35469,37121,NA,13.77924,35.70698,10.45784,75.89562269,15.15988,19.96597,NA,NA,NA,NA,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2020,SI - Construction,23.216,NA,24722,20.257,31.34933019,89.23,138.0911159,53.053,61.214,38.5898,261.9,6,83541,24.722,7.35469,37121,NA,13.77924,35.70698,10.45784,75.89562269,15.15988,19.96597,NA,NA,NA,NA,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2020,Tertiary Industry,97.34,NA,24722,20.257,31.34933019,89.23,138.0911159,53.053,61.214,38.5898,261.9,6,83541,24.722,7.35469,37121,NA,13.77924,35.70698,10.45784,75.89562269,15.15988,19.96597,NA,NA,NA,NA,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2020,Secondary Industry,131.969,NA,24722,20.257,31.34933019,89.23,138.0911159,53.053,61.214,38.5898,261.9,6,83541,24.722,7.35469,37121,NA,13.77924,35.70698,10.45784,75.89562269,15.15988,19.96597,NA,NA,NA,NA,NA,NA,NA,NA,350900,350000,26.67,119.52
Ningde,Fujian,2020,Primary Industry,32.591,NA,24722,20.257,31.34933019,89.23,138.0911159,53.053,61.214,38.5898,261.9,6,83541,24.722,7.35469,37121,NA,13.77924,35.70698,10.45784,75.89562269,15.15988,19.96597,NA,NA,NA,NA,NA,NA,NA,NA,350900,350000,26.67,119.52
Nyingchi,Tibet,2016,Tertiary Industry,6.577,NA,NA,NA,NA,NA,NA,NA,NA,12.3833,11.577,10.1,NA,0.39738,NA,24452,NA,1.061,8.568,0.834,78.60508954,NA,NA,NA,NA,NA,NA,0.27994,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2016,Primary Industry,0.925,NA,NA,NA,NA,NA,NA,NA,NA,12.3833,11.577,10.1,NA,0.39738,NA,24452,NA,1.061,8.568,0.834,78.60508954,NA,NA,NA,NA,NA,NA,0.27994,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2016,Total,11.577,NA,NA,NA,NA,NA,NA,NA,NA,12.3833,11.577,10.1,NA,0.39738,NA,24452,NA,1.061,8.568,0.834,78.60508954,NA,NA,NA,NA,NA,NA,0.27994,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2016,Secondary Industry,4.075,NA,NA,NA,NA,NA,NA,NA,NA,12.3833,11.577,10.1,NA,0.39738,NA,24452,NA,1.061,8.568,0.834,78.60508954,NA,NA,NA,NA,NA,NA,0.27994,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2017,Tertiary Industry,7.265,NA,NA,4.52,4.515179117,40.04,40.03990688,0.602,NA,13.1022,13.3328044,10.064467,NA,0.5495,0.013,26946,NA,1.29647,9.89503,0.81479,62.8468071,0.20176,0.18123,NA,NA,NA,NA,0.327,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2017,Secondary Industry,5.002,NA,NA,4.52,4.515179117,40.04,40.03990688,0.602,NA,13.1022,13.3328044,10.064467,NA,0.5495,0.013,26946,NA,1.29647,9.89503,0.81479,62.8468071,0.20176,0.18123,NA,NA,NA,NA,0.327,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2017,Total,13.333,NA,NA,4.52,4.515179117,40.04,40.03990688,0.602,NA,13.1022,13.3328044,10.064467,NA,0.5495,0.013,26946,NA,1.29647,9.89503,0.81479,62.8468071,0.20176,0.18123,NA,NA,NA,NA,0.327,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2017,Primary Industry,1.066,NA,NA,4.52,4.515179117,40.04,40.03990688,0.602,NA,13.1022,13.3328044,10.064467,NA,0.5495,0.013,26946,NA,1.29647,9.89503,0.81479,62.8468071,0.20176,0.18123,NA,NA,NA,NA,0.327,NA,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2018,Primary Industry,1.101,NA,583.17,3.7873,3.787252971,35.03,35.02832828,0.596,0.615,11.5903,15.737,9.3,65053,0.58317,NA,29680,NA,1.38011,11.90747,0.91003,65.9389469,0.31669,0.62921,NA,NA,NA,NA,NA,NA,0.004,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2018,Total,15.737,NA,583.17,3.7873,3.787252971,35.03,35.02832828,0.596,0.615,11.5903,15.737,9.3,65053,0.58317,NA,29680,NA,1.38011,11.90747,0.91003,65.9389469,0.31669,0.62921,NA,NA,NA,NA,NA,NA,0.004,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2018,Tertiary Industry,9.065,NA,583.17,3.7873,3.787252971,35.03,35.02832828,0.596,0.615,11.5903,15.737,9.3,65053,0.58317,NA,29680,NA,1.38011,11.90747,0.91003,65.9389469,0.31669,0.62921,NA,NA,NA,NA,NA,NA,0.004,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2018,Secondary Industry,5.571,NA,583.17,3.7873,3.787252971,35.03,35.02832828,0.596,0.615,11.5903,15.737,9.3,65053,0.58317,NA,29680,NA,1.38011,11.90747,0.91003,65.9389469,0.31669,0.62921,NA,NA,NA,NA,NA,NA,0.004,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2019,Tertiary Industry,9.991,NA,394.8,4.7315,4.731521472,55.51,55.51367533,0.81594,0.895,8.0817,17.2447701,8.102419,73224,0.3948,0.001,33041,NA,0.99618,12.32636,0.63087,63.32891646,0.46887,0.31493,NA,NA,NA,NA,0.27994,0.21994,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2019,Total,17.245,NA,394.8,4.7315,4.731521472,55.51,55.51367533,0.81594,0.895,8.0817,17.2447701,8.102419,73224,0.3948,0.001,33041,NA,0.99618,12.32636,0.63087,63.32891646,0.46887,0.31493,NA,NA,NA,NA,0.27994,0.21994,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2019,Primary Industry,1.17,NA,394.8,4.7315,4.731521472,55.51,55.51367533,0.81594,0.895,8.0817,17.2447701,8.102419,73224,0.3948,0.001,33041,NA,0.99618,12.32636,0.63087,63.32891646,0.46887,0.31493,NA,NA,NA,NA,0.27994,0.21994,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2019,Secondary Industry,6.084,NA,394.8,4.7315,4.731521472,55.51,55.51367533,0.81594,0.895,8.0817,17.2447701,8.102419,73224,0.3948,0.001,33041,NA,0.99618,12.32636,0.63087,63.32891646,0.46887,0.31493,NA,NA,NA,NA,0.27994,0.21994,NA,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2020,Secondary Industry,7.405,NA,NA,8.299,8.299048814,89.1,89.09798905,1.58794,1.667,10.6104,19.134,7.880722,NA,NA,NA,36480,NA,1.42958,13.47341,0.73896,51.69070636,0.34945,1.4774,NA,NA,NA,NA,0.76,NA,0.012,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2020,Tertiary Industry,10.5,NA,NA,8.299,8.299048814,89.1,89.09798905,1.58794,1.667,10.6104,19.134,7.880722,NA,NA,NA,36480,NA,1.42958,13.47341,0.73896,51.69070636,0.34945,1.4774,NA,NA,NA,NA,0.76,NA,0.012,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2020,Primary Industry,1.229,NA,NA,8.299,8.299048814,89.1,89.09798905,1.58794,1.667,10.6104,19.134,7.880722,NA,NA,NA,36480,NA,1.42958,13.47341,0.73896,51.69070636,0.34945,1.4774,NA,NA,NA,NA,0.76,NA,0.012,NA,540400,540000,29.68,94.37
Nyingchi,Tibet,2020,Total,19.134,NA,NA,8.299,8.299048814,89.1,89.09798905,1.58794,1.667,10.6104,19.134,7.880722,NA,NA,NA,36480,NA,1.42958,13.47341,0.73896,51.69070636,0.34945,1.4774,NA,NA,NA,NA,0.76,NA,0.012,NA,540400,540000,29.68,94.37
Panjin,Liaoning,2016,Primary Industry,12.131,3481.258,8732.81,61.3115,111.7345124,437.31,796.9607756,62.08,64.279,54.8727,101.25344,-4.1,70486,8.73281,2.1519926,34322.09807,NA,10.04831,18.31204,8.22419,81.84649956,3.29535,3.51666,NA,NA,NA,NA,26.03,0.51,2.5,0,211100,210000,41.12,122.07
Panjin,Liaoning,2016,Tertiary Industry,44.197,3481.258,8732.81,61.3115,111.7345124,437.31,796.9607756,62.08,64.279,54.8727,101.25344,-4.1,70486,8.73281,2.1519926,34322.09807,NA,10.04831,18.31204,8.22419,81.84649956,3.29535,3.51666,NA,NA,NA,NA,26.03,0.51,2.5,0,211100,210000,41.12,122.07
Panjin,Liaoning,2016,Total,101.253,3481.258,8732.81,61.3115,111.7345124,437.31,796.9607756,62.08,64.279,54.8727,101.25344,-4.1,70486,8.73281,2.1519926,34322.09807,NA,10.04831,18.31204,8.22419,81.84649956,3.29535,3.51666,NA,NA,NA,NA,26.03,0.51,2.5,0,211100,210000,41.12,122.07
Panjin,Liaoning,2016,Secondary Industry,44.925,3481.258,8732.81,61.3115,111.7345124,437.31,796.9607756,62.08,64.279,54.8727,101.25344,-4.1,70486,8.73281,2.1519926,34322.09807,NA,10.04831,18.31204,8.22419,81.84649956,3.29535,3.51666,NA,NA,NA,NA,26.03,0.51,2.5,0,211100,210000,41.12,122.07
Panjin,Liaoning,2017,Primary Industry,8.87,3610.508,8136.29,56.6418,96.27008212,309.57,526.1376877,61.581,64.279,64.3844,108.72,5.9,75682,8.13629,1.6061155,36484.39025,NA,11.88642,18.46166,10.03214,84.40001279,4.65448,4.42734,NA,NA,NA,NA,9.5034,0,2.6105,0,211100,210000,41.12,122.07
Panjin,Liaoning,2017,Tertiary Industry,47.089,3610.508,8136.29,56.6418,96.27008212,309.57,526.1376877,61.581,64.279,64.3844,108.72,5.9,75682,8.13629,1.6061155,36484.39025,NA,11.88642,18.46166,10.03214,84.40001279,4.65448,4.42734,NA,NA,NA,NA,9.5034,0,2.6105,0,211100,210000,41.12,122.07
Panjin,Liaoning,2017,Total,108.72,3610.508,8136.29,56.6418,96.27008212,309.57,526.1376877,61.581,64.279,64.3844,108.72,5.9,75682,8.13629,1.6061155,36484.39025,NA,11.88642,18.46166,10.03214,84.40001279,4.65448,4.42734,NA,NA,NA,NA,9.5034,0,2.6105,0,211100,210000,41.12,122.07
Panjin,Liaoning,2017,Secondary Industry,52.76,3610.508,8136.29,56.6418,96.27008212,309.57,526.1376877,61.581,64.279,64.3844,108.72,5.9,75682,8.13629,1.6061155,36484.39025,NA,11.88642,18.46166,10.03214,84.40001279,4.65448,4.42734,NA,NA,NA,NA,9.5034,0,2.6105,0,211100,210000,41.12,122.07
Panjin,Liaoning,2018,Total,121.66,3837.219,6841.93,51.6755,74.64374324,396.21,572.3104877,62.86724,65.91044,66.0279,121.6578,5.9,84602,6.84193,2.55699,39111.266,NA,13.56942,20.55103,10.8979,80.312202,2.12125,2.59156,NA,NA,NA,NA,9.97816,0.6,0.87526,0.764,211100,210000,41.12,122.07
Panjin,Liaoning,2018,Primary Industry,9.68,3837.219,6841.93,51.6755,74.64374324,396.21,572.3104877,62.86724,65.91044,66.0279,121.6578,5.9,84602,6.84193,2.55699,39111.266,NA,13.56942,20.55103,10.8979,80.312202,2.12125,2.59156,NA,NA,NA,NA,9.97816,0.6,0.87526,0.764,211100,210000,41.12,122.07
Panjin,Liaoning,2018,Tertiary Industry,50.36,3837.219,6841.93,51.6755,74.64374324,396.21,572.3104877,62.86724,65.91044,66.0279,121.6578,5.9,84602,6.84193,2.55699,39111.266,NA,13.56942,20.55103,10.8979,80.312202,2.12125,2.59156,NA,NA,NA,NA,9.97816,0.6,0.87526,0.764,211100,210000,41.12,122.07
Panjin,Liaoning,2018,Secondary Industry,61.66,3837.219,6841.93,51.6755,74.64374324,396.21,572.3104877,62.86724,65.91044,66.0279,121.6578,5.9,84602,6.84193,2.55699,39111.266,NA,13.56942,20.55103,10.8979,80.312202,2.12125,2.59156,NA,NA,NA,NA,9.97816,0.6,0.87526,0.764,211100,210000,41.12,122.07
Panjin,Liaoning,2019,Secondary Industry,68.687,3987.546,7239.84,51.2317,62.95303031,287.36,353.1072368,65.62296,68.72117,63.5263,128.09065,9,88983,7.23984,3.09383,41575,NA,14.79627,23.29156,11.59508,78.3648852,8.01599,6.84632,NA,NA,NA,NA,8.80162,0.59998,2.33323,0.4,211100,210000,41.12,122.07
Panjin,Liaoning,2019,Primary Industry,10.104,3987.546,7239.84,51.2317,62.95303031,287.36,353.1072368,65.62296,68.72117,63.5263,128.09065,9,88983,7.23984,3.09383,41575,NA,14.79627,23.29156,11.59508,78.3648852,8.01599,6.84632,NA,NA,NA,NA,8.80162,0.59998,2.33323,0.4,211100,210000,41.12,122.07
Panjin,Liaoning,2019,Tertiary Industry,49.301,3987.546,7239.84,51.2317,62.95303031,287.36,353.1072368,65.62296,68.72117,63.5263,128.09065,9,88983,7.23984,3.09383,41575,NA,14.79627,23.29156,11.59508,78.3648852,8.01599,6.84632,NA,NA,NA,NA,8.80162,0.59998,2.33323,0.4,211100,210000,41.12,122.07
Panjin,Liaoning,2019,Total,128.09,3987.546,7239.84,51.2317,62.95303031,287.36,353.1072368,65.62296,68.72117,63.5263,128.09065,9,88983,7.23984,3.09383,41575,NA,14.79627,23.29156,11.59508,78.3648852,8.01599,6.84632,NA,NA,NA,NA,8.80162,0.59998,2.33323,0.4,211100,210000,41.12,122.07
Panjin,Liaoning,2020,Total,130.356,4533.493,7405.13,52.0986,59.57663997,277.31,317.1156977,67.91568,78.667,64.8644,130.36,3.1,93802,7.40513,2.95439,42787.92403,NA,15.83723,24.41591,11.74083,74.13436567,6.37743,7.94128,NA,NA,NA,NA,7.6598,0.49996,2.66152,1.94599,211100,210000,41.12,122.07
Panjin,Liaoning,2020,Tertiary Industry,48.4,4533.493,7405.13,52.0986,59.57663997,277.31,317.1156977,67.91568,78.667,64.8644,130.36,3.1,93802,7.40513,2.95439,42787.92403,NA,15.83723,24.41591,11.74083,74.13436567,6.37743,7.94128,NA,NA,NA,NA,7.6598,0.49996,2.66152,1.94599,211100,210000,41.12,122.07
Panjin,Liaoning,2020,Secondary Industry,71.56,4533.493,7405.13,52.0986,59.57663997,277.31,317.1156977,67.91568,78.667,64.8644,130.36,3.1,93802,7.40513,2.95439,42787.92403,NA,15.83723,24.41591,11.74083,74.13436567,6.37743,7.94128,NA,NA,NA,NA,7.6598,0.49996,2.66152,1.94599,211100,210000,41.12,122.07
Panjin,Liaoning,2020,Primary Industry,10.39,4533.493,7405.13,52.0986,59.57663997,277.31,317.1156977,67.91568,78.667,64.8644,130.36,3.1,93802,7.40513,2.95439,42787.92403,NA,15.83723,24.41591,11.74083,74.13436567,6.37743,7.94128,NA,NA,NA,NA,7.6598,0.49996,2.66152,1.94599,211100,210000,41.12,122.07
Panzhihua,Sichuan,2016,Tertiary Industry,21.279,3950.642,5503,16.3776,18.29397653,263.94,294.8226002,16.618,17.293,46.5101,101.468,8,82221,5.50348,0.20993,32860,68.54,5.67573,12.20322,3.41112,60.10011047,0.61164,1.28638,NA,NA,NA,NA,4.44123,0.45923,1.293,0.522,510400,510000,26.58,101.72
Panzhihua,Sichuan,2016,Total,76.293,3950.642,5503,16.3776,18.29397653,263.94,294.8226002,16.618,17.293,46.5101,101.468,8,82221,5.50348,0.20993,32860,68.54,5.67573,12.20322,3.41112,60.10011047,0.61164,1.28638,NA,NA,NA,NA,4.44123,0.45923,1.293,0.522,510400,510000,26.58,101.72
Panzhihua,Sichuan,2016,Secondary Industry,48.291,3950.642,5503,16.3776,18.29397653,263.94,294.8226002,16.618,17.293,46.5101,101.468,8,82221,5.50348,0.20993,32860,68.54,5.67573,12.20322,3.41112,60.10011047,0.61164,1.28638,NA,NA,NA,NA,4.44123,0.45923,1.293,0.522,510400,510000,26.58,101.72
Panzhihua,Sichuan,2016,Primary Industry,6.723,3950.642,5503,16.3776,18.29397653,263.94,294.8226002,16.618,17.293,46.5101,101.468,8,82221,5.50348,0.20993,32860,68.54,5.67573,12.20322,3.41112,60.10011047,0.61164,1.28638,NA,NA,NA,NA,4.44123,0.45923,1.293,0.522,510400,510000,26.58,101.72
Panzhihua,Sichuan,2017,Primary Industry,7.867,4334.159,5996.06,15.9187,18.17999634,252.45,288.3132043,18.215,18.676,44.2171,114.425,7.4,92584,5.99606,0.38706,35620.4568,70.611,6.0593,13.70352,3.73314,61.61008697,1.14563,2.0469,NA,NA,NA,NA,4.98815,0.44315,1.85453,0.94053,510400,510000,26.58,101.72
Panzhihua,Sichuan,2017,Total,84.225,4334.159,5996.06,15.9187,18.17999634,252.45,288.3132043,18.215,18.676,44.2171,114.425,7.4,92584,5.99606,0.38706,35620.4568,70.611,6.0593,13.70352,3.73314,61.61008697,1.14563,2.0469,NA,NA,NA,NA,4.98815,0.44315,1.85453,0.94053,510400,510000,26.58,101.72
Panzhihua,Sichuan,2017,Tertiary Industry,25.723,4334.159,5996.06,15.9187,18.17999634,252.45,288.3132043,18.215,18.676,44.2171,114.425,7.4,92584,5.99606,0.38706,35620.4568,70.611,6.0593,13.70352,3.73314,61.61008697,1.14563,2.0469,NA,NA,NA,NA,4.98815,0.44315,1.85453,0.94053,510400,510000,26.58,101.72
Panzhihua,Sichuan,2017,Secondary Industry,50.635,4334.159,5996.06,15.9187,18.17999634,252.45,288.3132043,18.215,18.676,44.2171,114.425,7.4,92584,5.99606,0.38706,35620.4568,70.611,6.0593,13.70352,3.73314,61.61008697,1.14563,2.0469,NA,NA,NA,NA,4.98815,0.44315,1.85453,0.94053,510400,510000,26.58,101.72
Panzhihua,Sichuan,2018,Total,94.145,5363.054,9850.05,16.1412,27.1363476,178.64,300.3218388,18.942,19.856,44.5867,117.352,7.5,94938,9.85,0.46691,38510,69.163,6.15026,13.79392,4.33544,70.4919792,4.44245,4.74415,NA,NA,NA,NA,1.78036,0.15518,0.946,0.79564,510400,510000,26.58,101.72
Panzhihua,Sichuan,2018,Tertiary Industry,33.246,5363.054,9850.05,16.1412,27.1363476,178.64,300.3218388,18.942,19.856,44.5867,117.352,7.5,94938,9.85,0.46691,38510,69.163,6.15026,13.79392,4.33544,70.4919792,4.44245,4.74415,NA,NA,NA,NA,1.78036,0.15518,0.946,0.79564,510400,510000,26.58,101.72
Panzhihua,Sichuan,2018,Primary Industry,8.603,5363.054,9850.05,16.1412,27.1363476,178.64,300.3218388,18.942,19.856,44.5867,117.352,7.5,94938,9.85,0.46691,38510,69.163,6.15026,13.79392,4.33544,70.4919792,4.44245,4.74415,NA,NA,NA,NA,1.78036,0.15518,0.946,0.79564,510400,510000,26.58,101.72
Panzhihua,Sichuan,2018,Secondary Industry,52.296,5363.054,9850.05,16.1412,27.1363476,178.64,300.3218388,18.942,19.856,44.5867,117.352,7.5,94938,9.85,0.46691,38510,69.163,6.15026,13.79392,4.33544,70.4919792,4.44245,4.74415,NA,NA,NA,NA,1.78036,0.15518,0.946,0.79564,510400,510000,26.58,101.72
Panzhihua,Sichuan,2019,Total,100.202,6989.705,10283.81,20.0964,32.58647737,190.9,309.5478775,20.3,21.7,45.8498,101.013,6.3,82460,10.28381,0.46,41864,47.481,6.29645,13.73279,4.59555,72.98636533,4.31621,5.42271,NA,NA,NA,NA,1.52336,-0.049,1.81188,1.42478,510400,510000,26.58,101.72
Panzhihua,Sichuan,2019,Primary Industry,9.168,6989.705,10283.81,20.0964,32.58647737,190.9,309.5478775,20.3,21.7,45.8498,101.013,6.3,82460,10.28381,0.46,41864,47.481,6.29645,13.73279,4.59555,72.98636533,4.31621,5.42271,NA,NA,NA,NA,1.52336,-0.049,1.81188,1.42478,510400,510000,26.58,101.72
Panzhihua,Sichuan,2019,Secondary Industry,55.074,6989.705,10283.81,20.0964,32.58647737,190.9,309.5478775,20.3,21.7,45.8498,101.013,6.3,82460,10.28381,0.46,41864,47.481,6.29645,13.73279,4.59555,72.98636533,4.31621,5.42271,NA,NA,NA,NA,1.52336,-0.049,1.81188,1.42478,510400,510000,26.58,101.72
Panzhihua,Sichuan,2019,Tertiary Industry,36.771,6989.705,10283.81,20.0964,32.58647737,190.9,309.5478775,20.3,21.7,45.8498,101.013,6.3,82460,10.28381,0.46,41864,47.481,6.29645,13.73279,4.59555,72.98636533,4.31621,5.42271,NA,NA,NA,NA,1.52336,-0.049,1.81188,1.42478,510400,510000,26.58,101.72
