Region,Province,year,GDP: Industry,GDP,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Latitude,Longitude
Suqian,Jiangsu,2017,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",29.992,NA,24300.3,18.2989,52.94032021,151.19,437.4112146,47.77743,49.5,47.2932,261.094,7.5,53317,24.3003,2.94844,26118,90.302,20.05789,42.41181,15.45771,77.06548396,10.11211,17.1934,NA,NA,1.979946667,1.094446667,2.327,1.355,6.875,6.5,321300,320000,33.97,118.28
Suqian,Jiangsu,2018,SI - Construction,21.793,NA,25304,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,321300,320000,33.97,118.28
Suqian,Jiangsu,2018,Total,286.487,NA,25304,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,321300,320000,33.97,118.28
Suqian,Jiangsu,2018,SI - Industry,102.804,NA,25304,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,321300,320000,33.97,118.28
Suqian,Jiangsu,2018,Secondary Industry,124.533,NA,25304,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,321300,320000,33.97,118.28
Suqian,Jiangsu,2018,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",31.084,NA,25304,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,321300,320000,33.97,118.28
Suqian,Jiangsu,2018,Primary Industry,31.088,NA,25304,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,321300,320000,33.97,118.28
Suqian,Jiangsu,2018,Tertiary Industry,130.866,NA,25304,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,321300,320000,33.97,118.28
Suqian,Jiangsu,2019,Primary Industry,32.459,NA,32581.1,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,321300,320000,33.97,118.28
Suqian,Jiangsu,2019,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",33.684,NA,32581.1,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,321300,320000,33.97,118.28
Suqian,Jiangsu,2019,Total,308.423,NA,32581.1,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,321300,320000,33.97,118.28
Suqian,Jiangsu,2019,SI - Industry,108.432,NA,32581.1,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,321300,320000,33.97,118.28
Suqian,Jiangsu,2019,Tertiary Industry,144.279,NA,32581.1,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,321300,320000,33.97,118.28
Suqian,Jiangsu,2019,SI - Construction,23.297,NA,32581.1,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,321300,320000,33.97,118.28
Suqian,Jiangsu,2019,Secondary Industry,131.685,NA,32581.1,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,321300,320000,33.97,118.28
Suqian,Jiangsu,2020,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",35.52,NA,36770.03,24.3435,68.63876495,146.97,414.4020726,79.4174236,86.861,37.5219,326.2372606,4.504927,65502.91347,36.77003,4.7828,32015,NA,22.11699,58.9442,18.91956,85.5431051,30.28599,36.80264,NA,NA,4.3039919,2.4689358,3.976,0.50274,13.71,12.25104,321300,320000,33.97,118.28
Suqian,Jiangsu,2020,Tertiary Industry,156.163,NA,36770.03,24.3435,68.63876495,146.97,414.4020726,79.4174236,86.861,37.5219,326.2372606,4.504927,65502.91347,36.77003,4.7828,32015,NA,22.11699,58.9442,18.91956,85.5431051,30.28599,36.80264,NA,NA,4.3039919,2.4689358,3.976,0.50274,13.71,12.25104,321300,320000,33.97,118.28
Suqian,Jiangsu,2020,Total,327.037,NA,36770.03,24.3435,68.63876495,146.97,414.4020726,79.4174236,86.861,37.5219,326.2372606,4.504927,65502.91347,36.77003,4.7828,32015,NA,22.11699,58.9442,18.91956,85.5431051,30.28599,36.80264,NA,NA,4.3039919,2.4689358,3.976,0.50274,13.71,12.25104,321300,320000,33.97,118.28
Suqian,Jiangsu,2020,Primary Industry,34.14,NA,36770.03,24.3435,68.63876495,146.97,414.4020726,79.4174236,86.861,37.5219,326.2372606,4.504927,65502.91347,36.77003,4.7828,32015,NA,22.11699,58.9442,18.91956,85.5431051,30.28599,36.80264,NA,NA,4.3039919,2.4689358,3.976,0.50274,13.71,12.25104,321300,320000,33.97,118.28
Suqian,Jiangsu,2020,SI - Industry,112.425,NA,36770.03,24.3435,68.63876495,146.97,414.4020726,79.4174236,86.861,37.5219,326.2372606,4.504927,65502.91347,36.77003,4.7828,32015,NA,22.11699,58.9442,18.91956,85.5431051,30.28599,36.80264,NA,NA,4.3039919,2.4689358,3.976,0.50274,13.71,12.25104,321300,320000,33.97,118.28
Suqian,Jiangsu,2020,SI - Construction,24.355,NA,36770.03,24.3435,68.63876495,146.97,414.4020726,79.4174236,86.861,37.5219,326.2372606,4.504927,65502.91347,36.77003,4.7828,32015,NA,22.11699,58.9442,18.91956,85.5431051,30.28599,36.80264,NA,NA,4.3039919,2.4689358,3.976,0.50274,13.71,12.25104,321300,320000,33.97,118.28
Suqian,Jiangsu,2020,Secondary Industry,136.735,NA,36770.03,24.3435,68.63876495,146.97,414.4020726,79.4174236,86.861,37.5219,326.2372606,4.504927,65502.91347,36.77003,4.7828,32015,NA,22.11699,58.9442,18.91956,85.5431051,30.28599,36.80264,NA,NA,4.3039919,2.4689358,3.976,0.50274,13.71,12.25104,321300,320000,33.97,118.28
Suzhou,Anhui,2016,Primary Industry,26.018,3780.99,23578.12,22.4335,35.49589688,158.63,251.0283198,30.326,33.841,30.7065,135.182,9.1,24270,23.57812,0.46971,25533,NA,9.562,31.14,5.938,62.09997908,9.553,10.624,NA,NA,2.257724794,NA,5.297,1.694,4.079,0.787,341300,340000,33.63,116.98
Suzhou,Anhui,2016,SI - Construction,7.405,3780.99,23578.12,22.4335,35.49589688,158.63,251.0283198,30.326,33.841,30.7065,135.182,9.1,24270,23.57812,0.46971,25533,NA,9.562,31.14,5.938,62.09997908,9.553,10.624,NA,NA,2.257724794,NA,5.297,1.694,4.079,0.787,341300,340000,33.63,116.98
Suzhou,Anhui,2016,SI - Industry,43.878,3780.99,23578.12,22.4335,35.49589688,158.63,251.0283198,30.326,33.841,30.7065,135.182,9.1,24270,23.57812,0.46971,25533,NA,9.562,31.14,5.938,62.09997908,9.553,10.624,NA,NA,2.257724794,NA,5.297,1.694,4.079,0.787,341300,340000,33.63,116.98
Suzhou,Anhui,2016,Total,135.182,3780.99,23578.12,22.4335,35.49589688,158.63,251.0283198,30.326,33.841,30.7065,135.182,9.1,24270,23.57812,0.46971,25533,NA,9.562,31.14,5.938,62.09997908,9.553,10.624,NA,NA,2.257724794,NA,5.297,1.694,4.079,0.787,341300,340000,33.63,116.98
Suzhou,Anhui,2016,Secondary Industry,51.283,3780.99,23578.12,22.4335,35.49589688,158.63,251.0283198,30.326,33.841,30.7065,135.182,9.1,24270,23.57812,0.46971,25533,NA,9.562,31.14,5.938,62.09997908,9.553,10.624,NA,NA,2.257724794,NA,5.297,1.694,4.079,0.787,341300,340000,33.63,116.98
Suzhou,Anhui,2016,Tertiary Industry,57.88,3780.99,23578.12,22.4335,35.49589688,158.63,251.0283198,30.326,33.841,30.7065,135.182,9.1,24270,23.57812,0.46971,25533,NA,9.562,31.14,5.938,62.09997908,9.553,10.624,NA,NA,2.257724794,NA,5.297,1.694,4.079,0.787,341300,340000,33.63,116.98
Suzhou,Anhui,2017,Primary Industry,25.845,4230.923,25735.83,23.7732,46.41374904,182.62,347.4853122,34.86226,38.99765,28.9443,146.645,9.1,26056,25.73583,0.57859,27703,NA,10.01243,34.59208,6.43453,64.26541809,9.575,11.937,NA,NA,0.15,0.13,2.79182,0.87589,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2017,Secondary Industry,53.829,4230.923,25735.83,23.7732,46.41374904,182.62,347.4853122,34.86226,38.99765,28.9443,146.645,9.1,26056,25.73583,0.57859,27703,NA,10.01243,34.59208,6.43453,64.26541809,9.575,11.937,NA,NA,0.15,0.13,2.79182,0.87589,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2017,SI - Construction,8.592,4230.923,25735.83,23.7732,46.41374904,182.62,347.4853122,34.86226,38.99765,28.9443,146.645,9.1,26056,25.73583,0.57859,27703,NA,10.01243,34.59208,6.43453,64.26541809,9.575,11.937,NA,NA,0.15,0.13,2.79182,0.87589,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2017,Tertiary Industry,66.971,4230.923,25735.83,23.7732,46.41374904,182.62,347.4853122,34.86226,38.99765,28.9443,146.645,9.1,26056,25.73583,0.57859,27703,NA,10.01243,34.59208,6.43453,64.26541809,9.575,11.937,NA,NA,0.15,0.13,2.79182,0.87589,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2017,Total,146.645,4230.923,25735.83,23.7732,46.41374904,182.62,347.4853122,34.86226,38.99765,28.9443,146.645,9.1,26056,25.73583,0.57859,27703,NA,10.01243,34.59208,6.43453,64.26541809,9.575,11.937,NA,NA,0.15,0.13,2.79182,0.87589,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2017,SI - Industry,45.237,4230.923,25735.83,23.7732,46.41374904,182.62,347.4853122,34.86226,38.99765,28.9443,146.645,9.1,26056,25.73583,0.57859,27703,NA,10.01243,34.59208,6.43453,64.26541809,9.575,11.937,NA,NA,0.15,0.13,2.79182,0.87589,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2018,SI - Construction,16.619,4790.457,29724.8,23.4171,53.33216124,132.2,299.9132991,38.17509674,43.44811,28.13,163.022,8.5,28757,29.7248,0.7424,30100,NA,11.156,39.65875,7.13783,63.981982790000004,17.7212,18.72663,NA,NA,NA,NA,3.70923,0.40951,6.56173,4.05621,341300,340000,33.63,116.98
Suzhou,Anhui,2018,Primary Industry,25.362,4790.457,29724.8,23.4171,53.33216124,132.2,299.9132991,38.17509674,43.44811,28.13,163.022,8.5,28757,29.7248,0.7424,30100,NA,11.156,39.65875,7.13783,63.981982790000004,17.7212,18.72663,NA,NA,NA,NA,3.70923,0.40951,6.56173,4.05621,341300,340000,33.63,116.98
Suzhou,Anhui,2018,Total,175.782,4790.457,29724.8,23.4171,53.33216124,132.2,299.9132991,38.17509674,43.44811,28.13,163.022,8.5,28757,29.7248,0.7424,30100,NA,11.156,39.65875,7.13783,63.981982790000004,17.7212,18.72663,NA,NA,NA,NA,3.70923,0.40951,6.56173,4.05621,341300,340000,33.63,116.98
Suzhou,Anhui,2018,SI - Industry,45.967,4790.457,29724.8,23.4171,53.33216124,132.2,299.9132991,38.17509674,43.44811,28.13,163.022,8.5,28757,29.7248,0.7424,30100,NA,11.156,39.65875,7.13783,63.981982790000004,17.7212,18.72663,NA,NA,NA,NA,3.70923,0.40951,6.56173,4.05621,341300,340000,33.63,116.98
Suzhou,Anhui,2018,Secondary Industry,62.566,4790.457,29724.8,23.4171,53.33216124,132.2,299.9132991,38.17509674,43.44811,28.13,163.022,8.5,28757,29.7248,0.7424,30100,NA,11.156,39.65875,7.13783,63.981982790000004,17.7212,18.72663,NA,NA,NA,NA,3.70923,0.40951,6.56173,4.05621,341300,340000,33.63,116.98
Suzhou,Anhui,2018,Tertiary Industry,87.854,4790.457,29724.8,23.4171,53.33216124,132.2,299.9132991,38.17509674,43.44811,28.13,163.022,8.5,28757,29.7248,0.7424,30100,NA,11.156,39.65875,7.13783,63.981982790000004,17.7212,18.72663,NA,NA,NA,NA,3.70923,0.40951,6.56173,4.05621,341300,340000,33.63,116.98
Suzhou,Anhui,2019,SI - Construction,NA,5044.097,34958.11,23.4298,53.36201878,132.16,301.015151,46.36164883,51.72351,28.9357,197.875,8.7,34773,34.95811,0.90942,32643,NA,13.017,44.986,NA,NA,21.955,27.629,NA,NA,0.253356305,NA,NA,NA,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2019,Primary Industry,28.751,5044.097,34958.11,23.4298,53.36201878,132.16,301.015151,46.36164883,51.72351,28.9357,197.875,8.7,34773,34.95811,0.90942,32643,NA,13.017,44.986,NA,NA,21.955,27.629,NA,NA,0.253356305,NA,NA,NA,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2019,Total,197.875,5044.097,34958.11,23.4298,53.36201878,132.16,301.015151,46.36164883,51.72351,28.9357,197.875,8.7,34773,34.95811,0.90942,32643,NA,13.017,44.986,NA,NA,21.955,27.629,NA,NA,0.253356305,NA,NA,NA,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2019,Tertiary Industry,98.09,5044.097,34958.11,23.4298,53.36201878,132.16,301.015151,46.36164883,51.72351,28.9357,197.875,8.7,34773,34.95811,0.90942,32643,NA,13.017,44.986,NA,NA,21.955,27.629,NA,NA,0.253356305,NA,NA,NA,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2019,SI - Industry,NA,5044.097,34958.11,23.4298,53.36201878,132.16,301.015151,46.36164883,51.72351,28.9357,197.875,8.7,34773,34.95811,0.90942,32643,NA,13.017,44.986,NA,NA,21.955,27.629,NA,NA,0.253356305,NA,NA,NA,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2019,Secondary Industry,71.034,5044.097,34958.11,23.4298,53.36201878,132.16,301.015151,46.36164883,51.72351,28.9357,197.875,8.7,34773,34.95811,0.90942,32643,NA,13.017,44.986,NA,NA,21.955,27.629,NA,NA,0.253356305,NA,NA,NA,NA,NA,341300,340000,33.63,116.98
Suzhou,Anhui,2020,SI - Construction,20.225,5554.624,45337.56,27.6413,62.55714017,169.79,384.2626639,56.5262,61.39853,27.4053,204.499,3.9,38368,45.33756,1.342,34373.2,NA,13.319,48.6,16.103,120.9024702,19.846,26.675,NA,NA,2.642361508,2.077361508,4.477,1.415,8.748,8.716,341300,340000,33.63,116.98
Suzhou,Anhui,2020,Total,204.499,5554.624,45337.56,27.6413,62.55714017,169.79,384.2626639,56.5262,61.39853,27.4053,204.499,3.9,38368,45.33756,1.342,34373.2,NA,13.319,48.6,16.103,120.9024702,19.846,26.675,NA,NA,2.642361508,2.077361508,4.477,1.415,8.748,8.716,341300,340000,33.63,116.98
Suzhou,Anhui,2020,Tertiary Industry,101.496,5554.624,45337.56,27.6413,62.55714017,169.79,384.2626639,56.5262,61.39853,27.4053,204.499,3.9,38368,45.33756,1.342,34373.2,NA,13.319,48.6,16.103,120.9024702,19.846,26.675,NA,NA,2.642361508,2.077361508,4.477,1.415,8.748,8.716,341300,340000,33.63,116.98
Suzhou,Anhui,2020,SI - Industry,51.758,5554.624,45337.56,27.6413,62.55714017,169.79,384.2626639,56.5262,61.39853,27.4053,204.499,3.9,38368,45.33756,1.342,34373.2,NA,13.319,48.6,16.103,120.9024702,19.846,26.675,NA,NA,2.642361508,2.077361508,4.477,1.415,8.748,8.716,341300,340000,33.63,116.98
Suzhou,Anhui,2020,Secondary Industry,71.961,5554.624,45337.56,27.6413,62.55714017,169.79,384.2626639,56.5262,61.39853,27.4053,204.499,3.9,38368,45.33756,1.342,34373.2,NA,13.319,48.6,16.103,120.9024702,19.846,26.675,NA,NA,2.642361508,2.077361508,4.477,1.415,8.748,8.716,341300,340000,33.63,116.98
Suzhou,Anhui,2020,Primary Industry,31.042,5554.624,45337.56,27.6413,62.55714017,169.79,384.2626639,56.5262,61.39853,27.4053,204.499,3.9,38368,45.33756,1.342,34373.2,NA,13.319,48.6,16.103,120.9024702,19.846,26.675,NA,NA,2.642361508,2.077361508,4.477,1.415,8.748,8.716,341300,340000,33.63,116.98
Suzhou,Jiangsu,2016,Total,1544.526,13595.77,216324.4,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2016,SI - Industry,681.892,13595.77,216324.4,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2016,SI - Construction,56.978,13595.77,216324.4,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2016,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",24.702,13595.77,216324.4,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2016,Primary Industry,22.181,13595.77,216324.4,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2016,Tertiary Industry,778.884,13595.77,216324.4,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2016,Secondary Industry,743.461,13595.77,216324.4,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2017,Tertiary Industry,855.766,15414.646,230582.38,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2017,Secondary Industry,821.783,15414.646,230582.38,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2017,SI - Industry,753.595,15414.646,230582.38,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2017,Total,1699.747,15414.646,230582.38,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2017,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",24.755,15414.646,230582.38,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2017,SI - Construction,63.095,15414.646,230582.38,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2017,Primary Industry,22.198,15414.646,230582.38,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2018,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",24.001,16211.973,255791,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2018,Total,1826.348,16211.973,255791,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2018,SI - Industry,816.759,16211.973,255791,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2018,SI - Construction,69.456,16211.973,255791,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2018,Secondary Industry,891.833,16211.973,255791,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2018,Tertiary Industry,913.09,16211.973,255791,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2018,Primary Industry,21.425,16211.973,255791,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2019,Total,1926.48,17604.576,268646.79,7.2293,57.84609994,33.83,270.6596246,139.062,172.889,103.7525,1923.58,5.552866,179174.35,268.64679,319.08646,68600,NA,222.18094,214.14508,199.10383,89.61337098,186.40934,175.05019,NA,NA,4.2239385,-2.1450713,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2019,Primary Industry,19.67,17604.576,268646.79,7.2293,57.84609994,33.83,270.6596246,139.062,172.889,103.7525,1923.58,5.552866,179174.35,268.64679,319.08646,68600,NA,222.18094,214.14508,199.10383,89.61337098,186.40934,175.05019,NA,NA,4.2239385,-2.1450713,NA,NA,NA,NA,320500,320000,31.3,120.58
Suzhou,Jiangsu,2019,SI - Construction,82.204,17604.576,268646.79,7.2293,57.84609994,33.83,270.6596246,139.062,172.889,103.7525,1923.58,5.552866,179174.35,268.64679,319.08646,68600,NA,222.18094,214.14508,199.10383,89.61337098,186.40934,175.05019,NA,NA,4.2239385,-2.1450713,NA,NA,NA,NA,320500,320000,31.3,120.58
