Region,Province,year,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price
Xiangtan,Hunan,2019,23.2118,89.27553659796389,247.56,952.131214020865,52.40367,52.40367,36.4883,225.7625786,7.6,78575.30927,26.81991,3.47056,39890,NA,11.55171,31.65869,7.549720000000001,65.35586506240202,9.35566,9.75571,NA,NA,0.5215,-8.588866,NA,NA,NA,NA,430300,430000,5510.56,26819.91
Xiangtan,Hunan,2020,24.9475,83.65147671299563,222.95,747.5690175462513,58.45449,65.46549999999999,39.596,234.31,3.8,85911.4358,28.2067,3.8463,41803.99241,NA,11.61745,29.33994,7.60089,65.42649204429544,14.55226,15.4789,NA,NA,0.5698000000000001,-3.2153745,2.73399,0.72973,4.763,4.639,430300,430000,5518.35,28206.7
Xiangtan,Hunan,2021,31.0333,84.81736854058902,241.17,409.9285552924176,79.08359,80.078,46.3261,254.835,7.8,93792.631579,28.14848,5.489790749999999,44772,NA,12.67747,27.3657,8.43455,66.53180800270086,39.88774,39.88774,NA,NA,0.030500045,-4.668330655,12.32558,0.8672899999999999,17.44973,12.76273,430300,430000,5544.61,28148.48
Xianyang,Shaanxi,2016,6.5136,26.909616943930708,36.93,152.60801099523343,15.57373,16.919999999999998,24.0911,239.097,7.7,48016,17.88639,NA,31662,111.681,8.15048,33.83193,6.07477,74.53266556080132,4.02069,3.465,NA,NA,2.41,NA,3.12225,1.04509,NA,NA,610400,610000,4030.2,17886.39
Xianyang,Shaanxi,2017,7.3222,35.6262334488748,150.75,733.458128525962,16.786160000000002,18.79,22.356,229.25100000000003,8,52445,10.45027,0.57204,34246,105.359,7.74747,34.65492,6.0109200000000005,77.58558600420524,3.37493,2.6835,NA,NA,2.17436,1.67436,2.79372,1.69527,NA,NA,610400,610000,4178.901,10450.27
Xianyang,Shaanxi,2018,8.3204,36.85256848576659,125.35,555.1974316259527,19.77308,22.53261,23.4594,237.645,7,54368,11.86233,0.905,33364,100.02,8.90938,37.97783,7.251040000000001,81.38658357820634,6.85188,7.81012,NA,NA,1.05,0.55,3.2348,1.46525,NA,NA,610400,610000,5156.763,11862.33
Xianyang,Shaanxi,2019,9.9762,43.59880429357318,107.7,471.0056420518032,21.900955,25.65457,22.0677,219.533,1.9,50338,18.69495,1.294,36187,NA,8.91009,40.3762,7.11082,79.80637681549794,11.398,10.14298,NA,NA,1.6873185,1.3873185,1.89941,0.57911,2.131,1.8325,610400,610000,7369.023,18694.95
Xianyang,Shaanxi,2020,12.1747,48.914673976093184,97.94,393.7291145594351,26.843,30.976280000000003,21.9232,220.481,0.1,55189,25.90565,1.508,37975,NA,9.07275,41.38428,7.04907,77.69496569397371,18.30538,18.8492,NA,NA,3.810609,3.3106090000000004,3.28745,0.8970399999999998,5.11322,4.38439,610400,610000,6931.579,25905.65
Xianyang,Shaanxi,2021,13.0815,46.81371719967645,140.53,499.307475778581,33.767450000000004,38.76232,25.118,258.1316,8.5,61002,39.81158,2.311,40846,NA,10.7681,42.8701,8.52136,79.13522348418013,13.24436,18.16701,NA,NA,3.2161489000000003,-0.05114109999999986,NA,NA,NA,NA,610400,610000,8456.346,39811.58
Xingtai,Hebei,2016,5.3,9.234847221581113,52.08,90.66958430600349,10.48,NA,27.231,197.5746,7.1,27038,19.1541,1.79595,23913.35,63.24,11.14802,40.93874,7.52222,67.47583875881098,8.969719999999999,12.16449,NA,NA,0.077,NA,6.404000000000001,1.5700000000000005,7.583629999999999,2.8447999999999998,130500,130000,3923.034,19154.1
Xingtai,Hebei,2017,15.79,20.00086316881039,129.18,163.59883063561855,33.018,40.721,30.2821,209.06243,7.1,28499,19.68427,2.121746148,26179.296037,77.33,12.67379,41.85241,8.287659999999999,65.39212027341466,12.76366,15.84999,NA,NA,0.1601881,NA,2.026,0.7430000000000001,6.33777,5.56645,130500,130000,4363.339,19684.27
Xingtai,Hebei,2018,20.0074,24.823243434123377,105.12,130.42613863604296,38.966,48.019,30.1113,194.758,7,29210,23.19133,2.234526,28640,NA,14.90014,49.48361,10.06594,67.55600954084996,21.93412,22.45231,NA,NA,0.3789157,NA,4.586,2.455,6.073510000000001,4.35688,130500,130000,4842,23191.33
Xingtai,Hebei,2019,22.108,27.511048406602008,118.36,147.2884105911606,46.868,57.407,29.0377,211.996,7,28707,26.64882,2.244,31533,NA,15.9845,55.04747,10.6097,66.37492570928086,23.33571,23.91969,NA,NA,1.3516049,NA,NA,NA,NA,NA,130500,130000,5081.105,26648.82
Xingtai,Hebei,2020,27.45,34.796321428425074,157.86,200.1092070910807,60.401,70.06,28.7846,220.0399401,3.7,30909.02465,28.72651,2.45945,33109,NA,17.58653,61.096990000000005,10.66656,60.65187390576765,20.65426,29.35536,NA,NA,2.019478,1.519478,NA,NA,NA,NA,130500,130000,5700.532,28726.51
Xingtai,Hebei,2021,32.63,41.42921548344838,229.43,291.2969729511949,79.196,89.87100000000001,304.3037,242.70918390000003,6.150132,34193,NA,3.189814901,35228.2,NA,19.0726,6.26762,11.94574,62.63299183121337,14.422479999999998,23.17656,NA,NA,1.04,0.963,4.986,2.413,20.539,16.385399999999997,130500,130000,NA,NA
Xinxiang,Henan,2016,8.5255,12.930296928361509,94.29,142.4242895577816,18.47449,22.403,45.4563,216.69705,8.27411,37804.788904,36.586,0.985,26892.5,NA,14.80562,32.57109,10.1794,68.75362193545425,4.8676900000000005,6.16922,NA,NA,0.2,NA,4.54462,-0.4711000000000006,1.89843,0.5336200000000002,410700,410000,3739.24,36586
Xinxiang,Henan,2017,9.2287,12.768296476188969,87.68,121.31183906598442,21.759,25.145,43.1906,235.77598,8.101833,40961.775539,38.074,1.02492,29070.7925,NA,15.9053,36.82581,11.24335,70.6893299717704,8.91056,11.01634,NA,NA,0.6,NA,3.3697600000000003,0.7324000000000002,3.7319,2.47745,410700,410000,4144.903,38074.44
Xinxiang,Henan,2018,22.9293,27.62129358688053,87.86,228.40622111715408,61.258,74.62,42.7522,267.16,7.1,43696.44,34.335,1.202,31309.47,NA,17.26625,40.38681,12.56594,72.77747049880547,15.04156,17.26135,NA,NA,0.316,NA,2.72043,1.6816099999999998,4.163069999999999,3.81768,410700,410000,5045.056,34335
Xinxiang,Henan,2019,22.3198,27.767432064009277,107.64,237.7310202540365,65.13300000000001,79.864,40.2864,291.8177138,7,50277.04076,33.142,1.232,33626,NA,18.72125,46.47038,13.38793,71.5119449823062,15.32784,17.94802,NA,NA,1.034,0.943,NA,NA,NA,NA,410700,410000,5589.466,33142
Xinxiang,Henan,2020,15.5841,23.199623607483677,136.31,202.91831330702445,46.97832,53.08627,41.0029,301.4512406,3.197588,48228.718314,35.989999999999995,1.474,34097.2,NA,19.40339,47.32198,13.78391,71.03866901608431,15.01527,22.62359,NA,NA,0.96675,-0.33325,4.369,2.138,10.127,8.155,410700,410000,5647.837,35990
Xinxiang,Henan,2021,16.8049,25.065818248219877,152.04,226.77381063386392,54.32225,65.938,47.3037,323.2532752,6.606347,52028.114243000004,37.091,1.75,36245.3,NA,20.8281,44.03057,14.91231,71.59707318478401,14.897989999999998,13.80504,NA,NA,0.8860755000000001,0.4610755,3.229,0.95305,7.412999999999999,6.400789999999999,410700,410000,NA,37091
Xinyang,Henan,2016,7.4492,9.590095118237748,101.57,130.77738481465843,15.18,19.96,23.4872,203.7801,8.320911,31732.551621,35.848,0.52565,23959.3,61.02,9.46544,40.30036,6.505,68.72369377440457,5.4780500000000005,6.66079,NA,NA,0.1453686,NA,3.700460000000001,1.5187400000000004,2.32985,1.167,411500,410000,3628.807,35848
Xinyang,Henan,2017,8.0202,9.852884982736272,94.15,115.66913257296892,17.60053,25.876240000000003,22.5203,219.45143,6.653543,34025,43.16,0.54072,26060.53104,56.044,10.04506,44.60438,6.701220000000001,66.71159754147811,8.64817,9.48944,NA,NA,2.2394683,NA,2.5561,1.11,4.40025,3.4559999999999995,411500,410000,3906.012,43160.12
Xinyang,Henan,2018,9.9336,13.009306569993178,102.95,134.82803248828853,23.71944399,32.22878,21.1595,238.7797,8.3,36951.12,42.389,0.709,28276.19,NA,11.06119,52.27521,7.75961,70.15167445817313,11.96559,14.72602,NA,NA,0.255979,NA,2.6152,1.94833,4.40747,4.17187,411500,410000,4409.598,42389
Xinyang,Henan,2019,11.6514,15.14906588736579,101.19,131.56194280154844,32.13998,41.04,19.973,275.8474327,6.3,42641.36652,39.021,0.73,30425,NA,11.90026,59.5816,8.38305,70.44425920105948,19.8584,20.03408,NA,NA,0.014056300000000002,-0.1359437,2.17821,1.06205,7.774500000000001,7.35749,411500,410000,4965.496,39020.62
Xinyang,Henan,2020,17.1647,21.63066088495008,157.21,198.10959655914095,48.158574470000005,55.49237000000001,19.8633,280.5681049,2.0946,44921.874916,40.931,0.834,30942.404696,NA,12.1348,61.09146,8.4008,69.22899429739262,17.8949,32.24937,NA,NA,0.2378749,-1.5221251,3.1127,1.7592199999999998,NA,NA,411500,410000,5452.106,40931
Xinyang,Henan,2021,20.9556,24.98333878837776,214.82,256.10564672942235,64.22819,72.311,21.6465,306.4963733,6.536083,49344.963747,43.308,0.978,33480,NA,13.538999999999998,62.54600000000001,9.376,69.25179112194402,16.174,24.152,NA,NA,0.7592667999999999,0.5215195999999999,NA,NA,NA,NA,411500,410000,NA,43308
Xuchang,Henan,2016,8.7593,15.228729869623054,114.9,199.7621887779269,20.8272,23.265,49.7582,237.77133,8.856535,54522.203623,17.461000000000002,NA,27015.9,NA,13.18896,26.50608,9.72074,73.7036127185161,4.93177,5.78368,NA,NA,5.3361192,NA,6.17434,1.0361699999999998,4.46004,1.13172,411000,410000,3959.939,17461
Xuchang,Henan,2017,8.0356,19.98391828769631,81.94,203.7747332914936,21.15705,26.5,50.721,263.29243,8.674441,59911.354586,19.467,1.71326,29444.6,NA,14.52801,28.64298,10.74262,73.94419469700254,10.08401,12.18035,NA,NA,5.404836,NA,2.32224,0.25124,3.7413,3.162,411000,410000,4616.943,19466.66
Xuchang,Henan,2018,8.1705,17.665099733945684,60.48,130.77132529867893,25.66262,31.13748,52.1237,314.09000000000003,8.6,63987.61,30.322000000000003,2.238,31918.38,NA,16.61371,31.873610000000003,11.75036,70.7268876127006,25.77795,25.98794,NA,NA,0.8640893999999999,0.26408940000000003,1.63335,0.9282800000000002,3.77346,3.60351,411000,410000,5505.594,30322
Xuchang,Henan,2019,9.3978,19.640128118132928,92.03,192.32422980219536,31.9119088,38.24829,49.6258,339.5679519,7.1,76311.7029,39.68,2.456,34376.1,NA,17.985689999999998,36.242630000000005,12.3413,68.61732855397818,15.14351,18.13083,NA,NA,1.46732,1.16732,NA,NA,NA,NA,411000,410000,5825.398,39679.51
Xuchang,Henan,2020,13.5214,31.58533453637313,140.67,331.8500234692992,46.63848,57.109,49.935,344.9225324,2.656933,78875.493343,36.617,1.957,34926.1,NA,18.17665,36.40062,11.79581,64.89540151788145,14.55355,27.68541,NA,NA,3.0981521,2.4141901,2.024,0.5909399999999998,15.4269,14.09582,411000,410000,5891.42,36617
Xuchang,Henan,2021,15.5182,34.93710595914883,182.21,410.2262377085225,56.72534,64.53613,58.0559,365.5417378,5.492837,83415.119748,34.839,3.946,37196.3,NA,18.91159,32.57477,12.68191,67.05893052884501,11.90843,14.66693,NA,NA,1.8060727,-3.9930517,3.289,0.53291,7.554,4.167540000000001,411000,410000,NA,34840
Xuzhou,Jiangsu,2016,3.4,36.44052521862367,26.31,282.2524178956114,19.733,NA,64.6702,580.8520000000001,8.2,66845,54.91309,6.24838,28421,301.033,51.60626,79.79911,39.0307,75.6317159972453,23.32899,28.58019,NA,NA,2.7709775,0.7033275,10.60081,2.486,11.80947,5.340000000000001,320300,320000,5087.974,54913.09
Xuzhou,Jiangsu,2017,4.4781,43.27711897215691,27.68,323.4434062951466,29.582,NA,60.6328,660.595,7.7,75611,53.86244000000001,7.800610000000001,30987,311.242,50.16355,82.73338,36.52284,72.80752658055502,38.14361,50.02382,NA,NA,1.5930238,0.5540838000000001,3.944,2.03,13.455000000000002,12.88,320300,320000,5997.421,53862.44
Xuzhou,Jiangsu,2018,11.3454,54.16826006254413,72.02,343.8350784684002,76.64099999999999,41.58,59.7386,675.5229999999999,4.204059,76915,71.643,11.74419,33586,NA,52.62133,88.08594000000001,41.67731,79.20231206622866,53.73040999999999,69.9932,NA,NA,2.5418348,1.2638939,3.148,1.93177,18.506,17.50207,320300,320000,6797.367,71643
Xuzhou,Jiangsu,2019,13.1123,60.74721963719857,87,403.0620112976033,93.771,50.242,53.0847,715.135,6.017804,81138,85.2936,13.51908,36215,NA,46.83169,88.22062,37.38027,79.81832387428257,60.840610000000005,72.43472,NA,NA,9.082121172,7.588386172,3.74,1.6441899999999996,NA,NA,320300,320000,8043.172,85293.6
Xuzhou,Jiangsu,2020,16.0419,82.54073256741172,92.98,478.3930533957805,117.423,60.448,50.2846,731.9771852,3.399985,80673.310869,86.70725,15.432669999999998,37523,NA,48.18206,95.81879,38.06843,79.0095525180949,77.96361,94.05767,NA,NA,13.300685254999996,11.444967054999996,NA,NA,NA,NA,320300,320000,8952.842,86707.25
Xuzhou,Jiangsu,2021,8.2653,76.44585078728515,83.86,390.6123354091727,67.09299999999999,70.405,53.4961,811.7439999999999,8.664206,89634,85.38827,19.417,40842,NA,53.73132,100.43962,42.92017,79.87923989211507,103.52255,105.52983,NA,NA,5.335678000000001,1.0342470000000008,NA,NA,20.313,13.895999999999995,320300,320000,NA,NA
Yancheng,Jiangsu,2016,16.06,59.13627996360859,130.4,483.36399562646994,73.003,73.464,56.8485,457.608,8.9,63278,35.85666,7.950539999999999,30496,217.389,41.51808,73.03287,32.466680000000004,78.19889551732643,14.24955,17.802789999999998,NA,NA,7.586371251000001,7.011013751,NA,NA,NA,NA,320900,320000,4738.327,35856.66
Yancheng,Jiangsu,2017,17.36,75.5813965291155,130.15,577.0811557530735,86.64099999999999,87.002,48.1128,508.269,6.8,70216,42.6674,8.652763,33115,179.233,36.00188,74.82813999999999,27.19276,75.53150002166554,30.12967,37.59106,NA,NA,10.266770386,4.011843686,NA,NA,NA,NA,320900,320000,5418.753,42667.4
Yancheng,Jiangsu,2018,18.5055,82.56113116265847,136.97,611.0869480962697,101.541,103.7,45.3528,548.708,5.543804,75987,45.494,9.54948,35896,NA,38.1,84.00801,30.50579,80.0676902887139,35.53372,43.96126,NA,NA,7.294080558,3.685749769,NA,NA,NA,NA,320900,320000,6124.838,45494
Yancheng,Jiangsu,2019,20.6476,99.01533446069978,105.2,504.499103858877,117.738,121.736,43.646,570.226,5.134183,79149,42.61476,9.6124,38816,NA,38.30009,87.75157,29.497570000000003,77.01697306716511,39.71847,46.9967,NA,NA,14.245120300000002,9.683776100000005,NA,NA,NA,NA,320900,320000,6935.844,42614.76
Yancheng,Jiangsu,2020,23.0154,116.21103133276524,96.86,489.0713507524055,137.01946,145.297,41.0951,595.3378082,3.500018,88730.577271,51.6869,11.93233,40403,NA,40.01031,97.36039,30.039530000000003,75.07947326576576,63.89497,64.9627,NA,NA,28.7387029,22.7286873,9.447,0.7709999999999994,21.859,18.513,320900,320000,7968.407,51686.9
Yancheng,Jiangsu,2021,22.257,120.80826394267072,89.49,485.74202937824725,147.28343999999998,154.748,42.8238,661.739,7.663358,98593,60.787040000000005,17.419999999999998,43787,NA,45.10058,105.31655,33.92129,75.21253606938092,79.98945,68.17326,NA,NA,21.517133825,7.418236873999997,9.983,1.3549999999999998,13.864,5.609999999999998,320900,320000,NA,60790
Yangzhou,Jiangsu,2016,13.92,49.30462792221163,130.35,452.6151930230111,63.176,64.22999999999999,72.0922,444.938,9.4,99151,41.01757,9.625,35659,229.805,34.53,47.89699,26.715960000000003,77.37028670721112,12.96578,16.1173,NA,NA,0.78776,-2.36851,4.3,NA,12.07951,2.6700000000000004,321000,320000,NA,41017.57
Yangzhou,Jiangsu,2017,13.7,52.601995335894735,126.49,484.5430802323624,69.55199999999999,72.8,63.072,506.492,8,112559,44.35826,10.7993,38828,208.466,32.017880000000005,50.764030000000005,24.14399,75.40783462240472,22.09651,26.37459,NA,NA,1.7526796,1.4379196,6.6367400000000005,1.3450000000000002,11.92239,6.9,321000,320000,NA,44358.26
Yangzhou,Jiangsu,2018,14.1443,54.51901354798514,127.76,492.4656104449206,77.31511,81.6,60.3553,546.617,6.727143,120944,62.098,11.99312,41999,NA,34.00339,56.33867,27.21078,80.02372704603864,25.23572,31.96226,NA,NA,3.799949373,2.749949373,3.869,0.7669799999999999,9.555,7.659529999999999,321000,320000,NA,62098
Yangzhou,Jiangsu,2019,14.5295,68.21255976355366,115.84,543.8397349843274,84.99888,89.683,53.727,585.008,6.792319,128856,69.61827,11.30517,45550,NA,32.8785,61.19544,26.38073,80.23702419514271,40.13277,43.38484,NA,NA,5.8317177,4.639517700000001,3.74,0.7742199999999997,9.97,7.550490000000001,321000,320000,NA,69618.27
Yangzhou,Jiangsu,2020,14.9732,78.2898791436183,106.85,558.7061198291233,90.563,100.971,50.4671,604.8331000000001,3.501915,132784.434687,83.39652,11.106,47202,NA,33.72719,66.83001,26.44585,78.41106833981722,50.54168,57.2888,NA,NA,5.81458247,2.31356887,6.146,0.4280000000000001,12.52,5.135000000000001,321000,320000,NA,83396.52
Yangzhou,Jiangsu,2021,14.6002,81.84575825110016,96.91,543.2780133326935,97.76945,108.405,50.2418,669.6428754,7.404829,146562,84.168449999999993,14.998,50947,NA,34.40689,68.48256,27.45715,79.8013130509616,65.89863,59.82887,NA,NA,7.409539898999999,3.498099298999999,8.055,0.7445999999999998,11.248,4.863,321000,320000,NA,84168
Yichun,Heilongjiang,2016,27.2009,36.387668494968686,436.01,583.2630403573138,6.833329999999999,8.719629999999999,11.0649,25.12167,1.044605,21043,0.74515,0.0600453,22189,2.19297,1.40451,12.69338,0.86934,61.89631971292479,0.16274,0.29999,NA,NA,NA,NA,2.4176100000000003,0.97828,0.08835,NA,230700,230000,2702.542,745.15
Yichun,Heilongjiang,2017,35.4774,38.103900923659324,510.13,547.8933178850739,9.158,11.08071,10.9248,25.81363,6.3,22109,0.81164,0.06861439999999999,23676,NA,1.61879,14.81757,0.92814,57.33541719432416,0.17645,0.36013,NA,NA,NA,NA,3.87761,2.22278,0.13732,NA,230700,230000,3115.391,811.64
Yichun,Heilongjiang,2018,45.7761,45.77614879649891,646.37,646.3713186637759,12.55182,13.04286,11.4155,27.42,6,23837,1.11353,0.078741,25191,NA,1.78857,15.66785,1.09556,61.253403557031596,0.15331999999999998,1.18742,NA,NA,NA,NA,3.02532,2.04735,1.0592700000000002,NA,230700,230000,2292.214,1113.53
Yichun,Heilongjiang,2019,47.6081,47.608059135125366,666.24,666.2408391673886,14.22724,14.70653,11.0496,29.8841,5.510032,26384,0.95137,0.05434,26707,NA,1.93438,17.50626,1.26944,65.62516155047095,0.20107,0.68937,NA,NA,NA,NA,2.19099,1.46508,0.29808,NA,230700,230000,2793.242,951.37
Yichun,Heilongjiang,2020,54,53.53822690263878,878.94,878.9416312115902,15.80381,17.042080000000002,7.6765,29.51874,0.156169,33072.940038,0.54852,0.092,26881,NA,1.5243,19.85662,0.88566,58.10273568195237,0.27375,1.18994,NA,NA,NA,NA,2.656,1.35812,0.20829,0.20829,230700,230000,3856.81,548.52
Yichun,Heilongjiang,2021,57.2836,57.28360150652681,883.83,883.8275519837333,18.2559,18.62054,9.3801,31.86933,7.3,36982,0.70685,0.11100000000000002,27787,NA,1.7767499999999998,18.94161,1.07051,60.25102012100746,0.28822000000000003,1.81406,NA,NA,NA,NA,3.58,2.3879999999999995,1.583,1.538,230700,230000,NA,NA
Yinchuan,Ningxia,2016,22.9,38.945098533751874,150.26,385.924811748999,32.313,36.27,56.1503,161.77071,8.1,74269,47.49414,2.49,30477.81,53.306,12.13995,21.62047,7.0223,57.84455454923619,4.1330100000000005,4.98643,NA,NA,NA,NA,3.49308,0.6741299999999999,3.63138,1.41323,640100,640000,4448.336,47494.14
Yinchuan,Ningxia,2016,22.9,38.945098533751874,150.26,385.924811748999,32.313,36.27,56.1503,161.77071,8.1,74269,47.49414,2.49,30477.81,53.306,12.13995,21.62047,7.0223,57.84455454923619,4.1330100000000005,4.98643,NA,NA,NA,NA,3.49308,0.6741299999999999,3.63138,1.41323,640100,640000,4448.336,47494.14
Yinchuan,Ningxia,2017,14.008,30.25922264543273,168.99,365.0443606817171,25.26,29.34,56.36,180.32581,8,81656,40.28246,3.97985,32981,NA,12.3428,21.89993,6.75492,54.72761447969666,2.59097,2.89666,NA,NA,NA,NA,3.78123,1.40211,1.3542999999999998,0.04390000000000001,640100,640000,4892.272,40282.46
Yinchuan,Ningxia,2017,14.008,30.25922264543273,168.99,365.0443606817171,25.26,29.34,56.36,180.32581,8,81656,40.28246,3.97985,32981,NA,12.3428,21.89993,6.75492,54.72761447969666,2.59097,2.89666,NA,NA,NA,NA,3.78123,1.40211,1.3542999999999998,0.04390000000000001,640100,640000,4892.272,40282.46
Yinchuan,Ningxia,2018,27.9241,66.53889555949084,113.36,537.0315502752803,53.09727,62.95338,47.6923,190.14824,7.2,84964,29.52457,2.551,35586,NA,17.32544,36.32756,11.82321,68.24190323593513,6.17206,7.72328,NA,NA,2.6565836000000003,2.6157569,NA,NA,3.69373,NA,640100,640000,5589.493,29524.57
Yinchuan,Ningxia,2018,27.9241,66.53889555949084,113.36,537.0315502752803,53.09727,62.95338,47.6923,190.14824,7.2,84964,29.52457,2.551,35586,NA,17.32544,36.32756,11.82321,68.24190323593513,6.17206,7.72328,NA,NA,2.6565836000000003,2.6157569,NA,NA,3.69373,NA,640100,640000,5589.493,29524.57
Yinchuan,Ningxia,2019,31.2827,73.19523889558998,141.7,641.2837176016458,59.33668,70.0448,44.6532,189.67883,6.3,83492,27.53536,2.285,38217,NA,15.47084,34.64668,10.51575,67.97142236620635,6.13649,10.31883,NA,NA,1.2768952,NA,3.31426,2.068,6.244120000000001,5.574800000000001,640100,640000,6439.981,27535.36
Yinchuan,Ningxia,2019,31.2827,73.19523889558998,141.7,641.2837176016458,59.33668,70.0448,44.6532,189.67883,6.3,83492,27.53536,2.285,38217,NA,15.47084,34.64668,10.51575,67.97142236620635,6.13649,10.31883,NA,NA,1.2768952,NA,3.31426,2.068,6.244120000000001,5.574800000000001,640100,640000,6439.981,27535.36
Yinchuan,Ningxia,2020,31.0611,69.39213997439892,123.98,605.0996996138883,61.01541999999999,69.30103,44.6904,196.437,3.2,69283,31.14257,0.913,39416.4,NA,13.65055,30.544670000000004,9.32279,68.29607598228642,8.87637,10.54493,NA,NA,0.08688979999999999,NA,NA,NA,0.035930000000000004,-0.79145,640100,640000,7353.071,31142.57
Yinchuan,Ningxia,2020,31.0611,69.39213997439892,123.98,605.0996996138883,61.01541999999999,69.30103,44.6904,196.437,3.2,69283,31.14257,0.913,39416.4,NA,13.65055,30.544670000000004,9.32279,68.29607598228642,8.87637,10.54493,NA,NA,0.08688979999999999,NA,NA,NA,0.035930000000000004,-0.79145,640100,640000,7353.071,31142.57
Yinchuan,Ningxia,2021,13.3433,47.75953258489582,233.78,473.118476629984,30.19514,38.84754,48.1223,226.295,6.3,78794,32.57863,2.047,42412,NA,14.74249,30.63546,10.13838,68.76979397645852,8.09698,7.722110000000001,NA,NA,0.8090458,0.4090458,4.768,0.33599000000000034,2.381,-3.3585000000000007,640100,640000,NA,32579
Yinchuan,Ningxia,2021,13.3433,47.75953258489582,233.78,473.118476629984,30.19514,38.84754,48.1223,226.295,6.3,78794,32.57863,2.047,42412,NA,14.74249,30.63546,10.13838,68.76979397645852,8.09698,7.722110000000001,NA,NA,0.8090458,0.4090458,4.768,0.33599000000000034,2.381,-3.3585000000000007,640100,640000,NA,32579
Yingkou,Liaoning,2016,70.5212,90.17725217858596,146.9613,187.9231115567031,81.53999999999999,83.86,53.5642,115.62476999999998,-7.5,47358.087241,9.56106,5.4071414,32318.45579,NA,10.52,19.64,8.27,78.61216730038024,2.96899,2.64614,NA,NA,NA,NA,7.76376,NA,5.39714,0,210800,210000,3972.215,9561.06
Yingkou,Liaoning,2017,63.7607,77.96127622152696,557.92,682.0841271333679,81.00800000000001,83.862,54.7161,127.05,5,52092,12.42661,5.5053924,34419.15541,NA,11.37,20.78,9.24,81.26649076517151,3.1507,2.3677,NA,NA,NA,NA,12.37781,NA,2.3422,0,210800,210000,3972.391,12426.61
Yingkou,Liaoning,2018,60.0008,69.83155673698562,389.34,453.1355876508928,80.8044,84.174,57.6605,134.6721,5.9,55295,11.00058,6.52263,37035.011,NA,13.133019999999998,22.77647,10.61129,80.7985520466732,7.59687,7.09436,NA,NA,NA,NA,14.25549,0.05588999999999942,2.25854,0.182,210800,210000,4261.552,11000.58
Yingkou,Liaoning,2019,62.6248,72.34300691357946,469.24,542.052541481301,83.17571000000001,86.622,52.6238,132.81586,7,54611.78454,11.58052,6.86651,39405,NA,13.31137,25.29533,10.56662,79.38040937935014,4.2685,4.27185,NA,NA,NA,NA,7.76376,0.4060200000000009,3.06799,0.47799000000000014,210800,210000,4668.373,11580.52
Yingkou,Liaoning,2020,64.3162,74.82758575465863,498.31,579.7533131817003,85.25116,99.599,49.8107,132.55,1.6,56777,13.49916,6.80083,39792.586686,NA,13.57775,27.25868,10.61361,78.1691370072361,3.47178,5.3956800000000005,NA,NA,NA,NA,12.37781,0.9192299999999988,2.1841,1.19473,210800,210000,4763.089,13499.16
Yingkou,Liaoning,2021,70.1137,78.8355414074817,452.65,508.95867500565896,98.386,101.709,55.3424,140.32353,2,60484.280172,13.86411,8.27065,42299.519647,NA,14.14176,25.55318,11.23958,79.4779433394429,6.57111,5.7023600000000005,NA,NA,NA,NA,21.798,8.4,6.306,4.8100000000000005,210800,210000,NA,NA
Yiyang,Hunan,2016,19.07,33.87998813504735,271.98,483.1802196897036,28.477,27.349,21.9176,149.318,7.8,33772,10.81917,0.6390265,24745,54.05,6.803019999999999,31.03902,3.92654,57.71760188857302,3.64997,3.68912,NA,NA,0.5197092,NA,5.51419,1.0617399999999997,7.90478,0.06199999999999904,430900,430000,3243.85,10819.17
Yiyang,Hunan,2017,17.19,35.49836013561501,250.25,516.8590817872818,27.676,29.384,20.8162,161.022,8.4,36494,11.9029,0.7899858999999999,26933.56325,57.88,6.9644900000000005,33.457139999999995,4.28388,61.51031877423903,4.09465,4.58001,NA,NA,0.3986342,NA,4.4206,1.8312000000000004,0.80981,0,430900,430000,3683.89,11902.9
Yiyang,Hunan,2018,17.8477,34.6906078506068,202.36,393.3381331842714,31.383,31.471,19.9679,175.83800000000002,8.1,39937,12.96802,1.182568312,29123,59.242,7.115399999999999,35.63421,4.84914,68.1499283244793,8.392700000000001,7.59051,NA,NA,NA,NA,5.06188,1.5462400000000005,3.07045,1.203,430900,430000,4320.46,12968.02
