Region,Province,year,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price
Guilin,Guangxi,2017,18.419,26.788366139645408,74.87,98.5557103105222,37.67008,38.732,33.2112,204.518,3.9,40632,30.04,1.03274,32534,NA,14.415969999999998,43.40692,7.22941,50.14861989862632,5.245,5.458,NA,NA,0.09843,NA,7.428879999999999,3.1722399999999995,3.3075,NA,450300,450000,5409.763,30040.34
Guilin,Guangxi,2018,22.0749,32.634352976292924,82.35,121.68737448227502,41.96698,43.135000000000005,33.0922,190.112,6.9,39507,32.580079999999995,1.10685,34649,NA,15.08542,45.58597,7.455389999999999,49.42116295071665,NA,NA,NA,NA,0.2,NA,5.308529999999999,1.7376399999999996,NA,NA,450300,450000,5832.206,32580
Guilin,Guangxi,2019,21.9351,32.611741080002474,69.03,102.63303848719276,46.18564,47.37895,30.803,210.556,6.5,41294,36.42539,1.02312,37178,NA,15.27928,49.60322,7.53243,49.29833081139949,13.72108,9.3715,NA,NA,NA,NA,3.348,0.8232399999999999,3.367,NA,450300,450000,6287.862,36425.39
Guilin,Guangxi,2020,25.0355,38.68077364641548,76.55,118.28158786825064,53.33587,54.132000000000005,23.5999,213.041,2.1,43197,39.48881,1.0459,38145,NA,11.14895,47.24161,6.94094,62.25644567425632,13.42031,18.78303,NA,NA,0.2550188,0.055018800000000014,4.433,0.17419000000000012,7.828,NA,450300,450000,5810.553,39488.81
Guilin,Guangxi,2021,26.1186,219.68983862310373,94.7577,797.0293733565785,60.36171,1.131,25.4438,231.106,6.6,46767,35.14,1.42,40739,NA,11.74964,46.17882,7.366,62.69128245631356,11.62503,15.35124,NA,NA,1.0521,0.7970811999999999,2.7510000000000003,0.9259300000000004,8.292,6.10068,450300,450000,5735.615,35140
Guyuan,Ningxia,2016,17.7851,17.78513877010297,17.7924,17.79241968447405,4.26498,4.72925,7.55,23.9805832,8.182096,19719.536461,8.67576,0.00202,22716.83048,NA,1.57827,20.90434,0.99847,63.263573406324646,0.67198,1.05004,NA,NA,NA,NA,2.96877,0.80534,0.0618,0,640400,640000,3077.374,8675.76
Guyuan,Ningxia,2017,18.5804,18.580414661236578,38.8,19.9935699567984,5.01857,5.47556,7.3808,27.01,7.7,22061,9.96698,0.002,24628,1.934,1.6680499999999998,22.59975,1.00666,60.34950990677738,0.98501,1.4523,NA,NA,NA,NA,2.52368,1.13068,0.23998,0.22938,640400,640000,3365.013,9966.98
Guyuan,Ningxia,2018,19.2521,19.252103600858064,21.1809,21.180900529274854,5.83713,13.428,7.174,30.31944,6.6,24544,5.27012,0.002,26709.2,2.352,1.7260000000000002,24.059,1.027,59.50173812282734,0.528,1.394,NA,NA,NA,NA,4.189,1.3240000000000005,0.682,0.653,640400,640000,3437.966,5270.12
Guyuan,Ningxia,2019,22.7888,22.78877167188012,28.9916,28.99159862663489,7.353,8.2,6.8862,32.26589,6.5,25886,4.1913,0.003,28726.8,2.9,1.6238,23.58056,0.96781,59.60155191526051,0.6026,3.33054,NA,NA,NA,NA,2.14361,1.76632,2.449,NA,640400,640000,4077.233,4191.3
Guyuan,Ningxia,2020,22.343,22.34296090336492,29.1946,29.19458534049969,7.875,8.95,5.5278,35.245999999999995,5.6,30719,4.08095,NA,30052.1,NA,1.44872,26.2077,0.8217800000000001,56.724556850185,0.79078,1.82838,NA,NA,NA,NA,2.19362,1.56021,NA,NA,640400,640000,4779.63,4080.95
Guyuan,Ningxia,2021,51.1269,51.12688953430252,72.5,70.24662318816162,19.179,21.997,6.8684,37.51255,6.1,32733,2.88411,0.004,32546,NA,1.64985,24.0209,0.8965,54.33827317634936,1.48045,1.48045,NA,NA,NA,NA,0.689,-0.6694,0,-0.135,640400,640000,NA,2884
Haikou,Hainan,2016,45.7,59.73585052624097,178.96,225.77198879201535,59.551,60.167,57.6667,125.76653,7.7,56314,55.10947,3.91843,30774.9975,12.4165,11.55064,20.03,9.52983,82.50477895597128,10.86574,11.73652,NA,NA,NA,NA,9.80244,1.0561099999999997,4.56378,0.1978999999999999,460100,460000,8868.485,55109.47
Haikou,Hainan,2017,NA,NA,NA,NA,NA,NA,63.1738,139.05779,7.5,61583,60.324850000000005,3.10928,33320,13.02921,12.53645,19.85,10.58164,84.40698921943613,15.03,14.830000000000002,NA,NA,0.006661,NA,14.64,0,4.33,1,460100,460000,11695.742,60324.85
Haikou,Hainan,2018,NA,NA,NA,NA,NA,NA,71.3038,151.0513,7.6,66042,60.9417,5.088,36137,13.50128,16.98793,23.82473,15.05051,88.59531443795683,21.30928,28.64724,NA,NA,NA,NA,11.6465,-0.5843000000000004,6.659999999999999,NA,460100,460000,12644.448,60941.7
Haikou,Hainan,2019,41.12,49.91323568744548,114.98,138.99389647960857,69.034,70.713,69.7131,167.19297,7.5,72218,48.07292,4.811529999999999,38977,NA,18.53425,26.586450000000003,15.810669999999998,85.30515127399273,24.51139,30.49084,NA,NA,0.328,NA,2.52319,-0.6241199999999999,8.19157,7.75,460100,460000,15562.066,48072.92
Haikou,Hainan,2020,42.5535,58.61012910734454,114.044,157.07614690063355,76.238,76.84400000000001,60.6024,179.15815,5.3,63309,44.36699,5.4,40049,13.707,18.61,30.70836,13.80885,74.20123589468028,27.407580000000003,39.7381,NA,NA,NA,NA,3.89072,-0.2360999999999997,9.71828,7.69499,460100,460000,16493.915,44366.99
Haikou,Hainan,2021,41.76,69.46595155571057,169.66,282.1830982107978,85.913,85.913,75.9589,205.706,11.3,70999,45.24505,7.290000000000001,43605,18.67,20.83234,27.4258,17.942590000000003,86.12853860872087,11.96897,16.14533,NA,NA,NA,NA,8.743,-0.3719999999999999,14.086000000000002,10.048000000000002,460100,460000,16399.81,45245.05
Handan,Hebei,2016,7.31,17.039079729472295,76.53,178.42130870799198,24.564,NA,38.4662,336.11123,6.8,35265,38.1721,2.52259,26602.53,118.25,20.45018,53.16404,13.32902,65.17800821313064,11.64815,15.16431,NA,NA,0.07930000000000001,NA,14.024,2.1970000000000014,8.421,3.7877799999999993,130400,130000,5305.223,38172.1
Handan,Hebei,2017,16.59,31.81654365799689,162.64,311.84463140356246,56.077,66.431,40.2399,337.95261,7,35567,47.5249,2.18607,28773.779528,137.03,22.0115,54.70074,14.45473,65.66899120914069,12.36876,18.6419,NA,NA,0.2759553,NA,3.342,0.48800000000000027,7.037999999999999,6.757,130400,130000,5581.473,47524.9
Handan,Hebei,2018,19.516,35.79226981419788,149.07,273.39576047790814,63.607000000000006,77.53099999999999,38.8813,325.922,6.6,36289,42.3624,2.1844200000000003,31133,NA,24.3397,62.59998,16.583289999999998,68.13268035349655,16.75968,23.36359,NA,NA,0.2375059,NA,9.085,3.377,8.84901,7.31036,130400,130000,6358,42362.4
Handan,Hebei,2019,21.0103,37.27319945919965,142.68,253.12676584656973,73.24199999999999,90.54,37.5883,348.6,7.2,36546,42.59304,2.7190000000000003,33904,NA,26.206830000000004,69.7208,18.14655,69.24359031595961,25.1025,29.85889,NA,NA,1.07991,NA,NA,NA,9.957,6.979149999999999,130400,130000,6811.594,42593.04
Handan,Hebei,2020,24.6697,41.99863318072585,161.27,249.33102677971848,89.714,106.765,36.4679,363.6604249,4.3,38622.506429,47.56683,3.056898378,35498,NA,28.78178,78.92357,18.77352,65.22709853247437,32.02175,42.140860000000004,NA,NA,0.7764166,0.7514166,NA,NA,13.808000000000002,12.51217,130400,130000,6921.197,47566.83
Handan,Hebei,2021,24.0076,40.103895477933385,168.59,281.64447569018284,98.787,119.641,41.6719,411.4820783,6.850009,43817,53.07000000000001,4.317887132,38124.14,NA,31.40653,75.36616000000001,20.80013,66.22867919505912,26.70437,27.59239,NA,NA,4.4838688,3.7996688,8.658,2.336,9.94,6.766000000000001,130400,130000,NA,53070
Hangzhou,Zhejiang,2016,17.0098,47.244030899571406,71.79,199.39337548602583,192.44412,211.19,99.8626,1131.37223,9.5,124286,260.6629,67.99199999999999,52185,357.867,140.238,140.43099999999998,128.922,91.93086039447223,126.33599999999998,121.321,NA,NA,7.135081300000001,6.068151300000001,3.770000000000001,NA,NA,NA,330100,330000,16213.278,260640.9
Hangzhou,Zhejiang,2017,16.2084,58.76524579063023,42.94,155.7019073001085,204.28,205.885,101.7198,1260.33629,8,135113,273.42031000000003,75.065,56276,398.2,156.74200000000002,154.092,141.716,90.41354582690026,215.881,221.641,NA,NA,6.2010889,4.4010889,3.976,NA,NA,NA,330100,330000,21226.261,273400.47
Hangzhou,Zhejiang,2018,15.9509,74.226857330411,46.43,216.07508109729815,228.21,229.935,106.2886,1430.7,6.7,140180,306.88988,79.556,61172,416.01266,182.506,171.708,165.121,90.47428577690596,307.098,317.16700000000003,NA,NA,4.8965637,4.0132933,NA,NA,NA,NA,330100,330000,24363.813,306889.88
Hangzhou,Zhejiang,2019,16.5281,90.72074851667664,44.919,246.55556194191232,254.086,254.604,100.6717,1537.3,6.8,152465,339.6746,81.15399,66068,428.8,196.597,195.2853,179.11700000000002,91.108714782016,278.86621,294.86898,NA,NA,14.125438399999998,13.5254384,12.86,5.21049,28.475,20.655610000000003,330100,330000,26521.093,339674.6
Hangzhou,Zhejiang,2020,17.5382,99.86850976455447,39.9983,227.76314922381135,282.468,287.014,101.1473,1610.58285,3.9,136617,357.53272000000004,85.61,68666,422.1,209.34,206.96554,197.86,94.51609821343268,369.0454,364.93385,NA,NA,12.424711600000002,6.357827500000003,28.15,6.11565,30.360000000000003,22.28457,330100,330000,27448.131,357532.72
Hangzhou,Zhejiang,2021,18.605,106.82612068033656,56.3373,323.4772764147038,336.92557,345.16,103.7475,1810.942,8.5,149857,362.83268,114.02625,74700,480.5,238.65936,230.03863,223.36029,93.58957888766648,246.06069,244.06886,NA,NA,7.436167900000001,-2.9388490000000003,22.747,9.13894,62.309000000000005,45.36427,330100,330000,29780.532,362832.68
Hanzhong,Shaanxi,2016,15.7087,19.32528908965058,238.88,293.8755962032008,18.167,19.57,16.1295,115.649,9,33597,8.54003,NA,25595,NA,4.51905,28.01731,3.01444,66.70517033447295,3.0798,3.42429,NA,NA,NA,NA,5.0891,NA,NA,NA,610700,610000,3120.31,8540.03
Hanzhong,Shaanxi,2017,13.7243,18.245400103277586,238.21,316.68528629600746,18.29861,21.91,14.6453,133.32999999999998,9.6,38671,9.76134,0.13526,27812,46.397000000000006,4.5648800000000005,31.16957,3.24542,71.09540667005486,3.07144,2.99039,NA,NA,NA,NA,3.14668,2.219,1.36288,0.10999999999999996,610700,610000,3344.142,9761.34
Hanzhong,Shaanxi,2018,13.9019,18.792205204398453,214.2,289.54635428715886,20.46195,24.92,14.6085,147.18800000000002,9.5,42754,11.58499,0.16499999999999998,30380,52.051,4.9963500000000005,34.20165,3.73663,74.78719465209603,4.53853,5.10685,NA,NA,NA,NA,3.31695,2.09429,1.71507,0.86209,610700,610000,4181.474,11584.99
Hanzhong,Shaanxi,2019,17.2106,21.272420722911107,285.5,351.92334016317125,26.635,31.153,12.7862,154.759,6.1,45033,15.40691,0.147,32828,50.488,4.90858,38.38962,3.5590400000000004,72.50650901075261,4.34316,5.91212,NA,NA,NA,NA,5.0891,3.78319,3.4840000000000004,2.8356900000000005,610700,610000,4652.681,15406.91
Hanzhong,Shaanxi,2020,20.3945,23.85845760714823,349,408.28189563817017,32.49661,36.466930000000005,13.2187,159.34,0.9,49179,19.01479,0.286,34417,49.418,4.91786,37.20381,3.41516,69.44402646679654,4.337680000000001,8.41476,NA,NA,NA,NA,NA,NA,NA,NA,610700,610000,4863.965,19014.79
Hanzhong,Shaanxi,2021,21.0723,24.05221815483304,314,358.0664728857697,37.271,41.769,14.2906,176.8718,8.2,55279,21.74568,0.481,37123,NA,5.25053,36.74119,3.66975,69.8929441408772,6.571299999999999,8.37752,NA,NA,NA,NA,NA,NA,NA,NA,610700,610000,5216.644,21745.68
Harbin,Heilongjiang,2016,37.73,35.87205795106262,304.89,404.32066373464056,165.053,168.875,42.9352,610.1609599999999,7.304069,63445,52.61251,3.975,33190,79.17999999999999,37.62384,87.62944999999999,29.7649,79.11180783248068,15.83202,47.47408,NA,NA,3.043,NA,46.72424,-0.28186000000000033,26.27334,-2.7732300000000008,230100,230000,6348.655,51213.01
Harbin,Heilongjiang,2017,27.9553,36.4275770869246,286.55,396.1029913351636,177.65759,171.913,38.4056,635.50487,6.7,57193,49.85896,3.353,35546,81.81,36.81048,95.84676,29.52079,80.19669941820916,21.22246,19.13168,NA,NA,1.8806585,-1.0100594000000005,21.06102,5.382769999999999,17.607310000000002,0,230100,230000,7892.626,49434.33
Harbin,Heilongjiang,2018,38.681,48.694188195485125,328.66,413.73433297911816,193.79552,201.50895,39.9481,501.0100000000001,5.1,57837,58.498900000000006,3.183,37828,84.77000000000001,38.43671,96.21654,32.441199999999995,84.40160461184112,20.128120000000003,29.45321,NA,NA,0.1437474,0.05874739999999999,30.87254,7.673639999999997,18.44275,11.694780000000002,230100,230000,8948.22,58499.96
Harbin,Heilongjiang,2019,40.5995,49.8831992938774,348.97,428.76753545001554,213.12307,149.39,33.6839,524.9399999999999,4.4,55175,62.0449,3.652,40007,86.47,37.09066,110.11389,30.60697,82.5193458407049,23.24906,28.06627,NA,NA,0.49531,-0.49769,NA,NA,12.3897,9.83575,230100,230000,9779.755,62044.9
Harbin,Heilongjiang,2020,47.9534,54.07302725125776,385.53,434.72714322814153,248.58077,253.58667,29.2164,518.38,0.6,51596.62443,62.20494,3.71,39791,89.72,33.95674,116.22493,28.16897,82.95546038871812,30.367110000000004,55.67553,NA,NA,0.14,-2.04,26.914,13.180689999999998,27.96218,22.25638,230100,230000,9460.495,62204.94
Harbin,Heilongjiang,2021,50.4737,56.25839979623893,436.04,486.01677974640506,270.11826,277.204,36.8737,535.1659999999999,5.5,56580,53.13706,5.340999999999999,42745,96.08,36.58149,99.20759,28.11166,76.84667847045048,25.26008,35.82759,NA,NA,NA,NA,31.001,9.047999999999998,23.958,13.001,230100,230000,NA,NA
Hebi,Henan,2016,17.979,21.3223926997313,175.03,207.58542280243657,13.876,14.349,37.1157,77.17894,7.899356,47940.207466,7.62,0.2319,26184.10096,44.932,5.56089,14.9826,3.52452,63.38050204193932,2.1047,2.49755,NA,NA,0.12,NA,2.73218,0.2651199999999999,1.6534600000000002,0.3318000000000001,410600,410000,3518.475,7620
Hebi,Henan,2017,14.6813,18.082479176899938,142.04,174.78631716950173,12.151,15.286,39.7192,82.76515,8.160518,51167.740117,8.440000000000001,0.23068,28519.72,45.403,5.972659999999999,15.037200000000002,3.85649,64.56905298476727,2.50051,3.24161,NA,NA,NA,NA,1.03952,0.35021000000000013,2.03181,0.5967800000000001,410600,410000,4059.692,8440.13
Hebi,Henan,2018,15.3925,19.93493668714736,131.97,170.82289767566024,13.26678,16.455000000000002,44.2494,86.19013,5.9,53084.1,9,0.36,30687.52,NA,6.4541,14.58574,4.57316,70.85666475573666,3.59511,4.572290000000001,NA,NA,0.2755509,NA,NA,NA,NA,NA,410600,410000,3998.776,9000
Hebi,Henan,2019,15.5172,22.238541369773703,127.93,183.3451852443692,15.34161,18.658,48.06,98.8686155,7.1,60678.16374,9.366,0.437,32835.6,NA,6.945099999999999,14.44942,4.865,70.04938733783531,5.023,6.301,NA,NA,0.1780065,0.058006500000000016,NA,NA,NA,NA,410600,410000,4382.083,9366.28
Hebi,Henan,2020,19.2512,27.31511673485656,153.57,217.93752567114623,18.88492,21.97535,39.8964,98.0974778,1.952114,62736.211928,8.693999999999999,0.557,33426.6,NA,7.1036600000000005,17.80526,4.42827,62.33786526945264,5.11335,9.11196,NA,NA,NA,NA,1.144,0.27563999999999994,4.783,3.271,410600,410000,5238.684,8694
Hebi,Henan,2021,18.2278,28.07421602999473,191.93,211.23466451344348,19.40602,25.39787,43.2837,106.46404,6.678489,67802.853121,9.17,0.8619999999999999,35934,NA,7.36926,17.0255,4.43457,60.17659846443198,6.574720000000001,10.59376,NA,NA,0.03,-0.18,1.439,0.3960000000000001,8.699,7.733,410600,410000,NA,9170.13
Hechi,Guangxi,2016,10.56,15.001864247088026,19.69,41.005451328308176,6.9430000000000005,NA,11.5118,65.71807609999999,4.9,18842,5.59687,0.27558,23660,NA,3.3356699999999995,28.976,1.95971,58.750116168565846,1.84925,1.7757200000000002,NA,NA,NA,NA,5.308,1.661,0.6457499999999999,0.1,451200,450000,3516.886,5596.87
Hechi,Guangxi,2017,21.98,26.45463700125238,44.3,79.53956719741952,16.145,NA,11.0085,73.46000000000001,5.3,20921,6.006410000000001,0.28808,25647,NA,3.62235,32.905,2.18754,60.39007826411032,1.24781,1.6594000000000002,NA,NA,NA,NA,4.28812,3.12983,0.45946999999999993,0,451200,450000,3645.8,6006.41
Hechi,Guangxi,2018,25.5132,30.741361603343453,51.85,74.81988139887,20.1120621,20.68,11.3401,78.82998710000001,6.4,22302,3.992,0.427,27468,NA,3.99273,35.208929999999995,2.42029,60.61742216478449,1.87367,2.48756,NA,NA,NA,NA,5.27722,3.46122,0.67909,0.5399999999999999,451200,450000,4226.083,3992
Hechi,Guangxi,2019,28.9957,34.65298419396424,58.49,74.14959814508948,25.4611345,26.3014598,11.7701,87.81,6,24703,4.59996,0.439,29665,NA,4.5978900000000005,39.06421,2.53873,55.21510953937566,2.40718,3.76347,NA,NA,NA,NA,4.71189,3.83449,1.1869999999999998,NA,451200,450000,4436.598,4599.96
Hechi,Guangxi,2020,31.9298,39.30446016766015,58.66,80.73568258982897,29.62158,29.999,11.3591,92.771,5.1,27119,6.013,0.6519999999999999,30881,NA,5.07823,44.70624,2.6004,51.20681812363757,3.78435,7.232139999999999,NA,NA,NA,NA,2.62899,1.64444,NA,NA,451200,450000,4465.368,6013
Hechi,Guangxi,2021,32.1324,38.90079278481146,71.5117,86.57502925740643,33.481,34,15.1276,104.197,7.5,30461,6.627689999999999,0.907,33351,NA,5.64144,37.29233,2.99348,53.06233869366687,4.3211,6.474169999999999,NA,NA,NA,NA,3.4130000000000003,1.6865100000000002,2.458,2.26345,451200,450000,4692.245,6627.69
Hegang,Heilongjiang,2016,19.3638,48.36072938628179,242.6,605.8927893738141,5.1140300000000005,7.442,17.7466,26.410313,-1.169709,25244,0.37987,0.07812329999999999,20085,4.18,1.887,10.633,1.088,57.65765765765766,0.221,0.473,NA,NA,NA,NA,3.19715,NA,NA,NA,230400,230000,2659.647,379.87
Hegang,Heilongjiang,2017,22.452,62.16734040893793,236.47,654.7586470056101,6.35201,8.86094,20.8035,28.291481,7.3,27658,0.81386,0.1535422,21370,NA,2.31332,11.11987,1.4541499999999998,62.85987239119534,0.37287,0.2906,NA,NA,NA,NA,1.48897,1.44897,NA,NA,230400,230000,2842.308,813.86
Hegang,Heilongjiang,2018,29.4387,63.11440378863949,315.46,675.4169670490029,8.525459999999999,8.860710000000001,21.8216,28.96,4.7,28891,0.72175,0.115,22639,NA,2.5238,11.56562,1.64693,65.25596323004993,0.17855,0.48028,NA,NA,NA,NA,2.66533,1.1702800000000002,0.34961000000000003,NA,230400,230000,2885.345,721.75
Hegang,Heilongjiang,2019,34.3101,35.8419153534087,435.66,455.1114069495665,11.54167,11.87798,17.4462,33.63924,3.655638,33981,0.3496,0.272,24149,NA,2.4940100000000003,14.29543,1.50502,60.34538754856637,0.14982,0.66608,NA,NA,NA,NA,3.19715,2.48673,0.5867,0.53067,230400,230000,3046.336,349.6
Hegang,Heilongjiang,2020,38.587,39.8069382984439,522.33,275.16430652256946,13.12891,13.80628,16.798,34.02415,0.307415,37797,0.24718,0.33,24521,NA,2.29843,13.682759999999998,1.33183,57.94520607545151,0.21096,1.24622,NA,NA,NA,NA,1.72859,0.8832400000000001,0.70431,0.70431,230400,230000,3334.572,247.18
Hegang,Heilongjiang,2021,41.7983,41.79833427442124,479.86,479.859785367245,14.80497,14.964,23.2926,35.42,7,40338,0.61014,0.38,26041.91,NA,2.82516,12.12898,1.52333,53.92013195712809,0.23935,0.91876,NA,NA,NA,NA,1.395,0.6379999999999999,1.252,1.039,230400,230000,NA,NA
Heihe,Heilongjiang,2016,6.88,11.51920263985815,102.29,167.1100223513643,3.3200000000000003,NA,17.795,47.080560000000006,6.150963,28473,1.0157500000000002,0.6100831999999999,24474,NA,3.03182,17.0375,1.46341,48.26836685555211,0.21353,0.50331,NA,NA,NA,NA,0.8699999999999999,0.1999999999999999,NA,NA,231100,230000,2492.684,1015.75
Heihe,Heilongjiang,2017,8.32,14.011767503333347,115.52,188.63484196592827,4.195,5.035,15.2225,48.88486,6.4,30236,1.05781,0.5761233,26138,NA,3.21412,21.11421,1.49495,46.511953505158495,0.41704,0.64496,NA,NA,NA,NA,1.08228,0.8811300000000001,0.15,NA,231100,230000,2715.107,1057.81
Heihe,Heilongjiang,2018,10.97,11.546228469609977,148.94,148.93394248473507,5.832,6.048,16.0634,50.510000000000005,7,31600,2.61512,0.6719999999999999,27957,NA,3.4389899999999995,21.40881,1.6908999999999998,49.168505869455856,0.47684,0.7851600000000001,NA,NA,NA,NA,1.81135,1.09557,0.3875,NA,231100,230000,3224.35,2615.12
Heihe,Heilongjiang,2019,13.24,13.240626491513824,176.48,176.47261969171973,7.665000000000001,7.895999999999999,17.386,57.89001,5.970011,36478,1.95929,0.561,29970,NA,3.88098,22.32248,1.90122,48.988142170276575,0.46247,0.86065,NA,NA,NA,NA,2.141,1.68293,0.36806,0.3679,231100,230000,3517.082,1959.29
Heihe,Heilongjiang,2020,18.1667,18.16666402160648,219.91,219.9108592506187,11.16074,11.3036,16.5872,61.435275,3.475212,47085.681653,1.51896,0.735,30899,NA,4.2527,25.63837,2.07993,48.90845815599501,0.8224199999999999,4.62651,NA,NA,NA,NA,2.896,2.3880000000000003,1.194,1.1315,231100,230000,3647.828,1518.96
Heihe,Heilongjiang,2021,25.4391,25.439146130905662,324.36,324.3577299553908,16.20728,16.538,17.2488,63.71,6.2,50206,2.24512,1.087,33477,NA,4.49192,26.0419,2.30244,51.25736878662131,0.50381,3.42656,NA,NA,NA,NA,2.765,2.234,2.902,2.90174,231100,230000,NA,NA
Hengshui,Hebei,2016,3.7,3.6981162632267335,34.64,34.631303876503665,5.252000000000001,NA,31.6154,142.01825,7.8,31955,19.0082,2.656550896,23787.07,47.39,9.57247,30.27787,6.0226,62.91584094805207,5.567,6.611839999999999,NA,NA,NA,NA,NA,NA,NA,NA,131100,130000,3699.342,19008.2
Hengshui,Hebei,2017,4.3061,4.459077781115807,29.67,30.72003918698761,6.559,NA,34.6891,152.31872,7.2,34177,19.91383,2.928108353,26195,NA,10.34737,29.82886,6.65732,64.33828112844134,11.74901,13.415020000000002,NA,NA,NA,NA,NA,NA,3.77872,3.66,131100,130000,4570.523,19913.83
Hengshui,Hebei,2018,13.5417,15.444163741759,77.09,87.92550255298688,18.712,23.303,32.013,138.18099999999998,6.9,34898,23.74619,3.250256,28736,NA,11.49935,35.92082,7.60419,66.12712892467835,12.74476,13.80379,NA,NA,NA,NA,2.6533100000000003,1.86421,3.24918,2.51786,131100,130000,5154,23746.19
Hengshui,Hebei,2019,16.9128,18.58791281812745,115.67,127.12983645746463,25.452,30.479000000000003,30.9552,150.49,6.8,33599,23.70261,3.391,31581,NA,12.20489,39.42764,8.04908,65.94963166402974,9.77366,12.39297,NA,NA,NA,NA,NA,NA,NA,NA,131100,130000,5639.746,23702.61
Hengshui,Hebei,2020,21.8414,23.807951958120302,148.89,162.29654602302418,34.077,37.669,30.3101,156.0201401,4,36938.116538,24.23709,3.42893,33223,NA,12.72578,41.9853,7.577599999999999,59.54526952375414,10.13056,15.92981,NA,NA,NA,NA,NA,NA,NA,NA,131100,130000,5913.321,24237.09
Hengshui,Hebei,2021,27.545,29.606948159821567,200.6,215.6211057730736,46.912,51.218,34.5667,170.3100928,6.750785,40561,NA,3.710664204,35748.24,NA,13.66405,39.52953,7.923019999999999,57.98441896802192,9.19822,17.14232,NA,NA,NA,NA,2.813,1.786,11.675,11.032,131100,130000,NA,NA
Hengyang,Hunan,2016,7.54,27.79969805884117,57.83,213.28145063498707,21.622,NA,37.9426,286.857,7.9,39233,15.08431,2.6727061,28848.10412,NA,20.46698,53.94202,8.79112,42.952697466846594,16.92276,13.85163,NA,NA,2.3349934,2.2989334,11.91614,2.3679,11.14708,0.13499999999999945,430400,430000,3499.88,15084.31
Hengyang,Hunan,2017,15.4341,41.7236553258612,123.21,333.09020830790223,45.091,NA,30.6186,292.152,8.4,40321,17.39429,4.4866575,31300.09892,NA,16.24102,53.04298,9.07396,55.870628815185256,20.34862,18.14678,NA,NA,1.81805,-2.0519100000000003,7.446479999999999,3.4331399999999994,3.924,-0.011999999999999744,430400,430000,3974.22,17394.29
Hengyang,Hunan,2018,17.0179,43.27227838315446,159.8,325.79793777875767,51.837,64.817,30.3583,304.603,8.3,42163,25.31269,4.208197575,33741,NA,16.13489,53.1482,10.33714,64.06700014688666,24.17921,19.79699,NA,NA,NA,NA,5.24426,1.54604,5.991,2.806,430400,430000,4862.09,25312.69
Hengyang,Hunan,2019,19.6689,44.94328420984795,180.23,344.42965040823685,66.337,71.87100000000001,28.3661,337.26778290000004,8.1,46378.95804,29.09171,5.34043,36542,NA,17.02028,60.00208,11.86845,69.73122651331236,26.90016,24.29557,NA,NA,0.19,-1.58,NA,NA,NA,NA,430400,430000,4829.74,29091.71
Hengyang,Hunan,2020,25.3011,57.71831285246686,190.06,433.5787738524453,88.769,92.849,30.0373,350.85,4,52550.00374,31.44768,4.43405,38478.450713,NA,17.34698,57.75145,11.38698,65.64243459092015,29.24275,36.15403,NA,NA,0.4578,-1.20416,NA,NA,NA,NA,430400,430000,5016.17,31447.68
Hengyang,Hunan,2021,26.5775,64.41510713276271,217.08,525.5448907436158,102.066,102.92,33.0055,384.031,8.1,57909.243621,35.56792,5.77908206,41364,NA,18.393,55.727,12.341,67.09617789376394,28.582,30.437,NA,NA,1.3005406,-0.24891940000000004,NA,NA,NA,NA,430400,430000,4951.62,35567.92
Hezhou,Guangxi,2016,18.9733,26.375032909492653,37.04,75.28223130607357,9.83176,NA,19.7824,51.819,8.1,25498,3.147,0.519,26883,14.467,3.2419,16.38784,1.89937,58.58817360190013,2.32979,2.49702,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,2908.501,3147
Hezhou,Guangxi,2017,21.1547,28.38256410043183,55.74,74.78131732482524,11.61035,12.104,17.163,54.883,7.8,26802,4.220000000000001,0.07163,28899,13.215,3.08911,17.99863,1.80541,58.44434157411034,2.83484,1.48781,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,3741.479,4219.75
Hezhou,Guangxi,2018,23.5277,25.06437402132859,55,58.59418631280408,14.17849,14.791999999999998,16.8604,60.2628847,8.9,29188,5.1530000000000005,0.15,30864,NA,3.24978,19.27463,2.02524,62.319295460000376,4.4670000000000005,3.712,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4296.096,5153
