Region,Province,year,GDP: Industry,GDP,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Longitude,Latitude,Post Code
Heyuan,Guangdong,2018,SI - Industry,28.115,21.9,23.58954946,57.77,62.19778713,22.056,23.649,22.9743,100.6,6.3,32530,22.13388,4.079,25492,33.15,7.695,33.494,5.24694,68.18635478,4.97,6.316,NA,NA,NA,NA,NA,NA,NA,NA,441600,440000,5970.753,22133.88,114.7,23.73,517000
Heyuan,Guangdong,2018,Primary Industry,10.784,21.9,23.58954946,57.77,62.19778713,22.056,23.649,22.9743,100.6,6.3,32530,22.13388,4.079,25492,33.15,7.695,33.494,5.24694,68.18635478,4.97,6.316,NA,NA,NA,NA,NA,NA,NA,NA,441600,440000,5970.753,22133.88,114.7,23.73,517000
Hezhou,Guangxi,2017,Primary Industry,11.576,21.1547,28.3825641,55.74,74.78131732,11.61035,12.104,17.163,54.883,7.8,26802,4.22,0.07163,28899,13.215,3.08911,17.99863,1.80541,58.44434157,2.83484,1.48781,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,3741.479,4219.75,111.55,24.42,542800
Hezhou,Guangxi,2017,NA,54.883,21.1547,28.3825641,55.74,74.78131732,11.61035,12.104,17.163,54.883,7.8,26802,4.22,0.07163,28899,13.215,3.08911,17.99863,1.80541,58.44434157,2.83484,1.48781,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,3741.479,4219.75,111.55,24.42,542800
Hezhou,Guangxi,2020,Primary Industry,14.417,28.2332,29.07945971,69.91,69.42586369,21.28643,21.586,17.7423,75.395,7,37539,9.54503,0.252,34075,NA,4.08698,23.03526,2.6294400000000002,64.33699211,5.65138,8.76353,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4936.565,9545.03,111.55,24.42,542800
Hezhou,Guangxi,2016,Primary Industry,11.144,18.9733,26.37503291,37.04,75.28223131,9.83176,NA,19.7824,51.819,8.1,25498,3.147,0.519,26883,14.467,3.2419,16.38784,1.89937,58.5881736,2.32979,2.49702,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,2908.501,3147,111.55,24.42,542800
Hezhou,Guangxi,2017,Secondary Industry,21.091,21.1547,28.3825641,55.74,74.78131732,11.61035,12.104,17.163,54.883,7.8,26802,4.22,0.07163,28899,13.215,3.08911,17.99863,1.80541,58.44434157,2.83484,1.48781,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,3741.479,4219.75,111.55,24.42,542800
Hezhou,Guangxi,2017,Tertiary Industry,22.216,21.1547,28.3825641,55.74,74.78131732,11.61035,12.104,17.163,54.883,7.8,26802,4.22,0.07163,28899,13.215,3.08911,17.99863,1.80541,58.44434157,2.83484,1.48781,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,3741.479,4219.75,111.55,24.42,542800
Hezhou,Guangxi,2020,Secondary Industry,25.759,28.2332,29.07945971,69.91,69.42586369,21.28643,21.586,17.7423,75.395,7,37539,9.54503,0.252,34075,NA,4.08698,23.03526,2.6294400000000002,64.33699211,5.65138,8.76353,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4936.565,9545.03,111.55,24.42,542800
Hezhou,Guangxi,2019,Tertiary Industry,32.095,25.0474,26.13948675,61.58,64.26404146,17.53593,18.191,16.4895,70.011,11.8,33676,8.778,0.208,33179,NA,3.6159,21.92849,2.30631,63.7824608,4.69442,4.32914,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,5103.714,8778.13,111.55,24.42,542800
Hezhou,Guangxi,2016,Tertiary Industry,19.52,18.9733,26.37503291,37.04,75.28223131,9.83176,NA,19.7824,51.819,8.1,25498,3.147,0.519,26883,14.467,3.2419,16.38784,1.89937,58.5881736,2.32979,2.49702,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,2908.501,3147,111.55,24.42,542800
Hezhou,Guangxi,2019,NA,70.011,25.0474,26.13948675,61.58,64.26404146,17.53593,18.191,16.4895,70.011,11.8,33676,8.778,0.208,33179,NA,3.6159,21.92849,2.30631,63.7824608,4.69442,4.32914,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,5103.714,8778.13,111.55,24.42,542800
Hezhou,Guangxi,2020,Tertiary Industry,35.219,28.2332,29.07945971,69.91,69.42586369,21.28643,21.586,17.7423,75.395,7,37539,9.54503,0.252,34075,NA,4.08698,23.03526,2.6294400000000002,64.33699211,5.65138,8.76353,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4936.565,9545.03,111.55,24.42,542800
Hezhou,Guangxi,2018,Primary Industry,11.962,23.5277,25.06437402,55,58.59418631,14.17849,14.792,16.8604,60.2628847,8.9,29188,5.153,0.15,30864,NA,3.24978,19.27463,2.02524,62.31929546,4.467,3.712,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4296.096,5153,111.55,24.42,542800
Hezhou,Guangxi,2020,NA,75.395,28.2332,29.07945971,69.91,69.42586369,21.28643,21.586,17.7423,75.395,7,37539,9.54503,0.252,34075,NA,4.08698,23.03526,2.6294400000000002,64.33699211,5.65138,8.76353,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4936.565,9545.03,111.55,24.42,542800
Hezhou,Guangxi,2018,Tertiary Industry,26.962,23.5277,25.06437402,55,58.59418631,14.17849,14.792,16.8604,60.2628847,8.9,29188,5.153,0.15,30864,NA,3.24978,19.27463,2.02524,62.31929546,4.467,3.712,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4296.096,5153,111.55,24.42,542800
Hezhou,Guangxi,2016,Secondary Industry,21.155,18.9733,26.37503291,37.04,75.28223131,9.83176,NA,19.7824,51.819,8.1,25498,3.147,0.519,26883,14.467,3.2419,16.38784,1.89937,58.5881736,2.32979,2.49702,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,2908.501,3147,111.55,24.42,542800
Hezhou,Guangxi,2019,Primary Industry,13.428,25.0474,26.13948675,61.58,64.26404146,17.53593,18.191,16.4895,70.011,11.8,33676,8.778,0.208,33179,NA,3.6159,21.92849,2.30631,63.7824608,4.69442,4.32914,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,5103.714,8778.13,111.55,24.42,542800
Hezhou,Guangxi,2019,Secondary Industry,24.488,25.0474,26.13948675,61.58,64.26404146,17.53593,18.191,16.4895,70.011,11.8,33676,8.778,0.208,33179,NA,3.6159,21.92849,2.30631,63.7824608,4.69442,4.32914,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,5103.714,8778.13,111.55,24.42,542800
Hezhou,Guangxi,2018,NA,60.983,23.5277,25.06437402,55,58.59418631,14.17849,14.792,16.8604,60.2628847,8.9,29188,5.153,0.15,30864,NA,3.24978,19.27463,2.02524,62.31929546,4.467,3.712,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4296.096,5153,111.55,24.42,542800
Hezhou,Guangxi,2018,Secondary Industry,21.339,23.5277,25.06437402,55,58.59418631,14.17849,14.792,16.8604,60.2628847,8.9,29188,5.153,0.15,30864,NA,3.24978,19.27463,2.02524,62.31929546,4.467,3.712,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,4296.096,5153,111.55,24.42,542800
Hezhou,Guangxi,2016,NA,51.819,18.9733,26.37503291,37.04,75.28223131,9.83176,NA,19.7824,51.819,8.1,25498,3.147,0.519,26883,14.467,3.2419,16.38784,1.89937,58.5881736,2.32979,2.49702,NA,NA,NA,NA,NA,NA,NA,NA,451100,450000,2908.501,3147,111.55,24.42,542800
Hohhot,Inner Mongolia,2019,Secondary Industry,82.384,32.2237,58.66123957,244.26,444.6664049,89.95235,94.23178,48.6013,279.15,5.463,89138,17.52248,1.80428,49397,NA,20.31169,41.79245,17.24,84.8772308,16.4617,15.60443,NA,NA,1.18614,NA,NA,NA,NA,NA,150100,150000,10028.635,17522.48,111.73,40.83,10000
Hohhot,Inner Mongolia,2019,Primary Industry,11.421,32.2237,58.66123957,244.26,444.6664049,89.95235,94.23178,48.6013,279.15,5.463,89138,17.52248,1.80428,49397,NA,20.31169,41.79245,17.24,84.8772308,16.4617,15.60443,NA,NA,1.18614,NA,NA,NA,NA,NA,150100,150000,10028.635,17522.48,111.73,40.83,10000
Hohhot,Inner Mongolia,2019,NA,279.146,32.2237,58.66123957,244.26,444.6664049,89.95235,94.23178,48.6013,279.15,5.463,89138,17.52248,1.80428,49397,NA,20.31169,41.79245,17.24,84.8772308,16.4617,15.60443,NA,NA,1.18614,NA,NA,NA,NA,NA,150100,150000,10028.635,17522.48,111.73,40.83,10000
Hohhot,Inner Mongolia,2020,Primary Industry,12.646,34.2917,63.37108695,238.8,441.2952058,96.04,96.16,49.5025,280.068,0.2,81656,24.68943,2.13,49789,NA,21.71024,43.85688,17.9625,82.73745477,18.42336,24.2922,NA,NA,0.7733688,-0.1962857,9.54757,2.83126,9.20453,5.80875,150100,150000,11066.33,24689.43,111.73,40.83,10000
Hohhot,Inner Mongolia,2020,NA,280.068,34.2917,63.37108695,238.8,441.2952058,96.04,96.16,49.5025,280.068,0.2,81656,24.68943,2.13,49789,NA,21.71024,43.85688,17.9625,82.73745477,18.42336,24.2922,NA,NA,0.7733688,-0.1962857,9.54757,2.83126,9.20453,5.80875,150100,150000,11066.33,24689.43,111.73,40.83,10000
Hohhot,Inner Mongolia,2016,Secondary Industry,88.443,26.8572,27.1702818,285.91,289.2398142,85.23376,NA,64.2071,317.359,7.7,103235,52.05165,1.30868,40220,NA,26.9653,41.99738,18.802,69.72664869,2.79979,3.49281,NA,NA,2.5096688,2.2096688,20.53636,7.05924,10.54166,0.33946,150100,150000,5195.792,52051.65,111.73,40.83,10000
Hohhot,Inner Mongolia,2018,Primary Industry,10.84,32.3162,60.64918337,222.83,418.202489,84.06733,87.154,57.3863,260.14,3.9,83362,17.425,1.77333,46565,NA,20.47198,35.67396,17.2221,84.12522873,17.0893,15.75333,NA,NA,NA,NA,5.25698,1.40308,2.1322,1.18391,150100,150000,8251.298,17425,111.73,40.83,10000
Hohhot,Inner Mongolia,2017,NA,274.372,30.7652,57.54387008,317.46,592.3178112,84.41103,82.884,49.995,274.372,5,78434,23.83997,1.59913,43518,NA,20.15,40.304,16.80636,83.4062531,6.31963,6.10343,NA,NA,0.8802984,NA,10.2796,0.49218,12.81121,0.5697,150100,150000,5661.607,23839.97,111.73,40.83,10000
Hohhot,Inner Mongolia,2019,Tertiary Industry,185.341,32.2237,58.66123957,244.26,444.6664049,89.95235,94.23178,48.6013,279.15,5.463,89138,17.52248,1.80428,49397,NA,20.31169,41.79245,17.24,84.8772308,16.4617,15.60443,NA,NA,1.18614,NA,NA,NA,NA,NA,150100,150000,10028.635,17522.48,111.73,40.83,10000
Hohhot,Inner Mongolia,2018,Secondary Industry,80.14,32.3162,60.64918337,222.83,418.202489,84.06733,87.154,57.3863,260.14,3.9,83362,17.425,1.77333,46565,NA,20.47198,35.67396,17.2221,84.12522873,17.0893,15.75333,NA,NA,NA,NA,5.25698,1.40308,2.1322,1.18391,150100,150000,8251.298,17425,111.73,40.83,10000
Hohhot,Inner Mongolia,2020,Secondary Industry,81.573,34.2917,63.37108695,238.8,441.2952058,96.04,96.16,49.5025,280.068,0.2,81656,24.68943,2.13,49789,NA,21.71024,43.85688,17.9625,82.73745477,18.42336,24.2922,NA,NA,0.7733688,-0.1962857,9.54757,2.83126,9.20453,5.80875,150100,150000,11066.33,24689.43,111.73,40.83,10000
Hohhot,Inner Mongolia,2017,Primary Industry,10.774,30.7652,57.54387008,317.46,592.3178112,84.41103,82.884,49.995,274.372,5,78434,23.83997,1.59913,43518,NA,20.15,40.304,16.80636,83.4062531,6.31963,6.10343,NA,NA,0.8802984,NA,10.2796,0.49218,12.81121,0.5697,150100,150000,5661.607,23839.97,111.73,40.83,10000
Hohhot,Inner Mongolia,2018,NA,290.35,32.3162,60.64918337,222.83,418.202489,84.06733,87.154,57.3863,260.14,3.9,83362,17.425,1.77333,46565,NA,20.47198,35.67396,17.2221,84.12522873,17.0893,15.75333,NA,NA,NA,NA,5.25698,1.40308,2.1322,1.18391,150100,150000,8251.298,17425,111.73,40.83,10000
Hohhot,Inner Mongolia,2018,Tertiary Industry,199.37,32.3162,60.64918337,222.83,418.202489,84.06733,87.154,57.3863,260.14,3.9,83362,17.425,1.77333,46565,NA,20.47198,35.67396,17.2221,84.12522873,17.0893,15.75333,NA,NA,NA,NA,5.25698,1.40308,2.1322,1.18391,150100,150000,8251.298,17425,111.73,40.83,10000
Hohhot,Inner Mongolia,2017,Secondary Industry,75.575,30.7652,57.54387008,317.46,592.3178112,84.41103,82.884,49.995,274.372,5,78434,23.83997,1.59913,43518,NA,20.15,40.304,16.80636,83.4062531,6.31963,6.10343,NA,NA,0.8802984,NA,10.2796,0.49218,12.81121,0.5697,150100,150000,5661.607,23839.97,111.73,40.83,10000
Hohhot,Inner Mongolia,2020,Tertiary Industry,185.849,34.2917,63.37108695,238.8,441.2952058,96.04,96.16,49.5025,280.068,0.2,81656,24.68943,2.13,49789,NA,21.71024,43.85688,17.9625,82.73745477,18.42336,24.2922,NA,NA,0.7733688,-0.1962857,9.54757,2.83126,9.20453,5.80875,150100,150000,11066.33,24689.43,111.73,40.83,10000
Hohhot,Inner Mongolia,2016,Primary Industry,11.349,26.8572,27.1702818,285.91,289.2398142,85.23376,NA,64.2071,317.359,7.7,103235,52.05165,1.30868,40220,NA,26.9653,41.99738,18.802,69.72664869,2.79979,3.49281,NA,NA,2.5096688,2.2096688,20.53636,7.05924,10.54166,0.33946,150100,150000,5195.792,52051.65,111.73,40.83,10000
Hohhot,Inner Mongolia,2016,NA,317.359,26.8572,27.1702818,285.91,289.2398142,85.23376,NA,64.2071,317.359,7.7,103235,52.05165,1.30868,40220,NA,26.9653,41.99738,18.802,69.72664869,2.79979,3.49281,NA,NA,2.5096688,2.2096688,20.53636,7.05924,10.54166,0.33946,150100,150000,5195.792,52051.65,111.73,40.83,10000
Hohhot,Inner Mongolia,2016,Tertiary Industry,217.567,26.8572,27.1702818,285.91,289.2398142,85.23376,NA,64.2071,317.359,7.7,103235,52.05165,1.30868,40220,NA,26.9653,41.99738,18.802,69.72664869,2.79979,3.49281,NA,NA,2.5096688,2.2096688,20.53636,7.05924,10.54166,0.33946,150100,150000,5195.792,52051.65,111.73,40.83,10000
Hohhot,Inner Mongolia,2017,Tertiary Industry,188.023,30.7652,57.54387008,317.46,592.3178112,84.41103,82.884,49.995,274.372,5,78434,23.83997,1.59913,43518,NA,20.15,40.304,16.80636,83.4062531,6.31963,6.10343,NA,NA,0.8802984,NA,10.2796,0.49218,12.81121,0.5697,150100,150000,5661.607,23839.97,111.73,40.83,10000
Huaibei,Anhui,2017,Tertiary Industry,33.681,14.7107,20.06655402,143.79,196.1368239,13.59279,14.22,39.6273,92.401,7.6,41660,11.21734,0.60809,29578,50.34,6.054,15.27736,4.913,81.15295672,3.22224,4.24922,NA,NA,0.454625,-1.933244,1.05017,0.11204,1.82368,1.46574,340600,340000,5268.673,11217.34,116.8,33.95,235000
Huaibei,Anhui,2018,Tertiary Industry,37.993,14.5036,14.50363889,99.77,99.77181193,14.28884,15.142,42.1897,98.519,3.6,43962,13.17395,0.71844,31959,49.49,7.03307,16.67011,5.22703,74.32074471,7.19145,6.71093,NA,NA,0.0816667,NA,3.10581,-0.17651,1.14007,1.0992,340600,340000,5940.434,13173.95,116.8,33.95,235000
Huaibei,Anhui,2020,Secondary Industry,46.703,15.5072,74.83768259,216.74,1045.970408,17.35415,18.518,43.5731,111.91,3.3,56661,21.41794,1.0062,36428.1,42.24,8.007,18.376,5.7144,71.36755339,NA,NA,NA,NA,5.308,4.6043928,0.891,-0.159,2.964,2.82,340600,340000,6428.522,21417.94,116.8,33.95,235000
Huaibei,Anhui,2017,Primary Industry,6.402,14.7107,20.06655402,143.79,196.1368239,13.59279,14.22,39.6273,92.401,7.6,41660,11.21734,0.60809,29578,50.34,6.054,15.27736,4.913,81.15295672,3.22224,4.24922,NA,NA,0.454625,-1.933244,1.05017,0.11204,1.82368,1.46574,340600,340000,5268.673,11217.34,116.8,33.95,235000
Huaibei,Anhui,2017,NA,92.401,14.7107,20.06655402,143.79,196.1368239,13.59279,14.22,39.6273,92.401,7.6,41660,11.21734,0.60809,29578,50.34,6.054,15.27736,4.913,81.15295672,3.22224,4.24922,NA,NA,0.454625,-1.933244,1.05017,0.11204,1.82368,1.46574,340600,340000,5268.673,11217.34,116.8,33.95,235000
Huaibei,Anhui,2019,Secondary Industry,46.06,13.6371,62.34581523,194.72,478.3277442,14.7,15.81,80.2857,107.794,3,47654,17.34203,0.81457,34727,42.05,14.05,17.5,11.35,80.78291815,NA,NA,NA,NA,1.5790741,0.0390741,NA,NA,NA,NA,340600,340000,6298.093,17342.03,116.8,33.95,235000
Huaibei,Anhui,2020,Primary Industry,8.035,15.5072,74.83768259,216.74,1045.970408,17.35415,18.518,43.5731,111.91,3.3,56661,21.41794,1.0062,36428.1,42.24,8.007,18.376,5.7144,71.36755339,NA,NA,NA,NA,5.308,4.6043928,0.891,-0.159,2.964,2.82,340600,340000,6428.522,21417.94,116.8,33.95,235000
Huaibei,Anhui,2020,Tertiary Industry,57.169,15.5072,74.83768259,216.74,1045.970408,17.35415,18.518,43.5731,111.91,3.3,56661,21.41794,1.0062,36428.1,42.24,8.007,18.376,5.7144,71.36755339,NA,NA,NA,NA,5.308,4.6043928,0.891,-0.159,2.964,2.82,340600,340000,6428.522,21417.94,116.8,33.95,235000
Huaibei,Anhui,2017,Secondary Industry,52.318,14.7107,20.06655402,143.79,196.1368239,13.59279,14.22,39.6273,92.401,7.6,41660,11.21734,0.60809,29578,50.34,6.054,15.27736,4.913,81.15295672,3.22224,4.24922,NA,NA,0.454625,-1.933244,1.05017,0.11204,1.82368,1.46574,340600,340000,5268.673,11217.34,116.8,33.95,235000
Huaibei,Anhui,2019,Tertiary Industry,54.45,13.6371,62.34581523,194.72,478.3277442,14.7,15.81,80.2857,107.794,3,47654,17.34203,0.81457,34727,42.05,14.05,17.5,11.35,80.78291815,NA,NA,NA,NA,1.5790741,0.0390741,NA,NA,NA,NA,340600,340000,6298.093,17342.03,116.8,33.95,235000
Huaibei,Anhui,2020,NA,111.906,15.5072,74.83768259,216.74,1045.970408,17.35415,18.518,43.5731,111.91,3.3,56661,21.41794,1.0062,36428.1,42.24,8.007,18.376,5.7144,71.36755339,NA,NA,NA,NA,5.308,4.6043928,0.891,-0.159,2.964,2.82,340600,340000,6428.522,21417.94,116.8,33.95,235000
Huaibei,Anhui,2019,Primary Industry,7.28,13.6371,62.34581523,194.72,478.3277442,14.7,15.81,80.2857,107.794,3,47654,17.34203,0.81457,34727,42.05,14.05,17.5,11.35,80.78291815,NA,NA,NA,NA,1.5790741,0.0390741,NA,NA,NA,NA,340600,340000,6298.093,17342.03,116.8,33.95,235000
Huaibei,Anhui,2018,NA,98.519,14.5036,14.50363889,99.77,99.77181193,14.28884,15.142,42.1897,98.519,3.6,43962,13.17395,0.71844,31959,49.49,7.03307,16.67011,5.22703,74.32074471,7.19145,6.71093,NA,NA,0.0816667,NA,3.10581,-0.17651,1.14007,1.0992,340600,340000,5940.434,13173.95,116.8,33.95,235000
Huaibei,Anhui,2016,Primary Industry,6.156,15,20.08716944,94.53,110.3290504,11.987,12.434,41.4819,79.903,5,36427,9.20917,0.61321,27248,41.12,5.91762,14.26554,3.96866,67.06513767,1.867,2.288,NA,NA,1.7022536,NA,2.90367,0.58501,NA,NA,340600,340000,4619.567,9209.17,116.8,33.95,235000
Huaibei,Anhui,2016,NA,79.903,15,20.08716944,94.53,110.3290504,11.987,12.434,41.4819,79.903,5,36427,9.20917,0.61321,27248,41.12,5.91762,14.26554,3.96866,67.06513767,1.867,2.288,NA,NA,1.7022536,NA,2.90367,0.58501,NA,NA,340600,340000,4619.567,9209.17,116.8,33.95,235000
Huaibei,Anhui,2018,Secondary Industry,53.997,14.5036,14.50363889,99.77,99.77181193,14.28884,15.142,42.1897,98.519,3.6,43962,13.17395,0.71844,31959,49.49,7.03307,16.67011,5.22703,74.32074471,7.19145,6.71093,NA,NA,0.0816667,NA,3.10581,-0.17651,1.14007,1.0992,340600,340000,5940.434,13173.95,116.8,33.95,235000
Huaibei,Anhui,2016,Tertiary Industry,28.726,15,20.08716944,94.53,110.3290504,11.987,12.434,41.4819,79.903,5,36427,9.20917,0.61321,27248,41.12,5.91762,14.26554,3.96866,67.06513767,1.867,2.288,NA,NA,1.7022536,NA,2.90367,0.58501,NA,NA,340600,340000,4619.567,9209.17,116.8,33.95,235000
Huaibei,Anhui,2019,NA,107.79,13.6371,62.34581523,194.72,478.3277442,14.7,15.81,80.2857,107.794,3,47654,17.34203,0.81457,34727,42.05,14.05,17.5,11.35,80.78291815,NA,NA,NA,NA,1.5790741,0.0390741,NA,NA,NA,NA,340600,340000,6298.093,17342.03,116.8,33.95,235000
Huaibei,Anhui,2018,Primary Industry,6.529,14.5036,14.50363889,99.77,99.77181193,14.28884,15.142,42.1897,98.519,3.6,43962,13.17395,0.71844,31959,49.49,7.03307,16.67011,5.22703,74.32074471,7.19145,6.71093,NA,NA,0.0816667,NA,3.10581,-0.17651,1.14007,1.0992,340600,340000,5940.434,13173.95,116.8,33.95,235000
Huaibei,Anhui,2016,Secondary Industry,45.021,15,20.08716944,94.53,110.3290504,11.987,12.434,41.4819,79.903,5,36427,9.20917,0.61321,27248,41.12,5.91762,14.26554,3.96866,67.06513767,1.867,2.288,NA,NA,1.7022536,NA,2.90367,0.58501,NA,NA,340600,340000,4619.567,9209.17,116.8,33.95,235000
Huaihua,Hunan,2017,NA,140.128,27.93,51.78145697,315.08,584.2300454,39.133,42.248,19.7813,140.128,7.6,28366,13.99193,0.0924046,24497.99826,NA,8.11112,41.00397,5.19244,64.01631341,4.28,4.454,NA,NA,1.12223,-0.20122,6.867,2.523,1.378,0.001,431200,430000,3643.57,13991.93,110,27.57,418000
Huaihua,Hunan,2019,Primary Industry,22.452,34.1022,56.1570652,234.23,385.7317916,55.131,55.24,19.3501,161.6641364,8,32452.90302,23.84057,0.14973,29107,NA,9.528,49.24,6.727,70.60243493,13.847,17.015,NA,NA,0.19,-0.5465086,NA,NA,NA,NA,431200,430000,4428.63,23840.57,110,27.57,418000
Huaihua,Hunan,2017,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",19.001,27.93,51.78145697,315.08,584.2300454,39.133,42.248,19.7813,140.128,7.6,28366,13.99193,0.0924046,24497.99826,NA,8.11112,41.00397,5.19244,64.01631341,4.28,4.454,NA,NA,1.12223,-0.20122,6.867,2.523,1.378,0.001,431200,430000,3643.57,13991.93,110,27.57,418000
Huaihua,Hunan,2016,NA,138.823,14.33,31.78950089,133.08,295.191564,19.896,NA,21.064,138.823,8.1,28269,12.63441,0.0638087,22553.55806,NA,7.891,37.462,4.573,57.95209733,6.987,6.288,NA,NA,0.9576386,0.4596386,9.142,1.562,10.253,0.048,431200,430000,3180.17,12634.41,110,27.57,418000
Huaihua,Hunan,2019,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",22.973,34.1022,56.1570652,234.23,385.7317916,55.131,55.24,19.3501,161.6641364,8,32452.90302,23.84057,0.14973,29107,NA,9.528,49.24,6.727,70.60243493,13.847,17.015,NA,NA,0.19,-0.5465086,NA,NA,NA,NA,431200,430000,4428.63,23840.57,110,27.57,418000
Huaihua,Hunan,2017,Primary Industry,18.58,27.93,51.78145697,315.08,584.2300454,39.133,42.248,19.7813,140.128,7.6,28366,13.99193,0.0924046,24497.99826,NA,8.11112,41.00397,5.19244,64.01631341,4.28,4.454,NA,NA,1.12223,-0.20122,6.867,2.523,1.378,0.001,431200,430000,3643.57,13991.93,110,27.57,418000
Huaihua,Hunan,2019,Tertiary Industry,94.386,34.1022,56.1570652,234.23,385.7317916,55.131,55.24,19.3501,161.6641364,8,32452.90302,23.84057,0.14973,29107,NA,9.528,49.24,6.727,70.60243493,13.847,17.015,NA,NA,0.19,-0.5465086,NA,NA,NA,NA,431200,430000,4428.63,23840.57,110,27.57,418000
Huaihua,Hunan,2018,SI - Construction,8.427,30.4387,51.78962891,276.3,470.1079224,46.062,46.147,19.4098,151.327,8.1,30449,20.05025,0.08165366,26703,NA,8.972,46.224,6.299,70.20731164,7.621,7.468,NA,NA,1.3756142,0.6589475,6.28,2.618,NA,NA,431200,430000,3930.65,20050.25,110,27.57,418000
Huaihua,Hunan,2019,NA,161.664,34.1022,56.1570652,234.23,385.7317916,55.131,55.24,19.3501,161.6641364,8,32452.90302,23.84057,0.14973,29107,NA,9.528,49.24,6.727,70.60243493,13.847,17.015,NA,NA,0.19,-0.5465086,NA,NA,NA,NA,431200,430000,4428.63,23840.57,110,27.57,418000
Huaihua,Hunan,2019,SI - Industry,36.494,34.1022,56.1570652,234.23,385.7317916,55.131,55.24,19.3501,161.6641364,8,32452.90302,23.84057,0.14973,29107,NA,9.528,49.24,6.727,70.60243493,13.847,17.015,NA,NA,0.19,-0.5465086,NA,NA,NA,NA,431200,430000,4428.63,23840.57,110,27.57,418000
Huaihua,Hunan,2017,SI - Industry,38.647,27.93,51.78145697,315.08,584.2300454,39.133,42.248,19.7813,140.128,7.6,28366,13.99193,0.0924046,24497.99826,NA,8.11112,41.00397,5.19244,64.01631341,4.28,4.454,NA,NA,1.12223,-0.20122,6.867,2.523,1.378,0.001,431200,430000,3643.57,13991.93,110,27.57,418000
Huaihua,Hunan,2018,SI - Industry,37.719,30.4387,51.78962891,276.3,470.1079224,46.062,46.147,19.4098,151.327,8.1,30449,20.05025,0.08165366,26703,NA,8.972,46.224,6.299,70.20731164,7.621,7.468,NA,NA,1.3756142,0.6589475,6.28,2.618,NA,NA,431200,430000,3930.65,20050.25,110,27.57,418000
Huaihua,Hunan,2018,NA,151.327,30.4387,51.78962891,276.3,470.1079224,46.062,46.147,19.4098,151.327,8.1,30449,20.05025,0.08165366,26703,NA,8.972,46.224,6.299,70.20731164,7.621,7.468,NA,NA,1.3756142,0.6589475,6.28,2.618,NA,NA,431200,430000,3930.65,20050.25,110,27.57,418000
Huaihua,Hunan,2017,Tertiary Industry,75.692,27.93,51.78145697,315.08,584.2300454,39.133,42.248,19.7813,140.128,7.6,28366,13.99193,0.0924046,24497.99826,NA,8.11112,41.00397,5.19244,64.01631341,4.28,4.454,NA,NA,1.12223,-0.20122,6.867,2.523,1.378,0.001,431200,430000,3643.57,13991.93,110,27.57,418000
Huaihua,Hunan,2020,Tertiary Industry,93.352,38.4533,63.15601023,281.98,462.9456279,64.289,64.408,20.6697,167.187,3.9,36364.70038,26.50212,0.2091,30329.36947,NA,9.957,48.172,7.001,70.31234308,12.806,20.501,NA,NA,0.09444,-0.71256,NA,NA,NA,NA,431200,430000,4575.95,26502.12,110,27.57,418000
