Region,Province,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",year,Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,GDP: Industry,GDP,Longitude,Latitude,Post Code
Anqing,Anhui,20.5142,37.43145938,159.2,289.5400189,31.411,33.098,37.9635,153.118,8,33294,14.05467,1.75604,26502,NA,12.79945,33.71512,8.12724,63.49679088,6.93,8.04,NA,NA,1.2917035,NA,8.37013,1.62609,NA,NA,2016,340800,340000,4551.682,14054.67,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,117.05,30.53,246000
Anqing,Anhui,20.5142,37.43145938,159.2,289.5400189,31.411,33.098,37.9635,153.118,8,33294,14.05467,1.75604,26502,NA,12.79945,33.71512,8.12724,63.49679088,6.93,8.04,NA,NA,1.2917035,NA,8.37013,1.62609,NA,NA,2016,340800,340000,4551.682,14054.67,SI - Industry,64.06,117.05,30.53,246000
Anqing,Anhui,20.5142,37.43145938,159.2,289.5400189,31.411,33.098,37.9635,153.118,8,33294,14.05467,1.75604,26502,NA,12.79945,33.71512,8.12724,63.49679088,6.93,8.04,NA,NA,1.2917035,NA,8.37013,1.62609,NA,NA,2016,340800,340000,4551.682,14054.67,SI - Construction,8.749,117.05,30.53,246000
Anqing,Anhui,28.1251,63.55615948,248.52,561.5872577,77.835,83.266,34.1468,276.746,2.9,66470,29.38,3.906,41454,NA,17.49,51.22,12.69,72.55574614,13.83,18.12,NA,NA,1.5288687,-0.4670916,3.385,0.64,9.895,7.553,2022,340800,340000,NA,NA,NA,NA,117.05,30.53,246000
Anqing,Anhui,20.322,36.59096035,138.62,249.5859969,48.377,52.333,29.5513,238.052,7,50574,22.847,1.65963,34041,NA,13.7,46.36,10.24233,74.76153285,21.2,27.36,NA,NA,0.212703,-0.057297,NA,NA,NA,NA,2019,340800,340000,6579.396,22847,Total,238.05,117.05,30.53,246000
Anqing,Anhui,20.322,36.59096035,138.62,249.5859969,48.377,52.333,29.5513,238.052,7,50574,22.847,1.65963,34041,NA,13.7,46.36,10.24233,74.76153285,21.2,27.36,NA,NA,0.212703,-0.057297,NA,NA,NA,NA,2019,340800,340000,6579.396,22847,Primary Industry,21.61,117.05,30.53,246000
Anqing,Anhui,20.322,36.59096035,138.62,249.5859969,48.377,52.333,29.5513,238.052,7,50574,22.847,1.65963,34041,NA,13.7,46.36,10.24233,74.76153285,21.2,27.36,NA,NA,0.212703,-0.057297,NA,NA,NA,NA,2019,340800,340000,6579.396,22847,Secondary Industry,106.97,117.05,30.53,246000
Anqing,Anhui,20.322,36.59096035,138.62,249.5859969,48.377,52.333,29.5513,238.052,7,50574,22.847,1.65963,34041,NA,13.7,46.36,10.24233,74.76153285,21.2,27.36,NA,NA,0.212703,-0.057297,NA,NA,NA,NA,2019,340800,340000,6579.396,22847,Tertiary Industry,109.48,117.05,30.53,246000
Anqing,Anhui,20.322,36.59096035,138.62,249.5859969,48.377,52.333,29.5513,238.052,7,50574,22.847,1.65963,34041,NA,13.7,46.36,10.24233,74.76153285,21.2,27.36,NA,NA,0.212703,-0.057297,NA,NA,NA,NA,2019,340800,340000,6579.396,22847,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,117.05,30.53,246000
Anqing,Anhui,20.322,36.59096035,138.62,249.5859969,48.377,52.333,29.5513,238.052,7,50574,22.847,1.65963,34041,NA,13.7,46.36,10.24233,74.76153285,21.2,27.36,NA,NA,0.212703,-0.057297,NA,NA,NA,NA,2019,340800,340000,6579.396,22847,SI - Industry,NA,117.05,30.53,246000
Anqing,Anhui,20.322,36.59096035,138.62,249.5859969,48.377,52.333,29.5513,238.052,7,50574,22.847,1.65963,34041,NA,13.7,46.36,10.24233,74.76153285,21.2,27.36,NA,NA,0.212703,-0.057297,NA,NA,NA,NA,2019,340800,340000,6579.396,22847,SI - Construction,NA,117.05,30.53,246000
Anqing,Anhui,21.0234,23.49699024,182.68,204.1714728,35.92544,37.11525,32.4444,170.883,8.2,36928,16.25193,1.3899,28675,NA,12.10184,37.30026,8.42035,69.5790888,7.49,8.71,NA,NA,0.46404,NA,2.72261,1.1307,2.88,2.58,2017,340800,340000,5179.042,16251.93,Total,170.883,117.05,30.53,246000
Anqing,Anhui,21.0234,23.49699024,182.68,204.1714728,35.92544,37.11525,32.4444,170.883,8.2,36928,16.25193,1.3899,28675,NA,12.10184,37.30026,8.42035,69.5790888,7.49,8.71,NA,NA,0.46404,NA,2.72261,1.1307,2.88,2.58,2017,340800,340000,5179.042,16251.93,Primary Industry,19.399,117.05,30.53,246000
Anqing,Anhui,21.0234,23.49699024,182.68,204.1714728,35.92544,37.11525,32.4444,170.883,8.2,36928,16.25193,1.3899,28675,NA,12.10184,37.30026,8.42035,69.5790888,7.49,8.71,NA,NA,0.46404,NA,2.72261,1.1307,2.88,2.58,2017,340800,340000,5179.042,16251.93,Secondary Industry,82.847,117.05,30.53,246000
Anqing,Anhui,21.0234,23.49699024,182.68,204.1714728,35.92544,37.11525,32.4444,170.883,8.2,36928,16.25193,1.3899,28675,NA,12.10184,37.30026,8.42035,69.5790888,7.49,8.71,NA,NA,0.46404,NA,2.72261,1.1307,2.88,2.58,2017,340800,340000,5179.042,16251.93,Tertiary Industry,68.637,117.05,30.53,246000
Anqing,Anhui,21.0234,23.49699024,182.68,204.1714728,35.92544,37.11525,32.4444,170.883,8.2,36928,16.25193,1.3899,28675,NA,12.10184,37.30026,8.42035,69.5790888,7.49,8.71,NA,NA,0.46404,NA,2.72261,1.1307,2.88,2.58,2017,340800,340000,5179.042,16251.93,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",1.428,117.05,30.53,246000
Anqing,Anhui,21.0234,23.49699024,182.68,204.1714728,35.92544,37.11525,32.4444,170.883,8.2,36928,16.25193,1.3899,28675,NA,12.10184,37.30026,8.42035,69.5790888,7.49,8.71,NA,NA,0.46404,NA,2.72261,1.1307,2.88,2.58,2017,340800,340000,5179.042,16251.93,SI - Industry,72.763,117.05,30.53,246000
Anqing,Anhui,21.0234,23.49699024,182.68,204.1714728,35.92544,37.11525,32.4444,170.883,8.2,36928,16.25193,1.3899,28675,NA,12.10184,37.30026,8.42035,69.5790888,7.49,8.71,NA,NA,0.46404,NA,2.72261,1.1307,2.88,2.58,2017,340800,340000,5179.042,16251.93,SI - Construction,10.187,117.05,30.53,246000
Anqing,Anhui,19.6818,39.4674963,121.23,243.103126,37.7416113,41.31746,31.6982,191.759,7.8,41088,18.81598,1.44729,31187,NA,13.31958,42.02,9.94212,74.64289415,17.73,16.96,NA,NA,0.0973202,NA,4.44939,0.23255,5.79671,3.29843,2018,340800,340000,6214.258,18815.98,Total,191.759,117.05,30.53,246000
Anqing,Anhui,19.6818,39.4674963,121.23,243.103126,37.7416113,41.31746,31.6982,191.759,7.8,41088,18.81598,1.44729,31187,NA,13.31958,42.02,9.94212,74.64289415,17.73,16.96,NA,NA,0.0973202,NA,4.44939,0.23255,5.79671,3.29843,2018,340800,340000,6214.258,18815.98,Primary Industry,20.001,117.05,30.53,246000
Anqing,Anhui,19.6818,39.4674963,121.23,243.103126,37.7416113,41.31746,31.6982,191.759,7.8,41088,18.81598,1.44729,31187,NA,13.31958,42.02,9.94212,74.64289415,17.73,16.96,NA,NA,0.0973202,NA,4.44939,0.23255,5.79671,3.29843,2018,340800,340000,6214.258,18815.98,Secondary Industry,95.627,117.05,30.53,246000
Anqing,Anhui,19.6818,39.4674963,121.23,243.103126,37.7416113,41.31746,31.6982,191.759,7.8,41088,18.81598,1.44729,31187,NA,13.31958,42.02,9.94212,74.64289415,17.73,16.96,NA,NA,0.0973202,NA,4.44939,0.23255,5.79671,3.29843,2018,340800,340000,6214.258,18815.98,Tertiary Industry,76.131,117.05,30.53,246000
Anqing,Anhui,19.6818,39.4674963,121.23,243.103126,37.7416113,41.31746,31.6982,191.759,7.8,41088,18.81598,1.44729,31187,NA,13.31958,42.02,9.94212,74.64289415,17.73,16.96,NA,NA,0.0973202,NA,4.44939,0.23255,5.79671,3.29843,2018,340800,340000,6214.258,18815.98,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",0.337,117.05,30.53,246000
Anqing,Anhui,19.6818,39.4674963,121.23,243.103126,37.7416113,41.31746,31.6982,191.759,7.8,41088,18.81598,1.44729,31187,NA,13.31958,42.02,9.94212,74.64289415,17.73,16.96,NA,NA,0.0973202,NA,4.44939,0.23255,5.79671,3.29843,2018,340800,340000,6214.258,18815.98,SI - Industry,84.052,117.05,30.53,246000
Anqing,Anhui,19.6818,39.4674963,121.23,243.103126,37.7416113,41.31746,31.6982,191.759,7.8,41088,18.81598,1.44729,31187,NA,13.31958,42.02,9.94212,74.64289415,17.73,16.96,NA,NA,0.0973202,NA,4.44939,0.23255,5.79671,3.29843,2018,340800,340000,6214.258,18815.98,SI - Construction,11.693,117.05,30.53,246000
Anqing,Anhui,24.1437,53.16685022,171.94,378.6135945,59.579,63.493,29.3228,246.768,4,58684,25.74748,1.87,35947.2,NA,14.16,48.29,10.43162,73.66963277,20.36,28.01,NA,NA,1.5680162,NA,3.9,1.33,10.723,9.849,2020,340800,340000,6674.866,25747.48,Total,246.768,117.05,30.53,246000
Anqing,Anhui,24.1437,53.16685022,171.94,378.6135945,59.579,63.493,29.3228,246.768,4,58684,25.74748,1.87,35947.2,NA,14.16,48.29,10.43162,73.66963277,20.36,28.01,NA,NA,1.5680162,NA,3.9,1.33,10.723,9.849,2020,340800,340000,6674.866,25747.48,Primary Industry,24.029,117.05,30.53,246000
Anqing,Anhui,24.1437,53.16685022,171.94,378.6135945,59.579,63.493,29.3228,246.768,4,58684,25.74748,1.87,35947.2,NA,14.16,48.29,10.43162,73.66963277,20.36,28.01,NA,NA,1.5680162,NA,3.9,1.33,10.723,9.849,2020,340800,340000,6674.866,25747.48,Secondary Industry,106.653,117.05,30.53,246000
Anqing,Anhui,24.1437,53.16685022,171.94,378.6135945,59.579,63.493,29.3228,246.768,4,58684,25.74748,1.87,35947.2,NA,14.16,48.29,10.43162,73.66963277,20.36,28.01,NA,NA,1.5680162,NA,3.9,1.33,10.723,9.849,2020,340800,340000,6674.866,25747.48,Tertiary Industry,116.086,117.05,30.53,246000
Anqing,Anhui,24.1437,53.16685022,171.94,378.6135945,59.579,63.493,29.3228,246.768,4,58684,25.74748,1.87,35947.2,NA,14.16,48.29,10.43162,73.66963277,20.36,28.01,NA,NA,1.5680162,NA,3.9,1.33,10.723,9.849,2020,340800,340000,6674.866,25747.48,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,117.05,30.53,246000
Anqing,Anhui,24.1437,53.16685022,171.94,378.6135945,59.579,63.493,29.3228,246.768,4,58684,25.74748,1.87,35947.2,NA,14.16,48.29,10.43162,73.66963277,20.36,28.01,NA,NA,1.5680162,NA,3.9,1.33,10.723,9.849,2020,340800,340000,6674.866,25747.48,SI - Industry,85.611,117.05,30.53,246000
Anqing,Anhui,24.1437,53.16685022,171.94,378.6135945,59.579,63.493,29.3228,246.768,4,58684,25.74748,1.87,35947.2,NA,14.16,48.29,10.43162,73.66963277,20.36,28.01,NA,NA,1.5680162,NA,3.9,1.33,10.723,9.849,2020,340800,340000,6674.866,25747.48,SI - Construction,21.161,117.05,30.53,246000
Anqing,Anhui,26.1577,55.65966605,191.61,407.7227834,69.498,74.213,32.3188,265.688,6.6,63707,28.68175,2.50545,39416.1,NA,15.61,48.3,11.46,73.4144779,20,24.35,NA,NA,1.3987053,0.4070018,4.29,NA,12.79,NA,2021,340800,340000,7234.443,28681.75,NA,NA,117.05,30.53,246000
Anshan,Liaoning,49.65,71.80808995,406.07,587.5279076,72.59,NA,53.2005,146.19713,-10.3,40532,14.95845,2.7286364,31442.866,25.17,13.29602,24.99227,9.67143,72.73928589,4.16511,4.22624,NA,NA,0.0338496,NA,12.68039,-1.2299,12.39654,0.0092,2016,210300,210000,3983.6,14958.45,Total,146.197,122.98,41.1,114000
Anshan,Liaoning,49.65,71.80808995,406.07,587.5279076,72.59,NA,53.2005,146.19713,-10.3,40532,14.95845,2.7286364,31442.866,25.17,13.29602,24.99227,9.67143,72.73928589,4.16511,4.22624,NA,NA,0.0338496,NA,12.68039,-1.2299,12.39654,0.0092,2016,210300,210000,3983.6,14958.45,Primary Industry,10.002,122.98,41.1,114000
Anshan,Liaoning,49.65,71.80808995,406.07,587.5279076,72.59,NA,53.2005,146.19713,-10.3,40532,14.95845,2.7286364,31442.866,25.17,13.29602,24.99227,9.67143,72.73928589,4.16511,4.22624,NA,NA,0.0338496,NA,12.68039,-1.2299,12.39654,0.0092,2016,210300,210000,3983.6,14958.45,Secondary Industry,52.397,122.98,41.1,114000
Anshan,Liaoning,49.65,71.80808995,406.07,587.5279076,72.59,NA,53.2005,146.19713,-10.3,40532,14.95845,2.7286364,31442.866,25.17,13.29602,24.99227,9.67143,72.73928589,4.16511,4.22624,NA,NA,0.0338496,NA,12.68039,-1.2299,12.39654,0.0092,2016,210300,210000,3983.6,14958.45,Tertiary Industry,83.798,122.98,41.1,114000
Anshan,Liaoning,41.5919,52.95698092,420.08,534.8651346,72.82976,75.75383,54.5931,175.1058,5.1541,48810,13.56472,4.34019,35619.085,47.3,15.14388,27.73957,12.6758,83.70245934,2.19334,2.97693,NA,NA,NA,NA,NA,NA,NA,NA,2018,210300,210000,4834.889,13564.72,Total,175.11,122.98,41.1,114000
Anshan,Liaoning,41.5919,52.95698092,420.08,534.8651346,72.82976,75.75383,54.5931,175.1058,5.1541,48810,13.56472,4.34019,35619.085,47.3,15.14388,27.73957,12.6758,83.70245934,2.19334,2.97693,NA,NA,NA,NA,NA,NA,NA,NA,2018,210300,210000,4834.889,13564.72,Primary Industry,9.69,122.98,41.1,114000
Anshan,Liaoning,41.5919,52.95698092,420.08,534.8651346,72.82976,75.75383,54.5931,175.1058,5.1541,48810,13.56472,4.34019,35619.085,47.3,15.14388,27.73957,12.6758,83.70245934,2.19334,2.97693,NA,NA,NA,NA,NA,NA,NA,NA,2018,210300,210000,4834.889,13564.72,Secondary Industry,72.29,122.98,41.1,114000
Anshan,Liaoning,41.5919,52.95698092,420.08,534.8651346,72.82976,75.75383,54.5931,175.1058,5.1541,48810,13.56472,4.34019,35619.085,47.3,15.14388,27.73957,12.6758,83.70245934,2.19334,2.97693,NA,NA,NA,NA,NA,NA,NA,NA,2018,210300,210000,4834.889,13564.72,Tertiary Industry,93.13,122.98,41.1,114000
Anshan,Liaoning,44.3416,48.40704806,365.67,404.0178867,83.72,85.946,58.3993,188.80696,4.5,57188.23565,11.26316,6.91699,41018.25829,NA,17.00188,29.11314,13.16254,77.41814435,3.51288,4.84386,NA,NA,NA,NA,NA,NA,NA,NA,2021,210300,210000,NA,NA,NA,NA,122.98,41.1,114000
Anshan,Liaoning,44.8695,59.44308226,418.31,534.6123087,72.379,75.063,51.2037,161.31,3.9,44790,15.65999,4.0642794,33320.0051,35.18,14.02169,27.38412,10.73891,76.58784355,3.28107,4.05933,NA,NA,0.2884681,NA,NA,NA,NA,NA,2017,210300,210000,4197.456,15659.99,Total,161.31,122.98,41.1,114000
Anshan,Liaoning,44.8695,59.44308226,418.31,534.6123087,72.379,75.063,51.2037,161.31,3.9,44790,15.65999,4.0642794,33320.0051,35.18,14.02169,27.38412,10.73891,76.58784355,3.28107,4.05933,NA,NA,0.2884681,NA,NA,NA,NA,NA,2017,210300,210000,4197.456,15659.99,Primary Industry,9.169,122.98,41.1,114000
Anshan,Liaoning,44.8695,59.44308226,418.31,534.6123087,72.379,75.063,51.2037,161.31,3.9,44790,15.65999,4.0642794,33320.0051,35.18,14.02169,27.38412,10.73891,76.58784355,3.28107,4.05933,NA,NA,0.2884681,NA,NA,NA,NA,NA,2017,210300,210000,4197.456,15659.99,Secondary Industry,64.265,122.98,41.1,114000
Anshan,Liaoning,44.8695,59.44308226,418.31,534.6123087,72.379,75.063,51.2037,161.31,3.9,44790,15.65999,4.0642794,33320.0051,35.18,14.02169,27.38412,10.73891,76.58784355,3.28107,4.05933,NA,NA,0.2884681,NA,NA,NA,NA,NA,2017,210300,210000,4197.456,15659.99,Tertiary Industry,87.879,122.98,41.1,114000
Anshan,Liaoning,45.6158,51.08646373,340.03,380.8042585,79.31675,84.926,45.188,173.88,0.4,52020,13.70782,4.12239,37979.86878,NA,15.72696,34.80341,11.34597,72.14344031,5.4694,7.42614,NA,NA,NA,NA,7.956,0.305,4.798,0.819,2020,210300,210000,5215.757,13707.82,Total,173.878,122.98,41.1,114000
Anshan,Liaoning,45.6158,51.08646373,340.03,380.8042585,79.31675,84.926,45.188,173.88,0.4,52020,13.70782,4.12239,37979.86878,NA,15.72696,34.80341,11.34597,72.14344031,5.4694,7.42614,NA,NA,NA,NA,7.956,0.305,4.798,0.819,2020,210300,210000,5215.757,13707.82,Primary Industry,11.05,122.98,41.1,114000
Anshan,Liaoning,45.6158,51.08646373,340.03,380.8042585,79.31675,84.926,45.188,173.88,0.4,52020,13.70782,4.12239,37979.86878,NA,15.72696,34.80341,11.34597,72.14344031,5.4694,7.42614,NA,NA,NA,NA,7.956,0.305,4.798,0.819,2020,210300,210000,5215.757,13707.82,Secondary Industry,70.62,122.98,41.1,114000
Anshan,Liaoning,45.6158,51.08646373,340.03,380.8042585,79.31675,84.926,45.188,173.88,0.4,52020,13.70782,4.12239,37979.86878,NA,15.72696,34.80341,11.34597,72.14344031,5.4694,7.42614,NA,NA,NA,NA,7.956,0.305,4.798,0.819,2020,210300,210000,5215.757,13707.82,Tertiary Industry,92.2,122.98,41.1,114000
Anshan,Liaoning,47.1307,51.54029929,NA,506.059684,87.814,90.279,48.8999,186.32,0.3,NA,NA,5.803,41767,NA,14.846,30.36,10.632,71.6152499,2.51,3.92,NA,NA,NA,NA,7.873,0.082,9.38,5.056,2022,210300,210000,NA,NA,NA,NA,122.98,41.1,114000
Anshan,Liaoning,44.8393,49.28573548,420,461.652973,78.25905,81.50088,46.8746,174.5321,6.1,48957,12.95042,4.23659,37756,NA,15.3272,32.69833,12.49466,81.51952085,3.30466,4.25037,NA,NA,NA,NA,NA,NA,NA,NA,2019,210300,210000,4978.205,12950.42,Total,174.53,122.98,41.1,114000
Anshan,Liaoning,44.8393,49.28573548,420,461.652973,78.25905,81.50088,46.8746,174.5321,6.1,48957,12.95042,4.23659,37756,NA,15.3272,32.69833,12.49466,81.51952085,3.30466,4.25037,NA,NA,NA,NA,NA,NA,NA,NA,2019,210300,210000,4978.205,12950.42,Primary Industry,10.481,122.98,41.1,114000
Anshan,Liaoning,44.8393,49.28573548,420,461.652973,78.25905,81.50088,46.8746,174.5321,6.1,48957,12.95042,4.23659,37756,NA,15.3272,32.69833,12.49466,81.51952085,3.30466,4.25037,NA,NA,NA,NA,NA,NA,NA,NA,2019,210300,210000,4978.205,12950.42,Secondary Industry,74.582,122.98,41.1,114000
Anshan,Liaoning,44.8393,49.28573548,420,461.652973,78.25905,81.50088,46.8746,174.5321,6.1,48957,12.95042,4.23659,37756,NA,15.3272,32.69833,12.49466,81.51952085,3.30466,4.25037,NA,NA,NA,NA,NA,NA,NA,NA,2019,210300,210000,4978.205,12950.42,Tertiary Industry,89.47,122.98,41.1,114000
Anshun,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,2016,520400,520000,NA,8025.65,Total,70.135,105.95,26.25,561000
Anshun,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,2016,520400,520000,NA,8025.65,Primary Industry,12.407,105.95,26.25,561000
Anshun,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,2016,520400,520000,NA,8025.65,Secondary Industry,22.712,105.95,26.25,561000
Anshun,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,2016,520400,520000,NA,8025.65,Tertiary Industry,35.016,105.95,26.25,561000
Anshun,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,2016,520400,520000,NA,8025.65,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",12.87,105.95,26.25,561000
Anshun,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,2016,520400,520000,NA,8025.65,SI - Industry,17.224,105.95,26.25,561000
Anshun,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,2016,520400,520000,NA,8025.65,SI - Construction,5.488,105.95,26.25,561000
Anshun,Guizhou,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,2020,520400,520000,NA,NA,Total,96.674,105.95,26.25,561000
Anshun,Guizhou,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,2020,520400,520000,NA,NA,Primary Industry,17.633,105.95,26.25,561000
Anshun,Guizhou,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,2020,520400,520000,NA,NA,Secondary Industry,29.26,105.95,26.25,561000
Anshun,Guizhou,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,2020,520400,520000,NA,NA,Tertiary Industry,49.781,105.95,26.25,561000
Anshun,Guizhou,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,2020,520400,520000,NA,NA,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,105.95,26.25,561000
Anshun,Guizhou,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,2020,520400,520000,NA,NA,SI - Industry,22.741,105.95,26.25,561000
Anshun,Guizhou,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,2020,520400,520000,NA,NA,SI - Construction,NA,105.95,26.25,561000
Anshun,Guizhou,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,2017,520400,520000,NA,10048.11,Total,80.246,105.95,26.25,561000
Anshun,Guizhou,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,2017,520400,520000,NA,10048.11,Primary Industry,13.57,105.95,26.25,561000
Anshun,Guizhou,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,2017,520400,520000,NA,10048.11,Secondary Industry,26.782,105.95,26.25,561000
Anshun,Guizhou,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,2017,520400,520000,NA,10048.11,Tertiary Industry,39.894,105.95,26.25,561000
Anshun,Guizhou,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,2017,520400,520000,NA,10048.11,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",14.21,105.95,26.25,561000
Anshun,Guizhou,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,2017,520400,520000,NA,10048.11,SI - Industry,20.375,105.95,26.25,561000
