Carbon Emissions,Statistical_Division_Code,Province.Code,Region,year,Province.x,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance (Special Bond)(CNY,B)","Net Financing (Special Bond)(CNY,B)",Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Province.y,Longitude,Latitude,Post Code
17.16079287,231000,230000,Mudanjiang,2017,Heilongjiang,26.73,40.93861381,238.36,621.4872864,21.114,23.224,26.5199,134.4729064,6.1,49214,4.46017,4.9292673,30569,NA,7.59,28.62,4.507,59.38076416,1.248,2.43,NA,NA,NA,NA,NA,NA,NA,NA,3623.007,4460.17,Heilongjiang,129.6,44.58,157000
14.41617294,231000,230000,Mudanjiang,2018,Heilongjiang,32.51,43.7463657,354.29,792.1655629,25.485,26.484,23.9244,130.27,1.3,48201,5.89308,5.682,32504,NA,5.95,24.87,4.301,72.28571429,1.23,2.44,NA,NA,NA,NA,NA,NA,NA,NA,4089.133,5893.08,Heilongjiang,129.6,44.58,157000
14.40124966,231000,230000,Mudanjiang,2019,Heilongjiang,37.38,70.46432791,437.54,824.6641347,30.841,32,20.9632,82.49915,4.203004,32811,6.25295,4.946,34422,NA,5.87884,28.0436,3.90903,66.49321975,1.15339,2.83465,NA,NA,NA,NA,NA,NA,NA,NA,4729.215,6252.95,Heilongjiang,129.6,44.58,157000
6.993505582,231100,230000,Heihe,2016,Heilongjiang,6.88,11.51920264,102.29,167.1100224,3.32,NA,17.795,47.08056,6.150963,28473,1.01575,0.6100832,24474,NA,3.03182,17.0375,1.46341,48.26836686,0.21353,0.50331,NA,NA,NA,NA,0.87,0.2,NA,NA,2492.684,1015.75,Heilongjiang,127.48,50.25,164300
NA,231100,230000,Heihe,2017,Heilongjiang,8.32,14.0117675,115.52,188.634842,4.195,5.035,15.2225,48.88486,6.4,30236,1.05781,0.5761233,26138,NA,3.21412,21.11421,1.49495,46.51195351,0.41704,0.64496,NA,NA,NA,NA,1.08228,0.88113,0.15,NA,2715.107,1057.81,Heilongjiang,127.48,50.25,164300
NA,231100,230000,Heihe,2018,Heilongjiang,10.97,11.54622847,148.94,148.9339425,5.832,6.048,16.0634,50.51,7,31600,2.61512,0.672,27957,NA,3.43899,21.40881,1.6909,49.16850587,0.47684,0.78516,NA,NA,NA,NA,1.81135,1.09557,0.3875,NA,3224.35,2615.12,Heilongjiang,127.48,50.25,164300
NA,231100,230000,Heihe,2019,Heilongjiang,13.24,13.24062649,176.48,176.4726197,7.665,7.896,17.386,57.89001,5.970011,36478,1.95929,0.561,29970,NA,3.88098,22.32248,1.90122,48.98814217,0.46247,0.86065,NA,NA,NA,NA,2.141,1.68293,0.36806,0.3679,3517.082,1959.29,Heilongjiang,127.48,50.25,164300
13.76121671,231200,230000,Suihua,2016,Heilongjiang,8.6233,10.26245901,153.25,182.380809,11.351,13.68317,14.6845,131.63122,6.731244,24109,3.75931,0.1821651,22060,NA,5.57798,37.98551,3.35334,60.11746188,1.82883,2.32605,NA,NA,NA,NA,3.40229,1.99071,0.68838,0.5,3117.44,3759.31,Heilongjiang,126.98,46.63,152000
14.2194036,231200,230000,Suihua,2017,Heilongjiang,11.4599,13.38713003,228.99,267.4964015,15.32,17.56,13.4008,133.68356,5.8,24965,5.87064,0.2510994,23450,NA,5.60695,41.84027,3.46491,61.79669874,1.08338,1.93195,NA,NA,NA,NA,4.28124,3.38996,0.87642,0.85341,3025.129,5870.64,Heilongjiang,126.98,46.63,152000
NA,231200,230000,Suihua,2018,Heilongjiang,14.4528,15.34012811,259.1,275.0271736,19.65,20.38,14.3977,135.96,4.1,25841,5.52212,0.535,25023,NA,6.09834,42.35636,3.82273,62.68476339,1.48507,2.4260100000000002,NA,NA,NA,NA,5.15471,3.5981900000000002,1.15687,1.11695,3049.456,5522.12,Heilongjiang,126.98,46.63,152000
NA,231200,230000,Suihua,2019,Heilongjiang,24.5213,25.60395544,358.58,374.4127097,27.00098,27.79245,13.7779,110.11239,3.480003,21045,3.6036,0.604,26760,NA,6.48896,47.09672,3.98048,61.34234145,1.041,3.69579,NA,NA,NA,NA,5.65176,5.15533,2.52098,2.50378,3248.236,3603.6,Heilongjiang,126.98,46.63,152000
2.886473944,232700,230000,Greater Khingan Rang,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.617607433,232700,230000,Greater Khingan Rang,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,232700,230000,Greater Khingan Rang,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,232700,230000,Greater Khingan Rang,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194.7098509,310100,310000,Shanghai,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196.153572,310100,310000,Shanghai,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190.6416671,310100,310000,Shanghai,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192.9122403,310100,310000,Shanghai,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.0213499,320100,320000,Nanjing,2016,Jiangsu,21.6877,119.9516415,84.94,469.778647,227.78687,249.62,97.3383,1050.302,8,127264,184.56004,50.21406,49997,NA,114.26007,117.38444,95.66197,83.72301015,152.24962,147.92456,NA,NA,29.067263,14.065514,28.591919999999998,2.0346,NA,NA,17883.871,184560.04,Jiangsu,118.78,32.07,210000
178.4163272,320100,320000,Nanjing,2017,Jiangsu,20.121,117.1868521,78.63,457.9637767,235.72,261.1,93.9312,1171.51,8.1,141103,217.02088,61.187275,54538,NA,127.19111,135.40873,104.46058,82.12883746,170.6398,161.18456,NA,NA,17.8843405,8.5564973,19.15354,2.095,33.98125,8.8,15258.591,217020.88,Jiangsu,118.78,32.07,210000
164.9052799,320100,320000,Nanjing,2018,Jiangsu,18.8765,121.0405847,78.07,500.5924253,242.004,275.52,95.9092,1282.04,8,152886,235.41664,65.49106,59308,309.183,147.00152,153.27156,124.24931,84.52246616,161.46176,158.98945,NA,NA,17.6637573,8.4271979,20.587,-1.44759,32.745,10.05456,19737.797,235776.61,Jiangsu,118.78,32.07,210000
170.3911893,320100,320000,Nanjing,2019,Jiangsu,18.428,127.0193184,78.36,540.083733,258.547,281.927,95.2933,1403.015,7.8,165681,250.12573,69.96024,64372,309.226,158.0026,165.80669,137.3827,86.94964513,170.46652,194.62676,NA,NA,27.9492029,17.586035,8.36,2.44684,27.21,19.11199,19428.17,250125.73,Jiangsu,118.78,32.07,210000
79.54751061,320200,320000,Wuxi,2016,Jiangsu,2.62,47.29328717,21.13,375.9320434,24.479,NA,100.8811,921.002,7.5,141258,103.36226,69.805,48628,307.549,87.50005,86.73579,70.60386,80.69007961,27.57195,27.24656,NA,NA,25.0976341,18.3130041,8.36,NA,24.58038,3.73,NA,103362.26,Jiangsu,120.3,31.57,214000
86.99124468,320200,320000,Wuxi,2017,Jiangsu,9.35,54.09671135,62.39,367.8148184,96.456,NA,94.1619,1051.18,7.4,160706,120.18903,81.253367,52659,338.277,93.00017,98.76625,75.23955,80.90259405,56.41726,61.92934,NA,NA,5.22,-2.78134,12.199,1.095,15.439,8.1,NA,120189.03,Jiangsu,120.3,31.57,214000
90.24309137,320200,320000,Wuxi,2018,Jiangsu,7.1524,51.14035339,61.77,334.067019,81.814,82.9,95.8653,1143.862,7.41357,174270,131.486,93.44408,56989,361.871,101.22782,105.59376,86.05091,85.00717491,73.1308,77.73859,NA,NA,5.9269693,-7.5194052,6.325,1.40695,11.944,10.3157,NA,131486,Jiangsu,120.3,31.57,214000
91.22845982,320200,320000,Wuxi,2019,Jiangsu,10.1665,55.92052957,64.22,353.2235381,120.497,123.56,92.7347,1185.232,6.672477,180044,135.82905,92.43,61915,375.319,103.63313,111.75225,87.02075,83.97001036,79.73288,81.16703,NA,NA,3.5159496,-3.4144104,5.04,1.34313,NA,NA,14252.141,135829.05,Jiangsu,120.3,31.57,214000
103.1205748,320300,320000,Xuzhou,2016,Jiangsu,3.4,36.44052522,26.31,282.2524179,19.733,NA,64.6702,580.852,8.2,66845,54.91309,6.24838,28421,301.033,51.60626,79.79911,39.0307,75.631716,23.32899,28.58019,NA,NA,2.7709775,0.7033275,10.60081,2.486,11.80947,5.34,5087.974,54913.09,Jiangsu,117.18,34.27,221000
128.8126901,320300,320000,Xuzhou,2017,Jiangsu,4.4781,43.27711897,27.68,323.4434063,29.582,NA,60.6328,660.595,7.7,75611,53.86244,7.80061,30987,311.242,50.16355,82.73338,36.52284,72.80752658,38.14361,50.02382,NA,NA,1.5930238,0.5540838,3.944,2.03,13.455,12.88,5997.421,53862.44,Jiangsu,117.18,34.27,221000
NA,320300,320000,Xuzhou,2018,Jiangsu,11.3454,54.16826006,72.02,343.8350785,76.641,41.58,59.7386,675.523,4.204059,76915,71.643,11.74419,33586,NA,52.62133,88.08594,41.67731,79.20231207,53.73041,69.9932,NA,NA,2.5418348,1.2638939,3.148,1.93177,18.506,17.50207,6797.367,71643,Jiangsu,117.18,34.27,221000
NA,320300,320000,Xuzhou,2019,Jiangsu,13.1123,60.74721964,87,403.0620113,93.771,50.242,53.0847,715.135,6.017804,81138,85.2936,13.51908,36215,NA,46.83169,88.22062,37.38027,79.81832387,60.84061,72.43472,NA,NA,9.082121172,7.588386172,3.74,1.64419,NA,NA,8043.172,85293.6,Jiangsu,117.18,34.27,221000
57.01289513,320400,320000,Changzhou,2016,Jiangsu,5.52,78.56131227,31.02,443.3116035,31.739,NA,94.5245,577.386,8.5,122721,44.67017,27.58434,46058,NA,48.02851,50.81064,38.31912,79.78411156,54.11852,58.89189,NA,NA,19.1424899,5.562589967,16.94996,1.851,NA,NA,NA,44670.17,Jiangsu,119.95,31.78,213000
60.43261521,320400,320000,Changzhou,2017,Jiangsu,10.6219,90.94446711,54.12,463.3888658,70.3,70.6,94.0625,661.842,8.1,140435,47.91128,31.26643,49955,NA,51.8805,55.15534,43.13607,83.1450545,77.79325,86.41956,NA,NA,27.6099669,4.4490547,5.364,1.9,NA,NA,NA,47911.28,Jiangsu,119.95,31.78,213000
59.52550209,320400,320000,Changzhou,2018,Jiangsu,12.1272,92.83103506,55.53,425.2085305,85.5,86.6,94.2023,705.027,7.017276,149277,59.589,34.3861,54000,NA,56.03316,59.48173,48.93755,87.3367663,97.41744,110.30201,NA,NA,18.83910005,5.616110154,6.079,0.92941,15.525,14.60116,NA,59589,Jiangsu,119.95,31.78,213000
61.53874741,320400,320000,Changzhou,2019,Jiangsu,13.6044,95.28679981,60.54,424.0612951,100.684,102.733,90.193,740.086,6.834372,156390,89.33606,33.83487,58345,NA,59.003,65.41861,50.15957,85.0118977,106.22535,120.18873,NA,NA,23.8865962,6.5786212,4.3,0.59704,18.32,14.7697,NA,89336.06,Jiangsu,119.95,31.78,213000
211.961167,320500,320000,Suzhou,2016,Jiangsu,1.65,46.10593735,14.77,412.4145178,25.547,NA,106.9836,1547.509,7.5,145556,216.3244,273.75823,54341,NA,173.00398,161.7107,150.58,87.03846004,NA,NA,NA,NA,9.339243,2.735243,NA,NA,NA,NA,13595.77,216324.4,Jiangsu,120.58,31.3,215000
206.9038027,320500,320000,Suzhou,2017,Jiangsu,7.8711,51.6946974,6.8,255.9751974,136.323,170.2,107.7128,1731.951,7.1,162388,230.58238,316.078955,58806,NA,190.81002,177.14698,167.29,87.67359282,156.33346,160.46605,NA,NA,3.8816359,-2.6226089,NA,NA,NA,NA,15414.646,230582.38,Jiangsu,120.58,31.3,215000
213.4140269,320500,320000,Suzhou,2018,Jiangsu,7.3299,53.24956171,35.61,258.6913521,136.318,180.1,108.5668,1859.747,6.750138,173765,255.791,354.11397,63500,NA,211.99931,195.2709,192.95,91.01444717,169.09879,173.82713,NA,NA,3.2726478,0.0971382,NA,NA,NA,NA,16211.973,255791,Jiangsu,120.58,31.3,215000
231.1935764,320500,320000,Suzhou,2019,Jiangsu,7.2293,57.84609994,33.83,270.6596246,139.062,172.889,103.7525,1923.58,5.552866,179174.35,268.64679,319.08646,68600,NA,222.18094,214.14508,199.10383,89.61337098,186.40934,175.05019,NA,NA,4.2239385,-2.1450713,NA,NA,NA,NA,17604.576,268646.79,Jiangsu,120.58,31.3,215000
53.45860773,320600,320000,Nantong,2016,Jiangsu,3.39,57.59135996,23.73,381.0466881,24.27,NA,138.1026,676.82,9.3,92702,58.41356,30.85921,39247,333.036,59.01793,42.73485,45.67714,77.39536104,42.73485,46.37042,NA,NA,24.569643,20.383073,NA,NA,NA,NA,NA,58413.56,Jiangsu,120.88,31.98,226000
51.5473005,320600,320000,Nantong,2017,Jiangsu,17.57,78.32286669,119.96,514.827028,141.157,148.8,72.9067,773.464,7.8,105903,60.99519,34.819924,42756,331.843,59.06026,81.00803,46.25086,78.31130442,57.97785,64.55382,NA,NA,15.2709373,10.2729024,NA,NA,NA,NA,NA,60995.19,Jiangsu,120.88,31.98,226000
45.35733755,320600,320000,Nantong,2018,Jiangsu,17.8087,85.16599873,104.32,498.8892694,150.074,159.6,69.1061,842.7,7.158714,115320,75.952,38.59114,46321,NA,60.61875,87.71843,50.39837,83.13990308,82.85225,88.26385,NA,NA,5.140104,-1.6486547,NA,NA,NA,NA,NA,75952,Jiangsu,120.88,31.98,226000
41.33676147,320600,320000,Nantong,2019,Jiangsu,16.6538,85.23646899,98.77,505.5108163,156.269,167.321,63.668,938.339,6.150123,128294,91.43861,36.57146,50217,NA,61.92602,97.26391,50.75525,81.96110456,94.82882,87.2292,NA,NA,25.4625534,19.3551039,NA,NA,NA,NA,NA,91438.61,Jiangsu,120.88,31.98,226000
30.03163285,320700,320000,Lianyungang,2016,Jiangsu,13.71,74.87549181,106.23,543.4233229,34.786,37.8,56.6748,237.648,7.8,52987,23.54133,7.04006,27853,130.248,21.14677,37.31249,17.07951,80.76651895,11.42891,13.34112,NA,NA,1.1658323,-1.6382977,NA,NA,NA,NA,NA,23541.33,Jiangsu,119.22,34.6,222002
29.4418153,320700,320000,Lianyungang,2017,Jiangsu,14.5,80.60945211,112.76,594.4202185,40.375,43.2,55.0102,264.031,7.4,58577,27.49339,8.21366,30293,135.041,21.48464,39.05576,15.93711,74.17908794,14.10938,16.4272,NA,NA,7.7051864,5.9241991,NA,NA,NA,NA,5666.951,27493.39,Jiangsu,119.22,34.6,222002
29.27073865,320700,320000,Lianyungang,2018,Jiangsu,16.856,81.43347701,121,584.5858162,46.7198,50.3,55.8455,277.17,4.740756,61332,34.152,9.54671,32749,NA,23.43089,41.9566,18.74507,80.0015279,14.45699,19.94188,NA,NA,8.555733,6.449222,NA,NA,NA,NA,NA,34152,Jiangsu,119.22,34.6,222002
30.40464213,320700,320000,Lianyungang,2019,Jiangsu,16.9068,93.4132213,120.49,665.7153159,53.0752,57.9,52.0222,313.929,5.963166,69523,31.74068,9.32237,35390,75.593,24.24368,46.60254,19.1364,78.93356124,19.2663,22.90478,NA,NA,27.6760955,26.6793412,NA,NA,NA,NA,NA,31740.68,Jiangsu,119.22,34.6,222002
30.80294375,320800,320000,Huai'an,2016,Jiangsu,3.28,80.70226442,23.11,561.1921349,10.13,NA,65.2601,304.8,9,62446,32.14134,3.50419,30335,162.6184,31.55118,48.34682,23.51491,74.52941538,12.10748,14.51011,NA,NA,18.2855434,1.741170702,NA,NA,5.98,2.34,NA,NA,Jiangsu,NA,NA,NA
39.43707557,320800,320000,Huai'an,2017,Jiangsu,14.2207,109.5835802,119.67,922.1496255,47.339,50.73,50.984,332.888,7.4,67909,30.30634,4.636446,32976,138.971,23.06078,45.2314,17.70572,76.77849578,16.25537,18.59993,NA,NA,10.8259078,-1.853005074,NA,NA,3.58,3.29,NA,NA,Jiangsu,NA,NA,NA
NA,320800,320000,Huai'an,2018,Jiangsu,14.5755,118.7069797,111.63,909.1151949,52.49,56.852,50.799,360.125,6.525886,73204,31.202,5.00983,35828,NA,24.72747,48.67707,20.34882,82.29236554,21.59567,23.49606,NA,NA,8.8849755,-2.6830835,NA,NA,5.44,5.06,NA,NA,Jiangsu,NA,NA,NA
NA,320800,320000,Huai'an,2019,Jiangsu,15.1428,130.8681363,111.29,961.7565197,58.621,63.74706,48.6281,387.121,6.553763,78543,28.64996,4.705351,38952,NA,25.73139,52.91463,20.92963,81.33890163,26.12035,23.59842,NA,NA,28.05588508,18.56892993,NA,NA,NA,NA,NA,NA,Jiangsu,NA,NA,NA
33.40636875,320900,320000,Yancheng,2016,Jiangsu,16.06,59.13627996,130.4,483.3639956,73.003,73.464,56.8485,457.608,8.9,63278,35.85666,7.95054,30496,217.389,41.51808,73.03287,32.46668,78.19889552,14.24955,17.80279,NA,NA,7.586371251,7.011013751,NA,NA,NA,NA,4738.327,35856.66,Jiangsu,NA,NA,NA
31.56500394,320900,320000,Yancheng,2017,Jiangsu,17.36,75.58139653,130.15,577.0811558,86.641,87.002,48.1128,508.269,6.8,70216,42.6674,8.652763,33115,179.233,36.00188,74.82814,27.19276,75.53150002,30.12967,37.59106,NA,NA,10.26677039,4.011843686,NA,NA,NA,NA,5418.753,42667.4,Jiangsu,NA,NA,NA
46.5327376,320900,320000,Yancheng,2018,Jiangsu,18.5055,82.56113116,136.97,611.0869481,101.541,103.7,45.3528,548.708,5.543804,75987,45.494,9.54948,35896,NA,38.1,84.00801,30.50579,80.06769029,35.53372,43.96126,NA,NA,7.294080558,3.685749769,NA,NA,NA,NA,6124.838,45494,Jiangsu,NA,NA,NA
44.9949424,320900,320000,Yancheng,2019,Jiangsu,20.6476,99.01533446,105.2,504.4991039,117.738,121.736,43.646,570.226,5.134183,79149,42.61476,9.6124,38816,NA,38.30009,87.75157,29.49757,77.01697307,39.71847,46.9967,NA,NA,14.2451203,9.6837761,NA,NA,NA,NA,6935.844,42614.76,Jiangsu,NA,NA,NA
33.99683312,321000,320000,Yangzhou,2016,Jiangsu,13.92,49.30462792,130.35,452.615193,63.176,64.23,72.0922,444.938,9.4,99151,41.01757,9.625,35659,229.805,34.53,47.89699,26.71596,77.37028671,12.96578,16.1173,NA,NA,0.78776,-2.36851,4.3,NA,12.07951,2.67,NA,41017.57,Jiangsu,119.4,32.4,225000
34.71593881,321000,320000,Yangzhou,2017,Jiangsu,13.7,52.60199534,126.49,484.5430802,69.552,72.8,63.072,506.492,8,112559,44.35826,10.7993,38828,208.466,32.01788,50.76403,24.14399,75.40783462,22.09651,26.37459,NA,NA,1.7526796,1.4379196,6.63674,1.345,11.92239,6.9,NA,44358.26,Jiangsu,119.4,32.4,225000
35.34416603,321000,320000,Yangzhou,2018,Jiangsu,14.1443,54.51901355,127.76,492.4656104,77.31511,81.6,60.3553,546.617,6.727143,120944,62.098,11.99312,41999,NA,34.00339,56.33867,27.21078,80.02372705,25.23572,31.96226,NA,NA,3.799949373,2.749949373,3.869,0.76698,9.555,7.65953,NA,62098,Jiangsu,119.4,32.4,225000
35.48044194,321000,320000,Yangzhou,2019,Jiangsu,14.5295,68.21255976,115.84,543.839735,84.99888,89.683,53.727,585.008,6.792319,128856,69.61827,11.30517,45550,NA,32.8785,61.19544,26.38073,80.2370242,40.13277,43.38484,NA,NA,5.8317177,4.6395177,3.74,0.77422,9.97,7.55049,NA,69618.27,Jiangsu,119.4,32.4,225000
48.36981538,321100,320000,Zhenjiang,2016,Jiangsu,5.43,92.34717867,44.08,836.4532383,18.656,NA,80.733,383.384,9.3,120603,44.86433,10.31659,41794,206.456,29.3011,36.29382,23.14039,78.97447536,12.7971,12.05788,NA,NA,23.55430766,13.71133736,5.48758,1.11873,14.25615,2.58,6168.177,44864.33,Jiangsu,119.45,32.2,212000
52.79494127,321100,320000,Zhenjiang,2017,Jiangsu,6.37,97.19232405,48.52,799.6034329,23.654,NA,73.5415,401.036,7.2,125962,34.3524,10.535719,45386,165.875,28.43378,38.6636,21.78533,76.61777646,19.53691,25.81386,NA,NA,16.55471798,-2.330839924,4.576,1.12,8.389,7.6,8327.386,34352.4,Jiangsu,119.45,32.2,212000
41.93499178,321100,320000,Zhenjiang,2018,Jiangsu,17.3373,102.9616764,118.1,701.3804241,70.216,73.2,73.8228,405,3.059907,126906,35.599,11.83865,48903,NA,30.1501,40.84115,24.12424,80.01379763,28.73491,41.55425,NA,NA,24.14620021,7.845039713,3.798,0.93569,18.278,17.31836,9799.47,35599,Jiangsu,119.45,32.2,212000
53.28564361,321100,320000,Zhenjiang,2019,Jiangsu,26.5758,116.6130019,161.53,708.7807151,109.687,128.2,65.8118,412.732,5.8,128981,40.33662,11.2026,52713,NA,30.68503,46.62545,23.90067,77.89032633,33.29113,50.00906,NA,NA,24.56087297,9.764786466,NA,NA,NA,NA,9757.5,40336.62,Jiangsu,119.45,32.2,212000
38.01240187,321200,320000,Taizhou,2016,Jiangsu,3.9851,57.16727721,126.06,1815.571492,16.346,16.4,74.895,410.178,9.5,88330,24.99636,10.381,36828,NA,5.72016,7.63757,4.71582,82.44209952,7.16451,7.93146,NA,NA,10.5405025,7.0294025,14.39585,11.91538,10.40795,6.6433,5567.21,25070.52,Jiangsu,119.92,32.45,225300
42.41100425,321200,320000,Taizhou,2017,Jiangsu,3.7287,61.23472196,125.17,546.5567007,17.691,18.4,70.5624,474.453,8.2,102058,28.87194,12.948495,40059,NA,33.5515,47.5487,25.69514,76.58417656,19.42335,23.63066,NA,NA,13.2531666,3.7099371,4.7803,3.9983,8.3175,4.52,NA,29154.3,Jiangsu,119.92,32.45,225300
NA,321200,320000,Taizhou,2018,Jiangsu,3.9547,63.83907793,103.46,471.0475809,20.199,21,67.0887,510.763,6.722298,109988,34.507,14.72991,43452,NA,35.71517,53.23571,28.57952,80.02067469,33.31797,36.78744,NA,NA,17.4689745,11.8196193,6.804,4.867,6.718,5.55798,NA,35371.43,Jiangsu,119.92,32.45,225300
40.11705845,321200,320000,Taizhou,2019,Jiangsu,4.2915,83.993067,27.2769,533.8575048,22.03,22.96,63.035,513.336,6.422951,110731,34.72352,14.46582,47216,NA,37.45813,59.42438,28.74835,76.74795832,36.29384,36.4843,NA,NA,27.4000561,21.3194473,3.72,3.18253,NA,NA,NA,35257.72,Jiangsu,119.92,32.45,225300
11.51825233,321300,320000,Suqian,2016,Jiangsu,16.23,42.85479976,119.32,299.0686806,40.198,41.5,56.0748,235.112,9.1,48311,30.97565,2.42168,24086,109.004,23.80788,42.45734,18.62679,78.23791955,9.2215,12.36592,NA,NA,1.7085001,-0.4138999,13.43179,1.46,9.39192,NA,NA,30975.65,Jiangsu,118.28,33.97,223800
10.22490629,321300,320000,Suqian,2017,Jiangsu,18.2989,52.94032021,151.19,437.4112146,47.77743,49.5,47.2932,261.094,7.5,53317,24.3003,2.94844,26118,90.302,20.05789,42.41181,15.45771,77.06548396,10.11211,17.1934,NA,NA,1.979946667,1.094446667,2.327,1.355,6.875,6.5,NA,24300.3,Jiangsu,118.28,33.97,223800
8.532763211,321300,320000,Suqian,2018,Jiangsu,11.0618,48.34207874,161.89,377.4312547,30.428,31.1,47.5617,275.072,6.841038,55906,25.304,3.60072,28281,74.695,20.61999,43.35422,17.32005,83.99640349,13.27455,20.17096,NA,NA,0.4714802,-0.6224726,3.29,0.98375,8.635,8.29,NA,25304,Jiangsu,118.28,33.97,223800
11.63078492,321300,320000,Suqian,2019,Jiangsu,21.5099,60.24157556,152.88,428.1653788,66.664,69.13,42.037,309.923,7.018068,62840,32.5811,3.42539,30614,76.93,21.25966,50.5737,17.86477,84.03130624,20.55373,26.47781,NA,NA,3.9656522,2.2217926,3.77,0.88721,11.18,9.05108,NA,32581.1,Jiangsu,118.28,33.97,223800
41.03452714,330100,330000,Hangzhou,2016,Zhejiang,17.0098,47.2440309,71.79,199.3933755,192.44412,211.19,99.8626,1131.37223,9.5,124286,260.6629,67.992,52185,357.867,140.238,140.431,128.922,91.93086039,126.336,121.321,NA,NA,7.1350813,6.0681513,3.77,NA,NA,NA,16213.278,260640.9,Zhejiang,120.15,30.28,310000
42.05479989,330100,330000,Hangzhou,2017,Zhejiang,16.2084,58.76524579,42.94,155.7019073,204.28,205.885,101.7198,1260.33629,8,135113,273.42031,75.065,56276,398.2,156.742,154.092,141.716,90.41354583,215.881,221.641,NA,NA,6.2010889,4.4010889,3.976,NA,NA,NA,21226.261,273400.47,Zhejiang,120.15,30.28,310000
41.61822152,330100,330000,Hangzhou,2018,Zhejiang,15.9509,74.22685733,46.43,216.0750811,228.21,229.935,106.2886,1430.7,6.7,140180,306.88988,79.556,61172,416.01266,182.506,171.708,165.121,90.47428578,307.098,317.167,NA,NA,4.8965637,4.0132933,NA,NA,NA,NA,24363.813,306889.88,Zhejiang,120.15,30.28,310000
44.6229524,330100,330000,Hangzhou,2019,Zhejiang,16.5281,90.72074852,44.919,246.5555619,254.086,254.604,100.6717,1537.3,6.8,152465,339.6746,81.15399,66068,428.8,196.597,195.2853,179.117,91.10871478,278.86621,294.86898,NA,NA,14.1254384,13.5254384,12.86,5.21049,28.475,20.65561,26521.093,339674.6,Zhejiang,120.15,30.28,310000
113.1379901,330200,330000,Ningbo,2016,Zhejiang,15.55,65.24520808,62.12,252.2665048,139.572,189.5,86.4481,868.64911,7.1,110656,127.03341,94.92322,51560,279.91,111.45409,128.92601,92.42194,82.92377606,77.46594,69.64412,NA,NA,9.9662734,4.2172969,2.9,2.2,0.3,0.3,11737.882,127033.41,Zhejiang,121.55,29.88,315000
117.9173539,330200,330000,Ningbo,2017,Zhejiang,15.6836,76.57626897,64.2589,313.7478699,154.36,194.7,88.2804,984.21,7.8,124017,137.44702,112.19657,55656,326.67,124.5288,141.06049,104.3954,83.83233437,74.83105,70.04513,NA,NA,8.5561024,4.035402642,27.10423,2.1,16.1045,3.1,14144.921,137447.02,Zhejiang,121.55,29.88,315000
